rep,fold,arm,P1,S2,S4,E30,E45,E60,E75,E90
1,1,gb_oracle_g_ridge_b,0.09235466816493453,0.7236842105263158,0.013157894736842105,0.06275196979526942,0.0830116249376832,0.09837534656892177,0.10586157120623113,0.10453719391414941
1,1,gb_ridge_g_oracle_b,0.17887368556623093,0.46710526315789475,0.15789473684210525,0.233120623712814,0.20658279249346115,0.1641206991995376,0.14083453693073805,0.1273738776025322
1,1,collapse_ridge_g,0.13216627070093087,0.5723684210526315,0.07236842105263158,0.1671301968940105,0.1461445320515697,0.12467675480461077,0.11210116009680997,0.09969746707498627
1,2,gb_ridge_both,0.15212933454351515,0.6644736842105263,0.05921052631578947,0.17452254467946077,0.17230595414602043,0.1515767791714703,0.13185727335969477,0.1234746972235484
1,2,gb_oracle_both,0.030211182539273955,0.993421052631579,0.0,0.04041483656719145,0.03240137811689637,0.02692103834453066,0.018227178386557148,0.028624336278843646
1,2,gb_oracle_g_ridge_b,0.10772434882183285,0.7697368421052632,0.046052631578947366,0.08023905772675018,0.09760243973599952,0.1131249256634897,0.11906334606303848,0.12289230656355196
1,2,gb_ridge_g_oracle_b,0.16010015100478395,0.631578947368421,0.06578947368421052,0.19758324001515548,0.1891555888367921,0.1560777325002995,0.1257532556585259,0.11489330541766594
1,2,collapse_ridge_g,0.13572084705900625,0.6776315789473685,0.06578947368421052,0.16236350458272178,0.1489430989940204,0.13396671888986708,0.11627871807155937,0.10999672084616824
1,3,gb_ridge_both,0.13912465118708292,0.5921052631578947,0.07894736842105263,0.17243280650094092,0.15957917787275305,0.13490969511464496,0.11563836647530286,0.0997245508854713
1,3,gb_oracle_both,0.027128470166912742,1.0,0.0,0.034652438874167635,0.027726104956767018,0.02622020638519598,0.022336388100458415,0.02285656986092944
1,3,gb_oracle_g_ridge_b,0.09898693779305916,0.756578947368421,0.05263157894736842,0.07786371486619732,0.09325838716131275,0.10408664308158706,0.10855067447937429,0.1078282706541707
1,3,gb_ridge_g_oracle_b,0.16185089993276708,0.5460526315789473,0.10526315789473684,0.20264094975538352,0.18736175636725422,0.1559712836262757,0.12979325700977912,0.11642288703804192
1,3,collapse_ridge_g,0.1380392740204111,0.5789473684210527,0.07894736842105263,0.18418466157359725,0.15694528171112,0.12755589664595018,0.10794253715097192,0.09342568904779831
1,4,gb_ridge_both,0.1346724393753891,0.6118421052631579,0.06578947368421052,0.1935559279940361,0.15342464183757626,0.11506538411380132,0.09572461860040807,0.08490500932969001
1,4,gb_oracle_both,0.037446515399053935,0.993421052631579,0.0,0.04800800942628421,0.040417009917227485,0.037364906150234835,0.03030936525337247,0.02750523420911777
