group_key,s0,da,db,dk,dall
FOXFZRUHNHCZPX,0.03777447236731106,0.00984143173488524,0.025372350431889838,0.03590046973292508,0.03756635032304297
FQKUGOMFVDPBIZ,0.013893835368085822,0.003495908698389869,0.013496747469193188,0.009692681852279434,0.013731617422395093
FQVNMXZPGWLUFZ,0.00734733908656762,0.00013373860351701804,0.003141362508604596,0.001989869263942506,0.0038751382620939223
FQXXSQDCDRQNQE,0.024612972662622495,0.023188312568004014,0.0234947070305317,0.015417242039728466,0.02367012873083491
FSAVDKDHPDSCTO,0.02522377597075047,0.024048706727056435,0.02513852631921074,0.022514218298318497,0.025218763865346112
FSVJFNAIGNNGKK,0.004267650329035333,0.004153945102322918,0.0022511945445551577,0.004089778404309568,0.004264035489606403
GBAWQJNHVWMTLU,0.08146721087567024,0.08130903527841098,0.0746950630126795,0.07959511073103324,0.08141810190296717
GDDNFNQRHNCJAZ,0.03257217379561889,0.010875575714531995,0.01056686193678863,0.03115546088262328,0.032460046954254064
GECHUMIMRBOMGK,0.008720512716811431,0.00448445807045625,0.007863152241495613,0.007602688676346824,0.008329004921299257
GEPDYQSQVLXLEU,0.14627804256642096,0.14577103018968987,0.14344604872586214,0.14568191534887528,0.14608729608931
GGRWZBVSUZZMKS,0.020669236982222765,0.013068791652126347,0.01886565040300785,0.01973644527310653,0.020336074916385064
GLTMLPGXPMAIOI,0.03750159040281175,0.03213052328140113,0.03054239389260643,0.036394270553136675,0.036613401956444094
GNTVZNNILZKEIB,0.0027086325439505707,0.0022445712836930438,0.00027894170988544296,0.0013736620440798343,0.0025917284409064413
GONRXGWUUBPRKF,0.01849702993726891,0.0019200806252224027,0.005763179606511534,0.012842496788337977,0.018394230493203583
GPMHHSJZGVOEFS,0.0155883177050045,0.005349419763116942,0.0004706602899118492,0.005990619744436744,0.015461151892939113
GSLOLTKGVZFNKZ,0.005103334245766653,0.004647887454490847,0.0033079004700871367,0.00459376922959768,0.004947401548961849
GTKRZJVAXAQBMB,0.007374194302227762,0.0062439787781615255,0.006026258652086398,0.007343022688020209,0.007364370451584255
GTZCKTIZOGTWQO,0.010897835326569754,0.006490889187952918,0.0028163916937090326,0.008336480082107118,0.010773335944562984
GVGYEFKIHJTNQZ,0.004890472214292466,0.004777226750004903,0.0021522969380305054,0.004509531020457166,0.004878839442956892
GYSCAQFHASJXRS,0.04970119176246857,0.03514936587752537,0.045439130797410354,0.0007904199192927883,0.049674777753032084
GYSSRZJIHXQEHQ,0.010361369118915656,0.0068830561528357825,1.67211504959585e-05,0.003482191540777983,0.009993385962705303
GZVHEAJQGPRDLQ,0.010681669489561004,0.005492986050854901,0.00013004065391023466,0.0014673051116097027,0.010440226073247558
HAORKNGNJCEJBX,0.025678635242037666,0.01169484381228154,0.007469290275057581,0.019193211856514684,0.025612362229090618
HBPDKDSFLXWOAE,0.0014808192741386584,0.00010707744000072912,0.0006621020631264988,7.313131377827652e-05,0.001337978066599816
HDDSHPAODJUKPD,0.003023348353821916,0.0010458950340073107,1.9657774380628813e-05,0.0005724410862628531,0.002547140058709727
HDHLIWCXDDZUFH,0.015995685787761255,0.001590403228686449,0.01476736706958542,0.01122979640704902,0.01574983803307897
HDOVUKNUBWVHOX,0.02289444557232037,0.022521131140412813,0.019777398098446915,0.022402748966213346,0.022848110586385886
HDVAWXXJVMJBAR,0.016013172903830017,0.009068738475006726,0.00527953060368005,0.011196725643147963,0.01594966591780412
HEZNVIYQEUHLNI,0.08069611528167478,0.08050474669245106,0.07720219795866734,0.07993683548012444,0.0806696123728951
HJJPJSXJAXAIPN,0.01773086296238418,0.0035581059846556944,0.0051094838801398305,0.01763428033173522,0.017730856299601295
HLFSDGLLUJUHTE,0.0045348066753220905,0.002440757881830474,5.120558819001787e-05,0.00035184692019135655,0.004528423705552343
