spectrum_id,compound_name,adduct,adduct_csv,precursor_mz,source_file,well,scan,task,create_time,smiles,recorded_inchikey_csv,ppm_csv,classyfire_superclass,key,scaffold_group,mono_parent,formula_parent,elements,charged_raw,n_components_raw,charged_parent,any_formal_charge_parent,theoretical_mz,precursor_err_da,recorded_block1,scan_i,coinjected_ion_within_0p7_lower_bound,coinjected_isomer_lower_bound,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_simchallenge_all,in_msg15_recorded_train,in_msg15_recorded_val,in_msg15_recorded_test,in_muru_registry_all,in_muru_registry_direct_reason,in_muru_exposed_union,in_pr7_study2_population,in_comparator_common_population,in_msnlib_9lib,in_msnlib_v1_0_4lib,in_multims2_reserved_validation_secondary,in_muru_exposed_populations_union,in_muru_dev_compounds_csv_keys,in_pop_ENTACT-MIX-LISTS-499-503-505,in_pop_LCSB-ALL-MASSBANK-V1-EXPOSURE-SET,in_pop_LCSB-CONFIRMATION,in_pop_LCSB-DEV,in_pop_LCSB-NEG,in_pop_LCSB-POS-V2-SPECTRA,in_pop_LCSB-RAW-MIX-REPLICATE-SET-92,in_pop_LCSB-RAW-MIXES-499-503-505,in_pop_MultiMS2-ANCHOR,in_pop_V2-DEVELOPMENT-POPULATION,in_pop_WUR-DEV-ANALYSIS,in_pop_WUR-DEV-HOLD,in_pop_WUR-NEG-D6-EXCLUDED,in_pop_WUR-NEG-DEV,in_pop_WUR-POS-IDENTITY,in_pop_WUR-SEALED,sg_in_msg15_scaffold_groups,sg_in_muru_registry_scaffold_groups,sg_in_muru_dev_scaffold_groups,sg_in_pr7_scaffold_groups,sg_in_comparator_scaffold_groups,in_msg15_any_route,formula_in_msg,formula_and_scaffold_in_msg,excluded_key_level_conservative,excluded_scaffold_level_muru_pr7_comparator
CCMSLIB00016147137,CHEMBL168972,[M+H]+,[M+H]1+,325.202,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1007,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,RUTYAHFAKWVMNH-UHFFFAOYSA-N,0.8862868141696133,,RUTYAHFAKWVMNH,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,324.195011388,C19H24N4O,C;H;N;O,False,1,False,False,325.202287388,-0.0002873880000038298,RUTYAHFAKWVMNH,1007,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147138,82239-77-8,[M+H]+,[M+H]1+,391.165,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,2093,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(=O)Nc1ccc(OC(=O)Cc2ccc(C(=O)c3ccc(C)cc3)n2C)cc1,FILYHFFLMZBUSY-UHFFFAOYSA-N,0.6011738234710566,,FILYHFFLMZBUSY,O=C(Cc1ccc(C(=O)c2ccccc2)[nH]1)Oc1ccccc1,390.157957184,C23H22N2O4,C;H;N;O,False,1,False,False,391.165233184,-0.00023318399996696826,FILYHFFLMZBUSY,2093,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147139,TDP-4815 free base,[M+H]+,[M+H]1+,484.121,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1563,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1cc(OCC2(CON=C(N)N)CC2)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,FXPLUZROHGTSCH-UHFFFAOYSA-N,0.6790505331273153,,FXPLUZROHGTSCH,O=S(=O)(Oc1cccc(OCC2CC2)c1)c1ccccc1,483.11339214,C20H25N3O7S2,C;H;N;O;S,False,1,False,False,484.12066813999996,0.00033186000001705906,FXPLUZROHGTSCH,1563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147140,TDP-4815 free base,[M+Na]+,[M+Na]1+,506.102,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1564,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1cc(OCC2(CON=C(N)N)CC2)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,FXPLUZROHGTSCH-UHFFFAOYSA-N,1.2161673961680224,,FXPLUZROHGTSCH,O=S(=O)(Oc1cccc(OCC2CC2)c1)c1ccccc1,483.11339214,C20H25N3O7S2,C;H;N;O;S,False,1,False,False,506.10261013999997,-0.0006101399999920432,FXPLUZROHGTSCH,1564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147141,HDS 029,[M+H]+,[M+H]1+,356.071,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1908,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC#CC(=O)Nc1ncc2ncnc(Nc3cc(Cl)c(F)cc3)c2c1,DLPSDPPZXRJQOY-UHFFFAOYSA-N,0.309016555787025,,DLPSDPPZXRJQOY,c1ccc(Nc2ncnc3cnccc23)cc1,355.063615872,C17H11ClFN5O,C;Cl;F;H;N;O,False,1,False,False,356.070891872,0.00010812800002213407,DLPSDPPZXRJQOY,1908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CCMSLIB00016147142,Temafloxacin,[M+H]+,[M+H]1+,418.137,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1246,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4c(F)cc(F)cc4)c3c2)CCN1,QKDHBVNJCZBTMR-UHFFFAOYSA-N,0.7258833341518611,Organoheterocyclic compounds,QKDHBVNJCZBTMR,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,417.13002609600005,C21H18F3N3O3,C;F;H;N;O,False,1,False,False,418.13730209600004,-0.00030209600004127424,QKDHBVNJCZBTMR,1246,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016147143,fluvastatin,[M+H]+,[M+H]1+,412.192,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,2067,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,FJLGEFLZQAZZCD-UHFFFAOYSA-N,0.3288524389618059,Organoheterocyclic compounds,FJLGEFLZQAZZCD,c1ccc(-c2c[nH]c3ccccc23)cc1,411.18458653199997,C24H26FNO4,C;F;H;N;O,False,1,False,False,412.19186253199996,0.0001374680000481021,FJLGEFLZQAZZCD,2067,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016147144,1227163-84-9,[M+H]+,[M+H]1+,432.143,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1251,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,NC1=NC(c2cccc(-c3cncnc3)c2)(c2cc(C(F)F)ncc2)c2c1c(F)ccc2,MRXBCEQZNKUUIP-UHFFFAOYSA-N,0.1306389150218368,Organoheterocyclic compounds,MRXBCEQZNKUUIP,C1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,431.135780172,C24H16F3N5,C;F;H;N,False,1,False,False,432.143056172,-5.617200002916434e-05,MRXBCEQZNKUUIP,1251,True,False,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016147145,CHEMBL1178415,[M+H]+,[M]1+,395.16,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,1117,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1c2cc[n+](C3OCC(O)C(O)C3O)cc2c(C)c2c1[nH]c1c2cc(O)cc1,BPVBTSVRULALAY-UHFFFAOYSA-O,0.379993529094844,,BPVBTSVRULALAY,c1ccc2c(c1)[nH]c1cc3cc[n+](C4CCCCO4)cc3cc12,395.16014825609005,C22H23N2O5+,C;H;N;O,True,1,True,True,396.16742425609004,-1.0074242560900188,BPVBTSVRULALAY,1117,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147146,ALS-8112,[M+H]+,[M+H]1+,294.065,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,546,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Nc1nc(=O)n(C2OC(CO)(CCl)C(O)C2F)cc1,AWSRKKBIPSQHOJ-UHFFFAOYSA-N,0.4659933557164812,,AWSRKKBIPSQHOJ,O=c1ncccn1C1CCCO1,293.057861796,C10H13ClFN3O4,C;Cl;F;H;N;O,False,1,False,False,294.065137796,-0.00013779599998997583,AWSRKKBIPSQHOJ,546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016147147,ALS-8112,[M+Na]+,[M+Na]1+,316.047,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,553,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Nc1nc(=O)n(C2OC(CO)(CCl)C(O)C2F)cc1,AWSRKKBIPSQHOJ-UHFFFAOYSA-N,0.2571778220761093,,AWSRKKBIPSQHOJ,O=c1ncccn1C1CCCO1,293.057861796,C10H13ClFN3O4,C;Cl;F;H;N;O,False,1,False,False,316.047079796,-7.979599996588149e-05,AWSRKKBIPSQHOJ,553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016147148,Fenofibric acid,[M+H]+,[M+H]1+,319.073,reframe_drugs_pos_P2_F5_id.mzML,P2_F5,2121,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK-UHFFFAOYSA-N,0.507512443456941,Benzenoids,MQOBSOSZFYZQOK,O=C(c1ccccc1)c1ccccc1,318.06588664,C17H15ClO4,C;Cl;H;O,False,1,False,False,319.07316263999996,-0.00016263999998500367,MQOBSOSZFYZQOK,2121,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016147149,PD163208,[M+H]+,[M+H]1+,410.208,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1301,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CN(C)CCCN1C(=O)C2C3CC(OC(=O)c4c[nH]c5ccccc45)C(C3)C2C1=O,FVCYVXRZZYQLSU-UHFFFAOYSA-N,1.3790125498978214,,DERUTCGXSAXUIT,O=C(OC1CC2CC1C1C(=O)NC(=O)C21)c1c[nH]c2ccccc12,409.200156344,C23H27N3O4,C;H;N;O,False,1,False,False,410.207432344,0.0005676560000438258,FVCYVXRZZYQLSU,1301,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147150,Barucainide,[M+H]+,[M+H]1+,355.238,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1066,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1c(OCCCCNC(C)C)c2c(COC2)c(Cc2ccccc2)n1,KXSKBNFNSAMNEZ-UHFFFAOYSA-N,0.015243582838988,,KXSKBNFNSAMNEZ,c1ccc(Cc2nccc3c2COC3)cc1,354.23072820000004,C22H30N2O2,C;H;N;O,False,1,False,False,355.23800420000003,-4.2000000348707545e-06,KXSKBNFNSAMNEZ,1066,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147151,LMP744,[M+H]+,[M+H]1+,453.166,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1476,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(OC)cc2c(=O)n(CCCNCCO)c3c(C(=O)c4cc5c(cc4-3)OCO5)c2c1,QCSDJDQOJBQTDV-UHFFFAOYSA-N,0.815987522743558,,QCSDJDQOJBQTDV,O=C1c2cc3c(cc2-c2[nH]c(=O)c4ccccc4c21)OCO3,452.1583511079999,C24H24N2O7,C;H;N;O,False,1,False,False,453.1656271079999,0.00037289200008672196,QCSDJDQOJBQTDV,1476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147152,Sumanirole,[M+H]+,[M+H]1+,204.113,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,434,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CNC1Cc2c3c(ccc2)[nH]c(=O)n3C1,RKZSNTNMEFVBDT-UHFFFAOYSA-N,0.6803550264288761,Organoheterocyclic compounds,RKZSNTNMEFVBDT,O=c1[nH]c2cccc3c2n1CCC3,203.105862036,C11H13N3O,C;H;N;O,False,1,False,False,204.11313803599998,-0.0001380359999814118,RKZSNTNMEFVBDT,434,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016147153,PD160760,[M+H]+,[M+H]1+,424.165,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1174,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,NC(N)=NCCCC(NC(=O)CNC(=O)CCSC(=O)c1ccccc1)C(=O)O,BHTKHJZCTLBYFW-UHFFFAOYSA-N,0.1927172579260549,,BHTKHJZCTLBYFW,c1ccccc1,423.15763989999994,C18H25N5O5S,C;H;N;O;S,False,1,False,False,424.1649158999999,8.410000009462237e-05,BHTKHJZCTLBYFW,1174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True
CCMSLIB00016147154,Adenosine antagonist-1,[M+H]+,[M+H]1+,360.103,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1266,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1nccn1-c1c(-c2cccc(C#N)c2)nc(Nc2nccnc2)s1,YNGFNKUXMJZNCR-UHFFFAOYSA-N,1.1361459493770243,,YNGFNKUXMJZNCR,c1ccc(-c2nc(Nc3cnccn3)sc2-n2ccnc2)cc1,359.09531441600006,C18H13N7S,C;H;N;S,False,1,False,False,360.10259041600006,0.00040958399995361106,YNGFNKUXMJZNCR,1266,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147155,Bretazenil,[M+H]+,[M+H]1+,418.076,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1844,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)(C)OC(=O)c1c2C3CCCN3C(=O)c3c(cccc3Br)-n2cn1,LWUDDYHYYNNIQI-UHFFFAOYSA-N,0.2011454449907986,,LWUDDYHYYNNIQI,O=C1c2ccccc2-n2cncc2C2CCCN12,417.0688036,C19H20BrN3O3,Br;C;H;N;O,False,1,False,False,418.0760796,-7.959999999229694e-05,LWUDDYHYYNNIQI,1844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016147156,Bretazenil,[M+Na]+,[M+Na]1+,440.058,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1845,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)(C)OC(=O)c1c2C3CCCN3C(=O)c3c(cccc3Br)-n2cn1,LWUDDYHYYNNIQI-UHFFFAOYSA-N,0.0644051425921466,,LWUDDYHYYNNIQI,O=C1c2ccccc2-n2cncc2C2CCCN12,417.0688036,C19H20BrN3O3,Br;C;H;N;O,False,1,False,False,440.0580216,-2.160000002504603e-05,LWUDDYHYYNNIQI,1845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016147157,Aladapcin,[M+H]+,[M+H]1+,332.193,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,157,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(NC(=O)C(C)NC(=O)C(N)CCCC(N)C(N)=O)C(=O)O,JPUODCQOVNYKMH-UHFFFAOYSA-N,0.4598094185125146,,JPUODCQOVNYKMH,__ACYCLIC__JPUODCQOVNYKMH,331.18556889999996,C13H25N5O5,C;H;N;O,False,1,False,False,332.19284489999995,0.00015510000002905144,JPUODCQOVNYKMH,157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147158,"""(z)-2-methoxy-5-(3,4,5-trimethoxystyryl)aniline""",[M+H]+,[M+H]1+,316.155,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1720,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(N)cc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1,QSAMWSFELUCKOA-UHFFFAOYSA-N,2.0998408818284604,,QSAMWSFELUCKOA,C(=Cc1ccccc1)c1ccccc1,315.147058152,C18H21NO4,C;H;N;O,False,1,False,False,316.154334152,0.000665847999982816,QSAMWSFELUCKOA,1720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00016147159,CHEMBL4449096,[M+H]+,[M+H]1+,603.307,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,2198,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1cc(C(=O)C(=O)N2CCCCC2C(=O)OC(CCCc2ccccc2)CCCc2cnccc2)cc(OC)c1OC,FPYPCCMYCGEALM-UHFFFAOYSA-N,0.8605902911516561,,FPYPCCMYCGEALM,O=C(C(=O)N1CCCCC1C(=O)OC(CCCc1ccccc1)CCCc1cccnc1)c1ccccc1,602.2992016840001,C35H42N2O7,C;H;N;O,False,1,False,False,603.3064776840001,0.0005223159998877236,FPYPCCMYCGEALM,2198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147160,Revatropate,[M+H]+,[M+H]1+,366.173,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,928,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,C[S+]([O-])CCC(CO)(C(=O)OC1CN2CCC1CC2)c1ccccc1,VGXACJMXDYPFDB-UHFFFAOYSA-N,0.9758227705836116,,VGXACJMXDYPFDB,O=C(Cc1ccccc1)OC1CN2CCC1CC2,365.166079344,C19H27NO4S,C;H;N;O;S,True,1,False,True,366.173355344,-0.00035534400001324684,VGXACJMXDYPFDB,928,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147161,Revatropate,[M+Na]+,[M+Na]1+,388.155,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,959,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,C[S+]([O-])CCC(CO)(C(=O)OC1CN2CCC1CC2)c1ccccc1,VGXACJMXDYPFDB-UHFFFAOYSA-N,0.7769266550477226,,VGXACJMXDYPFDB,O=C(Cc1ccccc1)OC1CN2CCC1CC2,365.166079344,C19H27NO4S,C;H;N;O;S,True,1,False,True,388.155297344,-0.0002973440000459959,VGXACJMXDYPFDB,959,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016147162,gabexate,[M+H]+,[M+H]1+,322.176,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1514,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,YKGYIDJEEQRWQH-UHFFFAOYSA-N,0.4165125402107361,Benzenoids,YKGYIDJEEQRWQH,c1ccccc1,321.16885621600005,C16H23N3O4,C;H;N;O,False,1,False,False,322.17613221600004,-0.00013221600005408618,YKGYIDJEEQRWQH,1514,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016147163,nocodazole,[M+H]+,[M+H]1+,302.059,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1440,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COC(=O)Nc1nc2c(cc(C(=O)c3cccs3)cc2)[nH]1,KYRVNWMVYQXFEU-UHFFFAOYSA-N,1.290496879458905,Organoheterocyclic compounds,KYRVNWMVYQXFEU,O=C(c1ccc2nc[nH]c2c1)c1cccs1,301.05211221200005,C14H11N3O3S,C;H;N;O;S,False,1,False,False,302.05938821200004,-0.0003882120000184841,KYRVNWMVYQXFEU,1440,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016147164,929916-05-2,[M+H]+,[M+H]1+,390.147,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1707,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,O=C(O)CCCN1CCCC1COc1ccc(Oc2ccc(Cl)cc2)cc1,PVCTYSQBVIGZRU-UHFFFAOYSA-N,0.8683337155848615,,PVCTYSQBVIGZRU,c1ccc(Oc2ccc(OCC3CCCN3)cc2)cc1,389.13938592799997,C21H24ClNO4,C;Cl;H;N;O,False,1,False,False,390.14666192799996,0.00033807200003366233,PVCTYSQBVIGZRU,1707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016147165,alpha-Mangostin,[M+H]+,[M+H]1+,411.181,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,2752,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(CC=C(C)C)c2c(cc1O)oc1c(c(O)c(CC=C(C)C)c(O)c1)c2=O,ROFXXLPYCGUFJL-UHFFFAOYSA-N,1.9035772321585105,Organoheterocyclic compounds,GNRIZKKCNOBBMO,O=c1c2ccccc2oc2ccccc12,410.17293855199995,C24H26O6,C;H;O,False,1,False,False,411.18021455199994,0.0007854480000446529,ROFXXLPYCGUFJL,2752,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016147166,BAY 60-7550,[M+H]+,[M+H]1+,477.25,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1750,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(OC)cc(Cc2nn3c(C(CCCc4ccccc4)C(C)O)nc(C)c3c(=O)[nH]2)cc1,MYTWFJKBZGMYCS-UHFFFAOYSA-N,0.7679852937714072,Benzenoids,MYTWFJKBZGMYCS,O=c1[nH]c(Cc2ccccc2)nn2c(CCCCc3ccccc3)ncc12,476.242355504,C27H32N4O4,C;H;N;O,False,1,False,False,477.249631504,0.00036849600002142324,MYTWFJKBZGMYCS,1750,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00016147167,BAY 60-7550,[M+Na]+,[M+Na]1+,499.232,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,1745,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(OC)cc(Cc2nn3c(C(CCCc4ccccc4)C(C)O)nc(C)c3c(=O)[nH]2)cc1,MYTWFJKBZGMYCS-UHFFFAOYSA-N,0.8458455330829715,Benzenoids,MYTWFJKBZGMYCS,O=c1[nH]c(Cc2ccccc2)nn2c(CCCCc3ccccc3)ncc12,476.242355504,C27H32N4O4,C;H;N;O,False,1,False,False,499.231573504,0.0004264960000455176,MYTWFJKBZGMYCS,1745,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00016147168,CL-329167,[M+H]+,[M+H]1+,509.266,reframe_drugs_pos_P1_B4_id.mzML,P1_B4,2317,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCCCc1nc2c(cc(C(C)(C)OC)cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2n[nH]nn2)cc1,XZCUIMYYMKTCBA-UHFFFAOYSA-N,0.09527575894847,,XZCUIMYYMKTCBA,O=c1c2ccccc2ncn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,508.2586742640001,C30H32N6O2,C;H;N;O,False,1,False,False,509.2659502640001,4.9735999937183806e-05,XZCUIMYYMKTCBA,2317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
