s4_row,cyanometdb_id,name,formula,smiles,inchikey_s4,unit_id,unit_is_group,level,purity,source,hash_prev_massbank,muru_key,scaffold_group,ik_s4_valid_format,ik14_s4,mh_theor,formula_rdkit,inchikey_rdkit_raw,heavy_atoms,formula_match,ik14_rdkit_eq_s4,inchikeys_in_records,record_ik14_contains_s4_ik14,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_populations,muru_population_hits,in_study2,in_comparator,in_msnlib_9lib,msg15_same_formula_keys,n_msg15_same_formula_other_key,scaf_in_muru_registry,scaf_in_study2,scaf_in_comparator,scaf_in_msg15,n_mh_records,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,n_mh_distinct_nce_muru_window_ok,has_nce20_and_nce60,has_nce20_and_nce60_muru_window_ok,has_nce20_and_nce60_first_mass_40,n_mh_records_with_scan_range,mh_precursor_mz_median,mh_instruments,mh_series,mh_fragmentation,has_mh,mh_record_vs_theor_da,msg15_nn_tanimoto
44,2344,Insulapeptolide H,C51H72N8O13,CCCC(N1[C@H](C(N[C@H](C(N[C@@H]([C@H](OC([C@H]([C@H](C)CC)N2)=O)C)C(N[C@@H](CCC3=CC=CC=C3)C(N[C@@H]4C([N@@]([C@H](C(N(C)[C@H](C2=O)CC5=CC=CC=C5)=O)[C@@H](C)O)[C@H](O)CC4)=O)=O)=O)=O)CO)=O)CCC1)=O,KADJXRUDRPKAEU-NBHXZYMHSA-N,CMDB2344,False,1,reference material,Nostoc insulare,False,KADJXRUDRPKAEU,O=C1CN2CCCC(NC(=O)C(CCc3ccccc3)NC(=O)C(NC(=O)CNC(=O)C3CCCN3)COC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,True,KADJXRUDRPKAEU,1005.5291608310004,C51H72N8O13,KADJXRUDRPKAEU-NBHXZYMHSA-N,72.0,True,True,KADJXRUDRPKAEU-NBHXZYMHSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,1005.5292,QExactive Plus,MSBNK-MLU-ED,HCD,True,3.9168999592220644e-05,0.5895522388059702
45,2364,Cylindrocyclophane B,C38H58O7,CCCC[C@H]1CCCC[C@@H]([C@H](C2=CC(=C([C@H](CCCC[C@@H]([C@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)OC(=O)C)C,NUTUTERKXLKYNP-KZSBEIIZSA-N,CMDB2364,False,1,Bioreagent,Cylindrospermum stagnale,False,NUTUTERKXLKYNP,c1cc2ccc1CCCCCCCc1ccc(cc1)CCCCCCC2,True,NUTUTERKXLKYNP,627.4255306629999,C38H58O7,NUTUTERKXLKYNP-KZSBEIIZSA-N,45.0,True,True,NUTUTERKXLKYNP-KZSBEIIZSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,,,,,,,,,,,,,,False,,0.5471698113207547
46,2365,Cylindrocyclophane D,C40H60O8,CCCC[C@H]1CCCC[C@@H]([C@H](C2=CC(=C([C@H](CCCC[C@@H]([C@H](C3=CC(=C1C(=C3)O)O)OC(=O)C)C)CCCC)C(=C2)O)O)OC(=O)C)C,ISFVAVZOVOHZSB-IUWWWGALSA-N,CMDB2365,False,1,Bioreagent,Cylindrospermum stagnale,False,ISFVAVZOVOHZSB,c1cc2ccc1CCCCCCCc1ccc(cc1)CCCCCCC2,True,ISFVAVZOVOHZSB,669.436095347,C40H60O8,ISFVAVZOVOHZSB-IUWWWGALSA-N,48.0,True,True,ISFVAVZOVOHZSB-IUWWWGALSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,,,,,,,,,,,,,,False,,0.6041666666666666
47,2367,Nostolactone 4,C25H20O6,C1=CC(=CC=C1CC2=C(C(=O)OC(=C2)C3=CC=C(C=C3)O)CC4=C(C=C(C=C4)O)O)O,ALOKGBOHBCZWBY-UHFFFAOYSA-N,CMDB2367,False,1,crude extract,Nostoc sp.,False,ALOKGBOHBCZWBY,O=c1oc(-c2ccccc2)cc(Cc2ccccc2)c1Cc1ccccc1,True,ALOKGBOHBCZWBY,417.1332648269999,C25H20O6,ALOKGBOHBCZWBY-UHFFFAOYSA-N,31.0,True,True,ALOKGBOHBCZWBY-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,417.1333,QExactive Plus,MSBNK-MLU-ED,,True,3.517300012845226e-05,0.4
48,2520,Anhydrocyanobacterin,C23H21ClO5,CC(C)C1=C(C(=O)OC1=CC2=CC=C(C=C2)OC)CC3=CC4=C(C(=C3)Cl)OCO4,GNRHIDBFAWGJDI-UHFFFAOYSA-N,CMDB2520,False,1,reference material,Tolypothrix sp. PCC9009,False,GNRHIDBFAWGJDI,O=C1OC(=Cc2ccccc2)C=C1Cc1ccc2c(c1)OCO2,True,GNRHIDBFAWGJDI,413.11502791899994,C23H21ClO5,GNRHIDBFAWGJDI-UHFFFAOYSA-N,29.0,True,True,GNRHIDBFAWGJDI-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,413.115,QExactive Plus,MSBNK-MLU-ED,,True,2.7918999933262967e-05,0.3472222222222222
49,15,Nocuolin A,C16H30N2O3,CCCCCC1CC(CCCCC)=NN(C(CCO)=O)O1,MPGIDXBHXRMMSY-UHFFFAOYSA-N,CMDB15,False,2a,reference material,Nodularia sp. LEGE 06071,False,MPGIDXBHXRMMSY,C1=NNOCC1,True,MPGIDXBHXRMMSY,299.23291928699996,C16H30N2O3,MPGIDXBHXRMMSY-UHFFFAOYSA-N,21.0,True,True,MPGIDXBHXRMMSY-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,ZEZKSHMMINHJOV,1,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,18.0,299.2329,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,1.928699998643424e-05,0.3269230769230769
50,41,Portoamide A,C74H109N13O22,O=C(NCC(N1[C@H](C(N2[C@H](C(N[C@@H](C(N[C@H](C(N/C(C(N[C@H](C(N[C@@H](C(N3[C@H](C(NC(C4O)CC(CC(C(CC(C)C)O)O)OC([C@@H](N(C(C)=O)C)CC5=CC=C(C=C5)O)=O)=O)CCC3)=O)CCC6=CC=C(OC)C=C6)=O)[C@H](O)C)=O)=C/C)=O)CO)=O)[C@H](CC)C)=O)CCC2)=O)CCC1)=O)[C@H](NC4=O)CCC(N)=O,IURIYLBJXOYFRR-CFLUNQOMSA-N,CMDB41,False,2a,crude extract,Phormidium sp. LEGE 05292,False,IURIYLBJXOYFRR,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CC(CCOC(=O)CCc2ccccc2)NC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,IURIYLBJXOYFRR,1532.7882885949998,C74H109N13O22,IURIYLBJXOYFRR-CFLUNQOMSA-N,109.0,True,True,IURIYLBJXOYFRR-CFLUNQOMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,18.0,1532.7883,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,1.1405000122977071e-05,0.36
51,42,Portoamide B,C73H107N13O21,O=C(NCC(N1[C@H](C(N2[C@H](C(N[C@@H](C(N[C@H](C(N/C(C(N[C@H](C(N[C@@H](C(N3[C@H](C(NC(C4O)CC(CC(C(CC(C)C)O)O)OC([C@@H](N(C(C)=O)C)CC5=CC=C(C=C5)O)=O)=O)CCC3)=O)CCC6=CC=CC=C6)=O)[C@H](O)C)=O)=C/C)=O)CO)=O)[C@H](CC)C)=O)CCC2)=O)CCC1)=O)[C@H](NC4=O)CCC(N)=O,XCGGFKXEWPNQFS-ABXPXLQLSA-N,CMDB42,False,2a,crude extract,Phormidium sp. LEGE 05292,False,XCGGFKXEWPNQFS,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CC(CCOC(=O)CCc2ccccc2)NC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,XCGGFKXEWPNQFS,1502.7777239109998,C73H107N13O21,XCGGFKXEWPNQFS-ABXPXLQLSA-N,107.0,True,True,XCGGFKXEWPNQFS-ABXPXLQLSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,18.0,1502.7777,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.3910999743748107e-05,0.3835616438356164
52,140,Pseudospumigin A,C31H44N6O7,O=C(N[C@@H](C(N[C@H](C(NC(CCCNC(N)=N)C=O)=O)[C@@H](C)CC)=O)CCC1=CC=C(C=C1)O)C(CC2=CC=C(C=C2)O)O,QACTZPSCGSGUNG-GYWLOTNVSA-N,CMDB140,False,2a,crude extract,"Alliinostoc sp., strain CENA543",False,QACTZPSCGSGUNG,O=C(CCc1ccccc1)NCCCc1ccccc1,True,QACTZPSCGSGUNG,613.3344242149999,C31H44N6O7,QACTZPSCGSGUNG-GYWLOTNVSA-N,44.0,True,True,QACTZPSCGSGUNG-GYWLOTNVSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,613.3344,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.4214999939431436e-05,0.4567901234567901
53,149,Sphaerocyclamide,C46H63N9O11,C[C@@H](C(N[C@@H](CCC(N)=O)C(NCC(N[C@@H](C(C)C)C(N[C@@H](CO)C(N[C@@H](CC(C=C1)=CC=C1OC/C=C(C)/C)C(N[C@H](C(N2CCC[C@H]2C3=O)=O)CC4=CC=CC=C4)=O)=O)=O)=O)=O)=O)N3[H],JKBXTXMXBDJJQA-SJHSMXDOSA-N,CMDB149,False,2a,crude extract,Sphaerospermopsis sp. LEGE 00249,False,JKBXTXMXBDJJQA,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,True,JKBXTXMXBDJJQA,918.4719803030001,C46H63N9O11,JKBXTXMXBDJJQA-SJHSMXDOSA-N,66.0,True,True,JKBXTXMXBDJJQA-SJHSMXDOSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,918.472,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,1.9696999856932962e-05,0.5670103092783505
54,173,Portoamide C,C62H96N12O19,O=C([C@@H](CCC(N)=O)NC1=O)NCC(N2[C@@H](CCC2)C(N3[C@@H](CCC3)C(N[C@H]([C@@H](C)CC)C(N[C@@H](CO)C(N/C(C(N[C@@H]([C@@H](C)O)C(N[C@H](CCC4=CC=C(OC)C=C4)C(N5[C@@H](CCC5)C(NC(CC(O)CC(O)C(O)CC(C)C)C1O)=O)=O)=O)=O)=C/C)=O)=O)=O)=O)=O,ACFCYNJDAMJVRV-SFBMPHMPSA-N,CMDB173,False,2a,crude extract,Phormidium sp. LEGE 05292,False,ACFCYNJDAMJVRV,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,ACFCYNJDAMJVRV,1313.6987453189993,C62H96N12O19,ACFCYNJDAMJVRV-SFBMPHMPSA-N,93.0,True,True,ACFCYNJDAMJVRV-SFBMPHMPSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,17.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,1313.6987,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.531899935500405e-05,0.392
55,174,Portoamide D,C61H94N12O18,O=C([C@@H](CCC(N)=O)NC1=O)NCC(N2[C@@H](CCC2)C(N3[C@@H](CCC3)C(N[C@H]([C@@H](C)CC)C(N[C@@H](CO)C(N/C(C(N[C@@H]([C@@H](C)O)C(N[C@H](CCC4=CC=CC=C4)C(N5[C@@H](CCC5)C(NC(CC(O)CC(O)C(O)CC(C)C)C1O)=O)=O)=O)=O)=C/C)=O)=O)=O)=O)=O,OCPKVHKLLYWOOG-FIAGRJNLSA-N,CMDB174,False,2a,crude extract,Phormidium sp. LEGE 05292,False,OCPKVHKLLYWOOG,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,OCPKVHKLLYWOOG,1283.6881806349995,C61H94N12O18,OCPKVHKLLYWOOG-FIAGRJNLSA-N,91.0,True,True,OCPKVHKLLYWOOG-FIAGRJNLSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,17.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,1283.6882,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,1.936500052579504e-05,0.452991452991453
56,190,Scytocyclamide B,C63H110N14O19,O=C(N[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@H](C(N([C@@H](C(N[C@@H](C(N[C@H](C(N1CCC[C@H]1C(N[C@@H]2CC(C)C)=O)=O)[C@@H](O)C)=O)C(C(N)=O)O)=O)[C@@H](CC)C)C)=O)CCC(N)=O)=O)C(C(C)C)O)=O)C)=O)C(C(C)C)O)=O)C(C)C)CC(CCCCC)NC([C@@H](NC2=O)[C@H](O)C)=O,OIXICRGCRLGQCN-OBKLPJIUSA-N,CMDB190,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,OIXICRGCRLGQCN,O=C1CCNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,True,OIXICRGCRLGQCN,1367.814443767,C63H110N14O19,OIXICRGCRLGQCN-OBKLPJIUSA-N,96.0,True,True,OIXICRGCRLGQCN-OBKLPJIUSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1367.8144,QExactive Plus,MSBNK-MLU-ED,,True,4.376700007924228e-05,0.43859649122807015
57,191,Scytocyclamide C,C63H110N14O18,O=C(N[C@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@H](C(N([C@@H](C(N[C@@H](C(N[C@H](C(N1CCC[C@H]1C(N[C@@H]2CC(C)C)=O)=O)[C@@H](O)C)=O)C(C(N)=O)O)=O)[C@@H](CC)C)C)=O)CCC(N)=O)=O)CC(C)C)=O)C)=O)C(C(C)C)O)=O)C(C)C)CC(CCCCC)NC([C@@H](NC2=O)[C@H](O)C)=O,MXJFACMBSIQIJG-RAVCUMSJSA-N,CMDB191,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,MXJFACMBSIQIJG,O=C1CCNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,True,MXJFACMBSIQIJG,1351.8195291470001,C63H110N14O18,MXJFACMBSIQIJG-RAVCUMSJSA-N,95.0,True,True,MXJFACMBSIQIJG-RAVCUMSJSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1351.8195,QExactive Plus,MSBNK-MLU-ED,,True,2.9147000077500707e-05,0.43859649122807015
58,248,Tjipanazol D,C18H10Cl2N2,ClC1=CC2=C(C=C1)NC3=C2C=CC4=C3NC5=C4C=C(Cl)C=C5,NNZIVRYPHRMPQM-UHFFFAOYSA-N,CMDB248,False,2a,crude extract,Fischerella ambigua,False,NNZIVRYPHRMPQM,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,True,NNZIVRYPHRMPQM,325.029380147,C18H10Cl2N2,NNZIVRYPHRMPQM-UHFFFAOYSA-N,22.0,True,True,NNZIVRYPHRMPQM-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,,,,,,,,,,,,,,False,,0.45
59,255,Tjipanazol I,C18H11ClN2,ClC(C=C1)=CC2=C1NC3=C2C=CC4=C3NC5=C4C=CC=C5,FTMOEUBKRZXYEX-UHFFFAOYSA-N,CMDB255,False,2a,crude extract,Fischerella ambigua,False,FTMOEUBKRZXYEX,c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21,True,FTMOEUBKRZXYEX,291.068352499,C18H11ClN2,FTMOEUBKRZXYEX-UHFFFAOYSA-N,21.0,True,True,FTMOEUBKRZXYEX-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,,,,,,,,,,,,,,False,,0.4318181818181818
60,326,Lyngbyazothrin D,C73H107N13O21,CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)NC(C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N1)CCC(=O)N)O)CC(CC(C(CC(C)C)O)O)OC(=O)C(CC5=CC=C(C=C5)O)N(C)C(=O)C)CCC6=CC=CC=C6)[C@@H](C)O)CO,XCGGFKXEWPNQFS-CRPGRYFWSA-N,CMDB326,False,2a,crude extract,Lyngbya sp.,False,XCGGFKXEWPNQFS,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CC(CCOC(=O)CCc2ccccc2)NC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,XCGGFKXEWPNQFS,1502.7777239109998,C73H107N13O21,XCGGFKXEWPNQFS-CRPGRYFWSA-N,107.0,True,True,XCGGFKXEWPNQFS-CRPGRYFWSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1502.7777,QExactive Plus,MSBNK-MLU-ED,,True,2.3910999743748107e-05,0.3835616438356164
61,352,Lyngbyazothrin A,C62H96N12O19,CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)NC(C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N1)CCC(=O)N)O)CC(CC(C(CC(C)C)O)O)O)CCC5=CC=C(C=C5)OC)[C@@H](C)O)CO,ACFCYNJDAMJVRV-NPTOQFMUSA-N,CMDB352,False,2a,crude extract,Lyngbya sp.,False,ACFCYNJDAMJVRV,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,ACFCYNJDAMJVRV,1313.698745319,C62H96N12O19,ACFCYNJDAMJVRV-NPTOQFMUSA-N,93.0,True,True,ACFCYNJDAMJVRV-NPTOQFMUSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1313.6987,QExactive Plus,MSBNK-MLU-ED,,True,4.531900003712508e-05,0.392
62,355,Lyngbyazothrin B,C61H94N12O18,[H]C1=CC=C(CCC2NC([C@@H](NC(/C(NC([C@@H](NC([C@H](NC([C@@H]3CCCN3C([C@H]4N(C(CNC([C@@H](NC(C(O)C(CC(O[H])CC(O)C(O)CC(C)C)NC([C@@H]5CCCN5C2=O)=O)=O)CCC(N)=O)=O)=O)CCC4)=O)=O)[C@@H](C)CC)=O)CO)=O)=C\C)=O)[C@@H](C)O)=O)C=C1,OCPKVHKLLYWOOG-AZFXQPBMSA-N,CMDB355,False,2a,crude extract,Lyngbya sp.,False,OCPKVHKLLYWOOG,C=C1NC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CCNC(=O)C2CCCN2C(=O)C(CCc2ccccc2)NC(=O)CNC1=O,True,OCPKVHKLLYWOOG,1283.688180635,C61H94N12O18,OCPKVHKLLYWOOG-AZFXQPBMSA-N,91.0,True,True,OCPKVHKLLYWOOG-AZFXQPBMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1283.6882,QExactive Plus,MSBNK-MLU-ED,,True,1.936500007104769e-05,0.452991452991453
63,464,Scyptolin B,C52H80ClN9O16,CCCC(N[C@@H](C(NC(C(N[C@@H]1[C@@H](C)OC([C@@H](C(C)C)NC([C@H](CC2=CC(Cl)=C(O)C=C2)N(C)C([C@H]([C@H](O)C)N3[C@@H](O)CC[C@H](NC([C@H](CC(C)C)NC1=O)=O)C3=O)=O)=O)=O)=O)C(OC([C@@H](NC(CCC)=O)C)=O)C)=O)C)=O,KEOLGCFLKHISHR-NFSIXUBXSA-N,CMDB464,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,KEOLGCFLKHISHR,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,KEOLGCFLKHISHR,1122.5484316270004,C52H80ClN9O16,KEOLGCFLKHISHR-NFSIXUBXSA-N,78.0,True,True,KEOLGCFLKHISHR-NFSIXUBXSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,7.0,"15,20,25,30,40,50,60",7.0,0.0,0.0,True,False,False,7.0,1122.5484,QExactive Plus,MSBNK-MLU-ED,HCD,True,3.162700045322708e-05,0.6859504132231405
64,684,Scyptolin A,C45H69ClN8O14,C[C@H]1OC([C@H](NC([C@@H](N(C([C@H](N2C([C@H](CC[C@@H]2O)NC([C@@H](NC([C@@H]1NC([C@H](NC([C@H](NC(CCC)=O)C)=O)[C@@H](C)O)=O)=O)CC(C)C)=O)=O)[C@@H](C)O)=O)C)CC(C=C3)=CC(Cl)=C3O)=O)C(C)C)=O,IZUSQHCHSMJXLV-DEGMBRQQSA-N,CMDB684,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,IZUSQHCHSMJXLV,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,IZUSQHCHSMJXLV,981.4694530350004,C45H69ClN8O14,IZUSQHCHSMJXLV-DEGMBRQQSA-N,68.0,True,True,IZUSQHCHSMJXLV-DEGMBRQQSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,981.4695,QExactive Plus,MSBNK-MLU-ED,,True,4.696499968304124e-05,0.7610619469026548
65,713,Oscillamide Y,C45H59N7O10,CC[C@@H](C)[C@@H]1NC(=O)[C@@H](CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCc3ccc(O)cc3)NC1=O)NC(=O)N[C@@H](Cc4ccc(O)cc4)C(O)=O,KCAKUFQSCADGHZ-JNFDXLRCSA-N,CMDB713,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",True,KCAKUFQSCADGHZ,O=C1CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)N1,True,KCAKUFQSCADGHZ,858.439617555,C45H59N7O10,KCAKUFQSCADGHZ-JNFDXLRCSA-N,62.0,True,True,KCAKUFQSCADGHZ-JNFDXLRCSA-N,True,True,True,False,False,,False,False,False,HRGWILAIPXJBIB|KCAKUFQSCADGHZ,1,False,False,False,True,5.0,"15,20,25,30,40",5.0,0.0,0.0,False,False,False,0.0,858.4396,QExactive Plus,MSBNK-MLU-ED,,True,1.7554999999447318e-05,1.0
66,760,Anabaenopeptin A,C44H57N7O10,C[C@H]1C(N[C@@H](CC2=CC=CC=C2)C(NCCCC[C@@H](NC(N[C@H](C(O)=O)CC3=CC=C(O)C=C3)=O)C(N[C@@H](C(C)C)C(N[C@@H](CCC4=CC=C(O)C=C4)C(N1C)=O)=O)=O)=O)=O,JWVKNHDSRADFFA-IFWSNWNESA-N,CMDB760,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",True,JWVKNHDSRADFFA,O=C1CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)N1,True,JWVKNHDSRADFFA,844.4239674910001,C44H57N7O10,JWVKNHDSRADFFA-IFWSNWNESA-N,61.0,True,True,JWVKNHDSRADFFA-IFWSNWNESA-N,True,True,True,False,False,,False,False,False,JWVKNHDSRADFFA,0,False,False,False,True,8.0,"15,20,25,30,40,50,60,70",8.0,0.0,0.0,True,False,False,0.0,844.424,QExactive Plus,MSBNK-MLU-ED,,True,3.25089998796102e-05,1.0
67,811,Schizopeptin 791,C42H61N7O8,C[C@H]([C@H]1C(N[C@@H](CCC2=CC=CC=C2)C(N(C)[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(NCCCC[C@@H](NC(N[C@H](C(O)=O)[C@H](CC)C)=O)C(N1)=O)=O)=O)=O)=O)CC,UHGIIADZWWCEKS-NDSQDYTJSA-N,CMDB811,False,2a,crude extract,"Alliinostoc sp., strain CENA543",False,UHGIIADZWWCEKS,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,True,UHGIIADZWWCEKS,792.4654383790003,C42H61N7O8,UHGIIADZWWCEKS-NDSQDYTJSA-N,57.0,True,True,UHGIIADZWWCEKS-NDSQDYTJSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,792.4654,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,3.8379000216082204e-05,0.7888888888888889
