s4_row,cyanometdb_id,name,formula,smiles,inchikey_s4,unit_id,unit_is_group,level,purity,source,hash_prev_massbank,muru_key,scaffold_group,ik_s4_valid_format,ik14_s4,mh_theor,formula_rdkit,inchikey_rdkit_raw,heavy_atoms,formula_match,ik14_rdkit_eq_s4,inchikeys_in_records,record_ik14_contains_s4_ik14,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_populations,muru_population_hits,in_study2,in_comparator,in_msnlib_9lib,msg15_same_formula_keys,n_msg15_same_formula_other_key,scaf_in_muru_registry,scaf_in_study2,scaf_in_comparator,scaf_in_msg15,n_mh_records,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,n_mh_distinct_nce_muru_window_ok,has_nce20_and_nce60,has_nce20_and_nce60_muru_window_ok,has_nce20_and_nce60_first_mass_40,n_mh_records_with_scan_range,mh_precursor_mz_median,mh_instruments,mh_series,mh_fragmentation,has_mh,mh_record_vs_theor_da,msg15_nn_tanimoto
96,613,Oscillapeptin J,C47H68N10O18S,CC[C@H]([C@H]1C(O[C@@H](C)[C@H](NC([C@@H](NC([C@H](O)COS(=O)(O)=O)=O)CC2=CC=C(O)C=C2)=O)C(N[C@@H](CCC/N=C(N)\N)C(N[C@H]3CC[C@@H](O)N(C([C@H](O)C)C(N(C)[C@@H](CC4=CC=C(O)C=C4)C(N1)=O)=O)C3=O)=O)=O)=O)C,TYSLVBJOPFOBFU-WRXHAISRSA-N,CMDB613,False,2b,crude extract,Planktothrix rubescens K-0576,False,TYSLVBJOPFOBFU,O=C(CCc1ccccc1)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CNC1=O)C2=O,True,TYSLVBJOPFOBFU,1093.4506528030001,C47H68N10O18S,TYSLVBJOPFOBFU-WRXHAISRSA-N,76.0,True,True,TYSLVBJOPFOBFU-WRXHAISRSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,1093.4507,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.719699995803239e-05,0.5661764705882353
97,638,Cyanopeptolin 972,C46H72N10O13,O=C(NC(CCCNC(N)=N)C(NC1C(N(C(C(N(C(C(NC2C(C)C)=O)CC3=CC=C(O)C=C3)C)=O)CC(C)C)C(O)CC1)=O)=O)C(C(OC2=O)C)NC(C(CCC(O)=O)NC(CCCC)=O)=O,OHHAWMYRUPJTKQ-UHFFFAOYSA-N,CMDB638,False,2b,crude extract,"Microcystis panniformis, strain MIRS-04",False,OHHAWMYRUPJTKQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,OHHAWMYRUPJTKQ,973.5353088310001,C46H72N10O13,OHHAWMYRUPJTKQ-UHFFFAOYSA-N,69.0,True,True,OHHAWMYRUPJTKQ-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,973.5353,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,8.831000059217331e-06,0.7652173913043478
98,668,Anabaenopeptin 871,C46H61N7O10,O=C(NC(CC1=CC=CC=C1)C(O)=O)NC(CCCCNC(C(CCC2=CC=C(O)C=C2)NC3=O)=O)C(NC(C(CC)C)C(NC(CCC4=CC=C(O)C=C4)C(N(C)C3C)=O)=O)=O,PQROCLKHWNWBTI-UHFFFAOYSA-N,CMDB668,False,2b,crude extract,Greifensee isolate Microcystis G2020,False,PQROCLKHWNWBTI,O=C1CNC(=O)C(CCc2ccccc2)NC(=O)CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(CCc2ccccc2)N1,True,PQROCLKHWNWBTI,872.4552676190001,C46H61N7O10,PQROCLKHWNWBTI-UHFFFAOYSA-N,63.0,True,True,PQROCLKHWNWBTI-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,5.0,"15,20,25,30,35",5.0,0.0,0.0,False,False,False,0.0,872.4553,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,3.2380999869019433e-05,0.9523809523809523
99,699,Nodulapeptin 879,C45H65N7O11,O=C(N(C(CCC1=CC=C(O)C=C1)C(NC(COC(C)=O)C2=O)=O)C)C(NC(C(C(CC)C)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,LTVNLDSXISIYIL-UHFFFAOYSA-N,CMDB699,False,2b,crude extract,Nodularia spumigena,False,LTVNLDSXISIYIL,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,LTVNLDSXISIYIL,880.4814823670001,C45H65N7O11,LTVNLDSXISIYIL-UHFFFAOYSA-N,63.0,True,True,LTVNLDSXISIYIL-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,5.0,"15,20,30,40,50",5.0,0.0,0.0,False,False,False,0.0,880.4815,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,1.7632999856687093e-05,0.6601941747572816
100,733,[Met6] Nodulapeptin C,C44H65N7O9S2,O=C(N(C(CCC1=CC=C(O)C=C1)C(NC(CCSC)C2=O)=O)C)C(NC(C(CCSC)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,UVYPXLQJIYVPPA-UHFFFAOYSA-N,CMDB733,False,2b,crude extract,Nodularia spumigena KAC71,False,UVYPXLQJIYVPPA,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,UVYPXLQJIYVPPA,900.4357951270001,C44H65N7O9S2,UVYPXLQJIYVPPA-UHFFFAOYSA-N,62.0,True,True,UVYPXLQJIYVPPA-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,900.4358,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.872999852523208e-06,0.5922330097087378
101,735,Nodulapeptin 883a,C44H65N7O8S2,O=C(N(C(CCC1=CC=CC=C1)C(NC(CCSC)C2=O)=O)C)C(NC(C(CCSC)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,XVMDQBMZIUJUKI-UHFFFAOYSA-N,CMDB735,False,2b,crude extract,Nodularia spumigena KAC71,False,XVMDQBMZIUJUKI,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,XVMDQBMZIUJUKI,884.440880507,C44H65N7O8S2,XVMDQBMZIUJUKI-UHFFFAOYSA-N,61.0,True,True,XVMDQBMZIUJUKI-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,4.0,"15,20,30,40",4.0,0.0,0.0,False,False,False,0.0,884.4409,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,1.9493000081638456e-05,0.5436893203883495
102,748,Nodulapeptin B,C44H63N7O12S,CC[C@H]([C@@H](NC(N[C@@H]1CCCCNC([C@H](COC(C)=O)NC([C@H](CCC2=CC=C(O)C=C2)N(C)C([C@H](CCC3=CC=CC=C3)NC([C@H](CCS(C)=O)NC1=O)=O)=O)=O)=O)=O)C(O)=O)C,ZTBSRBSUQIFLBN-MTFODHARSA-N,CMDB748,False,2b,crude extract,Anabaena,False,ZTBSRBSUQIFLBN,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,ZTBSRBSUQIFLBN,914.4328179230002,C44H63N7O12S,ZTBSRBSUQIFLBN-MTFODHARSA-N,64.0,True,True,ZTBSRBSUQIFLBN-MTFODHARSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,914.4328,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,1.792300020042603e-05,0.5535714285714286
103,750,Nodulapeptin C,C44H63N7O11S,O=C(N(C(CCC1=CC=C(O)C=C1)C(NC(COC(C)=O)C2=O)=O)C)C(NC(C(CCSC)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,XTDLZZLFKOTTLJ-UHFFFAOYSA-N,CMDB750,False,2b,crude extract,Nodularia spumigena KAC71,False,XTDLZZLFKOTTLJ,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,XTDLZZLFKOTTLJ,898.437903303,C44H63N7O11S,XTDLZZLFKOTTLJ-UHFFFAOYSA-N,63.0,True,True,XTDLZZLFKOTTLJ-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,898.4379,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,3.3029999713107827e-06,0.5446428571428571
104,752,Nodulapeptin 881a,C44H63N7O10S,O=C(N(C(CCC1=CC=CC=C1)C(NC(COC(C)=O)C2=O)=O)C)C(NC(C(CCSC)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,COYVFWSNQRUPIO-UHFFFAOYSA-N,CMDB752,False,2b,crude extract,Nodularia spumigena KAC71,False,COYVFWSNQRUPIO,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,True,COYVFWSNQRUPIO,882.4429886830001,C44H63N7O10S,COYVFWSNQRUPIO-UHFFFAOYSA-N,62.0,True,True,COYVFWSNQRUPIO-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,16.0,"15,20,25,30,40,50,60,70,80",9.0,7.0,0.0,True,False,True,0.0,882.443,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,1.1316999916743953e-05,0.5
105,805,Anabaenopeptin F,C42H62N10O9,C[C@H]1C(N[C@@H](CC2=CC=CC=C2)C(NCCCC[C@@H](NC(N[C@@H](C(O)=O)CCC/N=C(N)\N)=O)C(N[C@@H]([C@H](C)CC)C(NC(CCC3=CC=C(O)C=C3)C(N1C)=O)=O)=O)=O)=O,RAUPUVQHUFXDQT-XQEBCNPXSA-N,CMDB805,False,2b,crude extract,Dolichospermum flos aquae NIVA-CYA 269/6,False,RAUPUVQHUFXDQT,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,True,RAUPUVQHUFXDQT,851.4774000310002,C42H62N10O9,RAUPUVQHUFXDQT-XQEBCNPXSA-N,61.0,True,True,RAUPUVQHUFXDQT-XQEBCNPXSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,851.4774,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,3.100024059676798e-08,0.90625
106,809,Anabaenopeptin 807,C42H61N7O9,O=C(N(C(C)C(NC(CC1=CC=CC=C1)C2=O)=O)C)C(NC(C(C(CC)C)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=C(O)C=C3,DOYBAFJOBDCILF-UHFFFAOYSA-N,CMDB809,False,2b,crude extract,Greifensee isolate Microcystis G2011,False,DOYBAFJOBDCILF,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,True,DOYBAFJOBDCILF,808.4603529990003,C42H61N7O9,DOYBAFJOBDCILF-UHFFFAOYSA-N,58.0,True,True,DOYBAFJOBDCILF-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,,,,,,,,,,,,,,False,,0.8444444444444444
107,847,Microginin 770,C41H63N5O9,O=C(NC(CC1=CC=C(O)C=C1)C(O)=O)C(CCC2=CC=C(O)C=C2)NC(C(CC(C)C)NC(C(C(C)C)NC(C(O)C(NC)CCCCCCC)=O)=O)=O,YSNCVQPXJAIHHN-UHFFFAOYSA-N,CMDB847,False,2b,crude extract,"Microcystis aeruginosa, strain LTPNA08",False,YSNCVQPXJAIHHN,O=C(CCCc1ccccc1)NCCc1ccccc1,True,YSNCVQPXJAIHHN,770.4698550630001,C41H63N5O9,YSNCVQPXJAIHHN-UHFFFAOYSA-N,55.0,True,True,YSNCVQPXJAIHHN-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,770.4699,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.4936999984201975e-05,0.5180722891566265
108,897,Microginin SD755,C40H61N5O9,CCCCCC(C(C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)O)NC,LGIDGQNWZFGZCH-WVNIJTHNSA-N,CMDB897,False,2b,crude extract,"Microcystis aeruginosa,strain NPCD-01",False,LGIDGQNWZFGZCH,O=C(CCc1ccccc1)NCCc1ccccc1,True,LGIDGQNWZFGZCH,756.454204999,C40H61N5O9,LGIDGQNWZFGZCH-WVNIJTHNSA-N,54.0,True,True,LGIDGQNWZFGZCH-WVNIJTHNSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,756.4542,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,4.998999997951614e-06,0.5232558139534884
109,898,Microginin 756,C40H61N5O9,O=C(NC(CC1=CC=C(O)C=C1)C(O)=O)C(CCC2=CC=C(O)C=C2)NC(C(CC(C)C)NC(C(C(C)C)NC(C(O)C(N[H])CCCCCCC)=O)=O)=O,IFKUPHYTIDOPIM-UHFFFAOYSA-N,CMDB898,False,2b,crude extract,"Microcystis aeruginosa, strain LTPNA08",False,IFKUPHYTIDOPIM,O=C(CCCc1ccccc1)NCCc1ccccc1,True,IFKUPHYTIDOPIM,756.4542049990001,C40H61N5O9,IFKUPHYTIDOPIM-UHFFFAOYSA-N,54.0,True,True,IFKUPHYTIDOPIM-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,756.4542,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.999000111638452e-06,0.6447368421052632
110,939,Planktocyclin,C39H60N8O8S,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NCC(=O)N1)C(C)C)CC3=CC=CC=C3)CCSC)C(C)C,ZMRRRONVXWEVSB-ODNAPOIPSA-N,CMDB939,False,2b,crude extract,Planktothrix rubescens K-0576,False,ZMRRRONVXWEVSB,O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,True,ZMRRRONVXWEVSB,801.432758347,C39H60N8O8S,ZMRRRONVXWEVSB-ODNAPOIPSA-N,56.0,True,True,ZMRRRONVXWEVSB-ODNAPOIPSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,801.4328,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,4.1653000039332255e-05,0.6533333333333333
111,947,Nostoginin BN741,C39H59N5O9,CCCCCCCC(C(C(NC(C(N(C)C(C(NC(CC1=CC=C(O)C=C1)C(NC(CC2=CC=C(O)C=C2)C(O)=O)=O)=O)CC(C)C)=O)C)=O)O)NC,AQINXMPZZHMZRR-UHFFFAOYSA-N,CMDB947,False,2b,crude extract,"Microcystis aeruginosa,strain NPCD-01",False,AQINXMPZZHMZRR,O=C(CCc1ccccc1)NCCc1ccccc1,True,AQINXMPZZHMZRR,742.4385549350001,C39H59N5O9,AQINXMPZZHMZRR-UHFFFAOYSA-N,53.0,True,True,AQINXMPZZHMZRR-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,742.4386,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.5064999881105905e-05,0.8142857142857143
112,948,Microginin 757,C39H59N5O10,OC(C(NC(C(N(C(CC(C)C)C(NC(C(NC(CC1=CC=C(O)C=C1)C(O)=O)=O)CC2=CC=C(O)C=C2)=O)C)=O)C(O)C)=O)C(N)CCCCCCC,FXNVBPMPLYGNFO-UHFFFAOYSA-N,CMDB948,False,2b,crude extract,Greifensee sample,False,FXNVBPMPLYGNFO,O=C(CCc1ccccc1)NCCc1ccccc1,True,FXNVBPMPLYGNFO,758.4334695549999,C39H59N5O10,FXNVBPMPLYGNFO-UHFFFAOYSA-N,54.0,True,True,FXNVBPMPLYGNFO-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,758.4335,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,3.0445000106738007e-05,0.855072463768116
113,975,Microginin FR5,C38H55N5O9,OC(C(CCCCCCC)N)C(NC(C(C)C)C(N1CCCC1C(NC(CC2=CC=C(C=C2)O)C(NC(C(O)=O)CC3=CC=C(O)C=C3)=O)=O)=O)=O,KXRLIMLXCPEJPD-UHFFFAOYSA-N,CMDB975,False,2b,crude extract,Greifensee Microcystis G2011,False,KXRLIMLXCPEJPD,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)C1CCCN1,True,KXRLIMLXCPEJPD,726.4072548070001,C38H55N5O9,KXRLIMLXCPEJPD-UHFFFAOYSA-N,52.0,True,True,KXRLIMLXCPEJPD-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,7.0,"15,20,25,30,35,40,50",7.0,0.0,0.0,False,False,False,0.0,726.4073,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,4.519299989169667e-05,0.9178082191780822
114,1019,Microginin 761B,C37H52ClN5O10,NC(C(C(NC(C(N1C(CCC1)C(NC(CC2=CC=C(O)C=C2)C(NC(C(O)=O)CC3=CC=C(O)C=C3)=O)=O)=O)C(C)O)=O)O)CCCCCCCCl,NWKXLGDOMIUDOE-UHFFFAOYSA-N,CMDB1019,False,2b,crude extract,Greifensee isolate Microcystis G2011,False,NWKXLGDOMIUDOE,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)C1CCCN1,True,NWKXLGDOMIUDOE,762.347547011,C37H52ClN5O10,NWKXLGDOMIUDOE-UHFFFAOYSA-N,53.0,True,True,NWKXLGDOMIUDOE-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,762.3475,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,4.7010999992380675e-05,0.88
115,1221,Spumigin A,C31H44N6O7,C[C@H]1C[C@@H](C(NC(CO)CCCNC(N)=N)=O)N(C([C@H](NC([C@H](O)CC2=CC=C(O)C=C2)=O)CCC3=CC=C(O)C=C3)=O)C1,LRHLULGPZSFCCN-NBJYBXKZSA-N,CMDB1221,False,2b,crude extract,Nodularia spumigena KAC71,False,LRHLULGPZSFCCN,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,True,LRHLULGPZSFCCN,613.334424215,C31H44N6O7,LRHLULGPZSFCCN-NBJYBXKZSA-N,44.0,True,True,LRHLULGPZSFCCN-NBJYBXKZSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,613.3344,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.4215000053118274e-05,0.35454545454545455
116,1231,Spumigin G,C31H42N6O6,C[C@H]1C[C@H](N(C1)C(=O)[C@@H](CCC2=CC=CC=C2)NC(=O)[C@@H](CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O,YGAGCUYKOBGAQX-SYCDWYGJSA-N,CMDB1231,False,2b,crude extract,Nodularia spumigena KAC71,False,YGAGCUYKOBGAQX,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,True,YGAGCUYKOBGAQX,595.323859531,C31H42N6O6,YGAGCUYKOBGAQX-SYCDWYGJSA-N,43.0,True,True,YGAGCUYKOBGAQX-SYCDWYGJSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,595.3239,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.0468999941367656e-05,0.4523809523809524
117,1245,Aeruginosin NAL2,C30H46N6O6,CCCCCC(N[C@H](C(N([C@H](C(NC(C=O)CCCNC(N)=N)=O)C1)[C@@H]2[C@H]1CCC(O)C2)=O)CC3=CC=C(O)C=C3)=O,NYGVGDLVEMUBNK-ZHYXHTNASA-N,CMDB1245,False,2b,crude extract,Nodularia spumigena KAC71,False,NYGVGDLVEMUBNK,O=C(CCc1ccccc1)N1CCC2CCCCC21,True,NYGVGDLVEMUBNK,587.355159659,C30H46N6O6,NYGVGDLVEMUBNK-ZHYXHTNASA-N,42.0,True,True,NYGVGDLVEMUBNK-ZHYXHTNASA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,587.3552,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.034099993077689e-05,0.3950617283950617
118,1250,Spumigin D,C30H42N6O7,OC1=CC=C(C[C@@H](O)C(N[C@@H](C(N2[C@H](C(NC(CCCNC(N)=N)CO)=O)CCC2)=O)CCC3=CC=C(O)C=C3)=O)C=C1,KRNLOYZRJLTDBI-TUJAQADMSA-N,CMDB1250,False,2b,crude extract,Nodularia spumigena KAC71,False,KRNLOYZRJLTDBI,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,True,KRNLOYZRJLTDBI,599.3187741510001,C30H42N6O7,KRNLOYZRJLTDBI-TUJAQADMSA-N,43.0,True,True,KRNLOYZRJLTDBI-TUJAQADMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,599.3188,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.5848999939626083e-05,0.4642857142857143
119,1256,Spumigin F,C30H40N6O7,OC1=CC=C(C[C@@H](O)C(N[C@@H](C(N2[C@H](C(NC(CCCNC(N)=N)C=O)=O)CCC2)=O)CCC3=CC=C(O)C=C3)=O)C=C1,ZSNZKFBMFHDMOM-TUJAQADMSA-N,CMDB1256,False,2b,crude extract,Nodularia spumigena KAC71,False,ZSNZKFBMFHDMOM,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,True,ZSNZKFBMFHDMOM,597.303124087,C30H40N6O7,ZSNZKFBMFHDMOM-TUJAQADMSA-N,43.0,True,True,ZSNZKFBMFHDMOM-TUJAQADMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,597.3031,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.4087000042527507e-05,0.4588235294117647
120,1275,Oscillaginin A,C29H47ClO8N4,CC(C)[C@@H](C(=O)N[C@@H](CCC1=CC=C(C=C1)O)C(=O)O)N(C)C(=O)[C@H](CO)NC(=O)[C@H]([C@@H](CCCCCCCCl)N)O,QYOGCHNVZHLFTR-RYWAYVEBSA-N,CMDB1275,False,2b,crude extract,Greifensee sample,False,QYOGCHNVZHLFTR,c1ccccc1,True,QYOGCHNVZHLFTR,615.3155186109999,C29H47ClN4O8,QYOGCHNVZHLFTR-RYWAYVEBSA-N,42.0,False,True,QYOGCHNVZHLFTR-RYWAYVEBSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,615.3155,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,1.8610999859447475e-05,0.4880952380952381
121,1332,Muscoride A,C28H40N4O5,CC1=C(C2=NC(C(OC/C=C(C)\C)=O)=C(C)O2)N=C(C3CCCN3C(C(NC(C)(C=C)C)C(C)C)=O)O1,PFXJYHPNSWNJBP-UHFFFAOYSA-N,CMDB1332,False,2b,crude extract,Nostoc muscorum IAM M14,False,PFXJYHPNSWNJBP,c1coc(-c2coc(C3CCCN3)n2)n1,True,PFXJYHPNSWNJBP,513.307146847,C28H40N4O5,PFXJYHPNSWNJBP-UHFFFAOYSA-N,37.0,True,True,PFXJYHPNSWNJBP-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,DEUCVOIWOGPZGS,1,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,513.3071,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.684700002144382e-05,0.28125
122,1402,Aerucyclamide D,C26H30N6O4S3,C[C@@H]1[C@H]2C(=O)NCC3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N[C@H](C(=N2)O1)CC5=CC=CC=C5)CCSC,MLBROOJXUZKDHY-PKPICYNoSA-N,CMDB1402,False,2b,Bioreagent,"commercial, CyanoBioTech now Simris",False,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,False,MLBROOJXUZKDHY,587.1563429070001,C26H30N6O4S3,MLBROOJXUZKDHY-PKPICYNOSA-N,39.0,True,True,MLBROOJXUZKDHY-PKPICYNOSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,587.1563,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.2907000079139834e-05,0.5681818181818182
