unique_sample_id,source_zip,member,file,n_candidates,file_sha256
pluskal_mcediv_20k_5014_N20_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N20_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N20_id_MSn_positive.mzML,1,be156504bdab00b97f866763eecdce0dff994fd952c880993b62563d1cbcb100
pluskal_mcediv_20k_5014_N21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N21_id_MSn_positive.mzML,1,55c2a9759e8ef5b19b087b26570c0fd9fc764767c4934c5de9877fcc974d1c90
pluskal_mcediv_20k_5014_N23_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N23_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N23_id_MSn_positive.mzML,1,251b0549a06ed6bdde37cec87eb1cb498dbbe2d115e691ced35295d31d6b5bac
pluskal_mcediv_20k_5014_N24_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N24_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N24_id_MSn_positive.mzML,1,e3bd207e7fec4b9c5e85ac91e26579ceeb2948823ebbd2be4354256ba41726d5
pluskal_mcediv_20k_5014_N3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N3_id_MSn_positive.mzML,1,eb2186f70732cef2778d3524efca34c907461058f6e033f3cc249b3a9e0cc993
pluskal_mcediv_20k_5014_N5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_N5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_N5_id_MSn_positive.mzML,1,8f5383f07c3540d9ff7894dad19542b148e20213ce20c75f8f7dd88baf457739
pluskal_mcediv_20k_5014_O10_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O10_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O10_id_MSn_positive.mzML,1,350bdc2e20d05fca62a07d29bec254823b8999924ae4ce28cc3d31407d5361af
pluskal_mcediv_20k_5014_O11_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O11_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O11_id_MSn_positive.mzML,1,7116eaecb37787267320fc3aa50d555706d32e098088dd16b2685ddb342b2110
pluskal_mcediv_20k_5014_O12_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O12_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O12_id_MSn_positive.mzML,1,22695bae2a598a94c59c2de8fe5480a71d6caec31728ac0b2365d7b5429bedbf
pluskal_mcediv_20k_5014_O14_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O14_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O14_id_MSn_positive.mzML,1,9a558d81d3d4472cc440e83270672aa2f49e8c717385a13e969ee917b9f00d24
pluskal_mcediv_20k_5014_O15_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O15_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O15_id_MSn_positive.mzML,1,c2965828ec0b9a0fcc6ece3362a723d6f11f5e890c7bdfba5b9254ec2f07d4f3
pluskal_mcediv_20k_5014_O21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O21_id_MSn_positive.mzML,1,9d14203aa56012c8003749bc0eae04c8f77f853caea7f59b5732adaeba37f523
pluskal_mcediv_20k_5014_O22_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O22_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O22_id_MSn_positive.mzML,1,fe5b9c28f785ff9a6f1036de7509a8737012b9291aa839eb3483df38fd21684f
pluskal_mcediv_20k_5014_O3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O3_id_MSn_positive.mzML,1,10fb7d015c8cb2a139bd8f6041ef6339c55c5c172af149d9c0d0760ac75b0970
pluskal_mcediv_20k_5014_O5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O5_id_MSn_positive.mzML,1,dc9363037998a3268c03d95713b595de7d32d2237c362045cf0f34b35bc8279f
pluskal_mcediv_20k_5014_O8_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_O8_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_O8_id_MSn_positive.mzML,1,f4e08cf4d9b5f7f74cacee707af4a0671797872f12538149a0ea25d677c6d812
pluskal_mcediv_20k_5014_P13_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P13_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P13_id_MSn_positive.mzML,1,e2a1437bfe9f0e291f27af66a0b8ed0fd3da4d44c0fae375584dd39644f17eae
pluskal_mcediv_20k_5014_P16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P16_id_MSn_positive.mzML,1,fb205e7aca2a72af7c5b4e0df5ee04f9e1d45e9e94ebff72ff68c40ee0a7298d
pluskal_mcediv_20k_5014_P17_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P17_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P17_id_MSn_positive.mzML,1,d6c6f0b0195885b728ed468d4f034593480cccec5940e52f76509912f5dd2693
pluskal_mcediv_20k_5014_P18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P18_id_MSn_positive.mzML,1,7b9b4848854cfced20ed01913fc0a3f8ed1d7d6c50174e519cabef996a6e6438
pluskal_mcediv_20k_5014_P21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P21_id_MSn_positive.mzML,1,b08ac38de51a0dc2ba7b47d88cacfeb5fb4487baced8230d1c72cfd55121c522
pluskal_mcediv_20k_5014_P22_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P22_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P22_id_MSn_positive.mzML,1,91d1d58bbc24d77b6724de18b484df7b2155295edcb2cf8dc26381a1b07a3680
pluskal_mcediv_20k_5014_P6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5014_P6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5014_P6_id_MSn_positive.mzML,1,e21d3ca23df272caf66147c92b281ec4c5010c060f9226a7b8bdcdc491750738
pluskal_mcediv_20k_5015_A11_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A11_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A11_id_MSn_positive.mzML,1,23385e2fe3a32da23678964a71747540d1ee739420570db882aedf86c65b5e0d
pluskal_mcediv_20k_5015_A15_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A15_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A15_id_MSn_positive.mzML,1,6f37a5da006abf6f3b219813c32cdccf78eb93d3092fad794e7023e1118dac87
pluskal_mcediv_20k_5015_A16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A16_id_MSn_positive.mzML,1,51793a024eb92cb09fc7ea91c758a483f97dd67af6af2300bba4b5e7c0dcb893
pluskal_mcediv_20k_5015_A17_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A17_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A17_id_MSn_positive.mzML,1,3441b14bb5231cedd6d1df6b1670a18b9ce7157c2e9568cb09d94c6779121238
pluskal_mcediv_20k_5015_A18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A18_id_MSn_positive.mzML,1,eac3c5809dd062cdc15978e9b6fb524adb382fe315b7660af2148d97706cfddc
pluskal_mcediv_20k_5015_A22_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A22_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A22_id_MSn_positive.mzML,1,8d33ece808cedf4506e851b5e4dfd57ae9632ab6d8551437a5c96f3f789d5809
pluskal_mcediv_20k_5015_A24_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A24_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A24_id_MSn_positive.mzML,1,6e589472fc4b0eba143937e538dad8f1c693bad2e5943a0f811c53124745d608
pluskal_mcediv_20k_5015_A4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A4_id_MSn_positive.mzML,1,363d7ba66d0ec90add228b0d0a0c3a36afc4817f652f7c2e801ba72c1e2b7107
pluskal_mcediv_20k_5015_A8_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_A8_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_A8_id_MSn_positive.mzML,1,4ad127c4554ba51c957f14507c62ae583991f67f37e138959eb2ebe8eeea532c
pluskal_mcediv_20k_5015_B14_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B14_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B14_id_MSn_positive.mzML,1,0fe5f8f3c47cc33165831a9e260ff584a0d78d3281a4d845ab93beca0fbd2f04
pluskal_mcediv_20k_5015_B16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B16_id_MSn_positive.mzML,1,8c82ff7645fb8abdcb0cf97ef7fd0ee781b03f556a6253ae79b5d621c174cc56
pluskal_mcediv_20k_5015_B19_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B19_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B19_id_MSn_positive.mzML,1,3e9870e201a72e605d5dd58a7409bc24970b3becb215d2c7a0423bd23b3d860d
pluskal_mcediv_20k_5015_B21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B21_id_MSn_positive.mzML,1,3e1f803b248d87d9668dc15a45a6240bc002de404c765ddfb39292e476c8022d
pluskal_mcediv_20k_5015_B4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B4_id_MSn_positive.mzML,1,23d088e1bee80fabf3fe3cca32eaf5a3f33ddc8a5b8171314f82ea4ede58c32a
pluskal_mcediv_20k_5015_B9_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_B9_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_B9_id_MSn_positive.mzML,1,a8df72e923926e0e1b883216c375e9d17bab58005622bf115c7fea10ab449a74
pluskal_mcediv_20k_5015_C11_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C11_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C11_id_MSn_positive.mzML,1,7737e75b071f91b595d8af36475261a879d6a9dd5edbbd184447b95479f1c573
pluskal_mcediv_20k_5015_C13_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C13_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C13_id_MSn_positive.mzML,1,e795ce05fd9c2e388d1c6281dce518638ae35bf8e86cf7f9ce78f7d211427910
pluskal_mcediv_20k_5015_C16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C16_id_MSn_positive.mzML,1,d4516fedf8d76facaf348dc898ac2931c3f450e5fc3e89db780137b026d62b86
pluskal_mcediv_20k_5015_C18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C18_id_MSn_positive.mzML,1,b7804833e09feb3c7fd9118906b8455572014fa8ca137774e130fa6ec0a22191
pluskal_mcediv_20k_5015_C19_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C19_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C19_id_MSn_positive.mzML,1,c4ebc88863b071fc06629a14f91939ce98c81bc08d4100c32ddc4946bd992855
pluskal_mcediv_20k_5015_C3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C3_id_MSn_positive.mzML,1,165871f39dd9b205dd10ff192178b94489f56ad325182f8fb9000aefd78df759
pluskal_mcediv_20k_5015_C4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C4_id_MSn_positive.mzML,1,d8efaade923707ba2f0add617ac708e613d532bd469a487ee92281ed8bde5ee2
pluskal_mcediv_20k_5015_C6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C6_id_MSn_positive.mzML,1,d8618a04d42dc23ad28dde49de81ac4bbdabf9f1f6cfabfdd488539e1b44677d
pluskal_mcediv_20k_5015_C7_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_C7_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_C7_id_MSn_positive.mzML,1,929d30ce47687adf3c652672a47585ee33de8bfe1a3900529e7e47fd22c8fcd0
pluskal_mcediv_20k_5015_D12_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D12_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D12_id_MSn_positive.mzML,1,b7379c647e65599e86c2f1336dcc53eb3d0bcb40c39d4b0eeacb46a6ea8f7970
pluskal_mcediv_20k_5015_D18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D18_id_MSn_positive.mzML,1,f5b249e94100b11e166f4935d005c19b8958f71cd957069fa8f60fab168376c9
pluskal_mcediv_20k_5015_D19_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D19_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D19_id_MSn_positive.mzML,1,e0f6ad06a6004d2c0f7075eea7b52666215ae475ed2e070d7953ef507624f7fe
pluskal_mcediv_20k_5015_D20_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D20_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D20_id_MSn_positive.mzML,1,76e3fd4a9ddd4ccc50efe0fcf87ca5ef2775015e17a597b100e596b3fa2a3713
pluskal_mcediv_20k_5015_D21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D21_id_MSn_positive.mzML,1,ab3575b1861449767d8c22877cb7cbbfee7935ec57dd2c38214ebea90ad6df44
pluskal_mcediv_20k_5015_D24_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D24_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D24_id_MSn_positive.mzML,1,7e21c5d09c32369e6e4a5e8bc6fbad7ab13fb2303977efc8299db681d31cc07c
pluskal_mcediv_20k_5015_D4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_D4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_D4_id_MSn_positive.mzML,1,d7796b22efd4ae4e1420ac76b263162518a73e8ec355277da6b96442737fd8f5
pluskal_mcediv_20k_5015_E10_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_E10_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_E10_id_MSn_positive.mzML,1,cacb08638abfb3f82d68baa2fc646ab62a898d2bf6c45f6973149b196c18a746
pluskal_mcediv_20k_5015_E18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_E18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_E18_id_MSn_positive.mzML,1,cb2a8d30252b0f94a10e38ef4f57396b51d663b06a8d52a2e55fd27063d284e9
pluskal_mcediv_20k_5015_E3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_E3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_E3_id_MSn_positive.mzML,1,eb4b4f78b45c61e1aa75cb6abc52c0788ecd33ac33ff6fd9aa6dae243b5cd4c4
pluskal_mcediv_20k_5015_E9_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_E9_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_E9_id_MSn_positive.mzML,1,91a7c4a99fc4f021b4943c219169847ba47cd8168ec7090597bbea3560777df0
pluskal_mcediv_20k_5015_F10_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F10_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F10_id_MSn_positive.mzML,1,04c7de74d8758b7fbe6d45761a311c518d2668bca07bc2c5786bdecca82d4338
pluskal_mcediv_20k_5015_F16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F16_id_MSn_positive.mzML,1,79827c9671bb66c1d03ce1d87e9e1ebdc823f995d76b7686fc78c56e2b0a4575
pluskal_mcediv_20k_5015_F21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F21_id_MSn_positive.mzML,1,ed16f77dcf32ba464d3e11c242ab09f3187bf2c632d7f178b838887624af1262
pluskal_mcediv_20k_5015_F23_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F23_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F23_id_MSn_positive.mzML,1,f0db97576cd7b89d89598cb493c97e829b185bc5b239b6f9ae5add24efaca670
pluskal_mcediv_20k_5015_F24_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F24_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F24_id_MSn_positive.mzML,1,9f9a3977a2cd332101f763d8c3f7196f2ef7e829934fd71e748c4c4d735df55a
pluskal_mcediv_20k_5015_F3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F3_id_MSn_positive.mzML,1,cc3c4721d90e07072ebac26d6411b5bd19255453f36b8a191136169e272441f6
pluskal_mcediv_20k_5015_F4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F4_id_MSn_positive.mzML,1,aa8cd6e9647e6d1f59dbad7d5a50ffea99e3f422824d1f69817ba5eb95694e78
pluskal_mcediv_20k_5015_F5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F5_id_MSn_positive.mzML,1,be0ef4a2e51d39d367ee944e003012e362ca7c50d9f5f87151573f7890fcbeb3
pluskal_mcediv_20k_5015_F6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F6_id_MSn_positive.mzML,1,3e26c6b1f6a011c15c2ac2726138a734c65c926157c7c4830e07589e4b0f408b
pluskal_mcediv_20k_5015_F8_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F8_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F8_id_MSn_positive.mzML,1,323fb2088de32df3d0d15bebee2799eab73b12f8a4a20d38a13acd286b3b3a53
pluskal_mcediv_20k_5015_F9_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_F9_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_F9_id_MSn_positive.mzML,1,bfba51c32dc4d009ad47a695d08302800be94880d6967318a5b4f348d20d289b
pluskal_mcediv_20k_5015_G13_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_G13_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_G13_id_MSn_positive.mzML,1,53ce4a6448f6a05b7ae0fa5852d475a8e8cd34356ff392f13fb0e94ce59e41d4
pluskal_mcediv_20k_5015_G20_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_G20_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_G20_id_MSn_positive.mzML,1,1567b0327447190067e33b5cc581ae2e85ff14a9a5635843b1cdb36943a6d559
pluskal_mcediv_20k_5015_G5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_G5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_G5_id_MSn_positive.mzML,1,65e678f22b6e7b316334a77c2dc0c86b064f0c65a33808b66255a0ddcacfa63b
pluskal_mcediv_20k_5015_G6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_G6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_G6_id_MSn_positive.mzML,1,fda283fd33251ba1c83c2817bfe291521c51fc6834309fc76df63e5ca8a6bde3
pluskal_mcediv_20k_5015_H11_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H11_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H11_id_MSn_positive.mzML,1,a99d8a9589d0395153eb7d94b912cd0393974adcd8aada8d50acb750d31f95f9
pluskal_mcediv_20k_5015_H18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H18_id_MSn_positive.mzML,1,e4fdb86f3ec31ea1fc7305f3b43e8897e6f15d95e32c4c7f8a09b6e89c49e67f
pluskal_mcediv_20k_5015_H21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H21_id_MSn_positive.mzML,1,a467f592bbfe23e3017a516bb130c734f9705c88af893c8dfc8873d13ca7fd77
pluskal_mcediv_20k_5015_H22_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H22_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H22_id_MSn_positive.mzML,1,0d18999e8353ce0c374d3b4445da6160dc54550d820961c1fec8971f6c1b48ac
pluskal_mcediv_20k_5015_H3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H3_id_MSn_positive.mzML,1,488711feaa13f9ace130ad14d0a3d25049438117a04f409e3777e1199dd8d9c2
pluskal_mcediv_20k_5015_H5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H5_id_MSn_positive.mzML,1,52fe17c2d06652d5315e599ce7c634df09a44614dbed7343f1fafe17bbab67a5
pluskal_mcediv_20k_5015_H6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5015_H6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5015_H6_id_MSn_positive.mzML,1,267bef7a2333ae99956d47fb5dec5b1ca0005cd549fc03367ddb9845efa975c8
