group_key,dist_1_minus_maxsim,leverage,mahalanobis,disagreement,sensitivity,domain_flag,pred_log_rmse,p_af,fold,thr_learned_q80,thr_learned_q90,thr_dist_q80,thr_dist_q90,rmse,af
YCBKSSAWEUDACY,0.7435897435897436,0.003902096761515798,2.0321873397251835,0.18165547635473964,0.28620301370555407,0.0,-2.3309956904190434,0.054774307438492514,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.03965415249751382,0
YDOTUXAWKBPQJW,0.40909090909090906,0.015219762663666118,4.0143531695704615,0.09540402100118628,0.17552604483470458,0.0,-2.388802420459955,0.05584234905210673,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.015299636269924248,0
YEXVXKIMPBHRQR,0.3855421686746988,0.006662037607850558,2.6557175697488695,0.15060943958031955,0.21332365789766258,0.0,-2.4252041017952766,0.04210500783171499,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.07836324509657984,0
YEZNLOUZAIOMLT,0.5342465753424658,0.0022418189872828974,1.5404149227397537,0.10971841276363359,0.37152929815429764,0.0,-2.2535501370115703,0.04803410932935976,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.1736790933015725,0
YFAGHNZHGGCZAX,0.7333333333333334,0.008501160238322885,2.9988334641544023,0.03617491488380331,0.32537255861486447,0.0,-2.249754720877291,0.0757363132330205,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.09264979865204138,0
YFBPRJGDJKVWAH,0.696969696969697,0.005497300861984079,2.412304642775834,0.10835860084445864,0.5001832902877088,0.0,-2.1422368759019075,0.10625464487818737,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.12549156114926527,0
YFGYUFNIOHWBOB,0.7468354430379747,0.00963958999265711,3.193750652581211,0.0770755968735643,0.3367549113885286,0.0,-2.184946203025562,0.10302983327547727,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.1465301756899348,0
YFNCATAIYKQPOO,0.65625,0.015465285204157086,4.0455344116211345,0.17876608610423417,0.2632276668482446,0.0,-2.2346318009042485,0.09656669728647557,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.03228214804143412,0
YGUFQYGSBVXPMC,0.5862068965517242,0.0036288080305401493,1.9598145703219838,0.3716224102858001,0.3505879440126439,0.0,-2.373666613502885,0.06888457469914246,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.07427200645754524,0
YIJZJEYQBAAWRJ,0.7211538461538461,0.02015966852929135,4.618763221249652,0.14446151756715528,0.31197075542690594,0.0,-2.3076297793397074,0.08045484049968243,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.17434447018627436,0
