DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID5021338,Thiamphenicol,15318-45-3,OTVAEFIXJLOWRX-NXEZZACHSA-N,"2,2-Dichloro-N-{(1R,2R)-1,3-dihydroxy-1-[4-(methanesulfonyl)phenyl]propan-2-yl}acetamide",CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,"InChI=1S/C12H15Cl2NO5S/c1-21(19,20)8-4-2-7(3-5-8)10(17)9(6-16)15-12(18)11(13)14/h2-5,9-11,16-17H,6H2,1H3,(H,15,18)/t9-,10-/m1/s1",C12H15Cl2NO5S,356.21,355.0047992,50,746,119,5
DTXSID5021598,Heptanedioic acid,111-16-0,WLJVNTCWHIRURA-UHFFFAOYSA-N,Heptanedioic acid,OC(=O)CCCCCC(O)=O,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",C7H12O4,160.169,160.0735589,49,453,118,10
DTXSID5021758,Tris(2-butoxyethyl) phosphate,78-51-3,WTLBZVNBAKMVDP-UHFFFAOYSA-N,Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",C18H39O7P,398.477,398.2433406,89,31,71,147
DTXSID5021968,3-Ethoxy-4-hydroxybenzaldehyde,121-32-4,CBOQJANXLMLOSS-UHFFFAOYSA-N,3-Ethoxy-4-hydroxybenzaldehyde,CCOC1=C(O)C=CC(C=O)=C1,"InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",C9H10O3,166.176,166.0629942,85,28,119,95
DTXSID50220251,Thiamine ion,70-16-6,JZRWCGZRTZMZEH-UHFFFAOYSA-N,"3-[(4-Amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium",CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",C12H17N4OS,265.35,265.1117588,16,-,91,-
DTXSID50222578,3-MeO-PCP,72242-03-6,BQQSZHHKGPOXLN-UHFFFAOYSA-N,1-[1-(3-Methoxyphenyl)cyclohexyl]piperidine,COC1=CC=CC(=C1)C1(CCCCC1)N1CCCCC1,"InChI=1S/C18H27NO/c1-20-17-10-8-9-16(15-17)18(11-4-2-5-12-18)19-13-6-3-7-14-19/h8-10,15H,2-7,11-14H2,1H3",C18H27NO,273.42,273.2092645,10,1,34,-
DTXSID5022308,Genistein,446-72-0,TZBJGXHYKVUXJN-UHFFFAOYSA-N,"5,7-Dihydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one",OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",C15H10O5,270.24,270.0528234,85,6077,259,10
DTXSID5022560,Adenosine 5'-phosphate,61-19-8,UDMBCSSLTHHNCD-KQYNXXCUSA-N,5'-Adenylic acid,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",C10H14N5O7P,347.224,347.0630848,38,17944,657,11
DTXSID5022641,Baclofen,1134-47-0,KPYSYYIEGFHWSV-UHFFFAOYSA-N,4-Amino-3-(4-chlorophenyl)butanoic acid,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,"InChI=1/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)",C10H12ClNO2,213.66,213.0556563,55,5116,172,28
DTXSID5022643,Barbital,57-44-3,FTOAOBMCPZCFFF-UHFFFAOYSA-N,"5,5-Diethyl-1,3-diazinane-2,4,6-trione",CCC1(CC)C(=O)NC(=O)NC1=O,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",C8H12N2O3,184.195,184.0847923,41,1394,74,10
DTXSID5022647,Bendroflumethiazide,73-48-3,HDWIHXWEUNVBIY-UHFFFAOYSA-N,"3-Benzyl-1,1-dioxo-6-(trifluoromethyl)-1,2,3,4-tetrahydro-1lambda~6~,2,4-benzothiadiazine-7-sulfonamide",NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F,"InChI=1/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)",C15H14F3N3O4S2,421.41,421.0377828,42,2903,115,17
DTXSID5022691,Brompheniramine,86-22-6,ZDIGNSYAACHWNL-UHFFFAOYSA-N,"3-(4-Bromophenyl)-N,N-dimethyl-3-(pyridin-2-yl)propan-1-amine",CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,"InChI=1/C16H19BrN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3",C16H19BrN2,319.246,318.073162,33,324,96,11
DTXSID5022697,Buflomedil,55837-25-7,OWYLAEYXIQKAOL-UHFFFAOYSA-N,"4-(Pyrrolidin-1-yl)-1-(2,4,6-trimethoxyphenyl)butan-1-one",COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,"InChI=1S/C17H25NO4/c1-20-13-11-15(21-2)17(16(12-13)22-3)14(19)7-6-10-18-8-4-5-9-18/h11-12H,4-10H2,1-3H3",C17H25NO4,307.39,307.1783583,27,282,70,4
DTXSID5022699,Bumetanide,28395-03-1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,3-(Butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,CCCCNC1=CC(=CC(=C1OC1=CC=CC=C1)S(N)(=O)=O)C(O)=O,"InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)",C17H20N2O5S,364.42,364.1092929,49,1793,195,22
DTXSID5022774,Cefuroxime,55268-75-2,JFPVXVDWJQMJEE-QMTHXVAHSA-N,"(6R,7R)-3-[(Carbamoyloxy)methyl]-7-[2-(furan-2-yl)(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CON=C(C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/t10-,14-/m1/s1",C16H16N4O8S,424.38,424.0688847,40,2016,20,12
DTXSID50227806,Normeperidine,77-17-8,QKHMFBKXTNQCTM-UHFFFAOYSA-N,Ethyl 4-phenylpiperidine-4-carboxylate,CCOC(=O)C1(CCNCC1)C1=CC=CC=C1,"InChI=1S/C14H19NO2/c1-2-17-13(16)14(8-10-15-11-9-14)12-6-4-3-5-7-12/h3-7,15H,2,8-11H2,1H3",C14H19NO2,233.311,233.1415789,18,81,56,-
DTXSID5022801,Chloroxine,773-76-2,WDFKMLRRRCGAKS-UHFFFAOYSA-N,"5,7-Dichloroquinolin-8-ol",OC1=C2N=CC=CC2=C(Cl)C=C1Cl,"InChI=1S/C9H5Cl2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",C9H5Cl2NO,214.05,212.9748192,42,33,159,6
DTXSID5022805,Chlorphenoxamide,77-38-3,KKHPNPMTPORSQE-UHFFFAOYSA-N,"2-[1-(4-Chlorophenyl)-1-phenylethoxy]-N,N-dimethylethan-1-amine",CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"InChI=1/C18H22ClNO/c1-18(21-14-13-20(2)3,15-7-5-4-6-8-15)16-9-11-17(19)12-10-16/h4-12H,13-14H2,1-3H3",C18H22ClNO,303.83,303.138992,24,26,46,6
DTXSID5022851,Clothiapine,2058-52-8,KAAZGXDPUNNEFN-UHFFFAOYSA-N,"2-Chloro-11-(4-methylpiperazin-1-yl)dibenzo[b,f][1,4]thiazepine",CN1CCN(CC1)C1=NC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,"InChI=1S/C18H18ClN3S/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",C18H18ClN3S,343.87,343.0909965,36,23,53,4
DTXSID5022853,Cloxacillin,61-72-3,LQOLIRLGBULYKD-JKIFEVAISA-N,"(2S,5R,6R)-6-{[3-(2-Chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1Cl,"InChI=1S/C19H18ClN3O5S/c1-8-11(12(22-28-8)9-6-4-5-7-10(9)20)15(24)21-13-16(25)23-14(18(26)27)19(2,3)29-17(13)23/h4-7,13-14,17H,1-3H3,(H,21,24)(H,26,27)/t13-,14+,17-/m1/s1",C19H18ClN3O5S,435.88,435.0655696,32,1578,73,12
DTXSID5022855,Clozapine,5786-21-0,QZUDBNBUXVUHMW-UHFFFAOYSA-N,"8-Chloro-11-(4-methylpiperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine",CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",C18H19ClN4,326.83,326.1298243,61,7216,220,26
DTXSID5022857,Cortisone,53-06-5,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,"17,21-Dihydroxypregn-4-ene-3,11,20-trione",C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",C21H28O5,360.45,360.193674,53,19436,128,7
DTXSID5022932,Diflunisal,22494-42-4,HUPFGZXOMWLGNK-UHFFFAOYSA-N,"2',4'-Difluoro-4-hydroxy[1,1'-biphenyl]-3-carboxylic acid",OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)",C13H8F2O3,250.201,250.0441504,50,469,150,18
DTXSID5022936,Dihydrocodeine,125-28-0,RBOXVHNMENFORY-DNJOTXNNSA-N,"(5alpha,6alpha)-3-Methoxy-17-methyl-4,5-epoxymorphinan-6-ol",COC1=C2O[C@H]3[C@@H](O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"InChI=1S/C18H23NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-13,17,20H,4-5,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",C18H23NO3,301.386,301.1677936,33,246,29,9
DTXSID5022980,Emetine,483-18-1,AUVVAXYIELKVAI-CKBKHPSWSA-N,"(1'beta)-6',7',10,11-Tetramethoxyemetan",CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,"InChI=1S/C29H40N2O4/c1-6-18-17-31-10-8-20-14-27(33-3)29(35-5)16-23(20)25(31)12-21(18)11-24-22-15-28(34-4)26(32-2)13-19(22)7-9-30-24/h13-16,18,21,24-25,30H,6-12,17H2,1-5H3/t18-,21-,24+,25-/m0/s1",C29H40N2O4,480.649,480.2988078,38,1647,73,13
DTXSID5022982,Enalapril,75847-73-3,GBXSMTUPTTWBMN-XIRDDKMYSA-N,N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,"InChI=1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1",C20H28N2O5,376.453,376.199822,37,5838,87,8
DTXSID5022986,Epinephrine,51-43-4,UCTWMZQNUQWSLP-VIFPVBQESA-N,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",CNC[C@H](O)C1=CC=C(O)C(O)=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",C9H13NO3,183.207,183.0895433,54,53222,133,30
DTXSID5023031,Etofylline,519-37-9,NWPRCRWQMGIBOT-UHFFFAOYSA-N,"7-(2-Hydroxyethyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O,"InChI=1S/C9H12N4O3/c1-11-7-6(8(15)12(2)9(11)16)13(3-4-14)5-10-7/h5,14H,3-4H2,1-2H3",C9H12N4O3,224.22,224.0909403,37,46,143,4
DTXSID5023033,Etomidate,33125-97-2,NPUKDXXFDDZOKR-UHFFFAOYSA-N,Ethyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate,CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1,"InChI=1/C14H16N2O2/c1-3-18-14(17)13-9-15-10-16(13)11(2)12-7-5-4-6-8-12/h4-11H,3H2,1-2H3",C14H16N2O2,244.294,244.1211778,42,1734,103,7
DTXSID5023037,Exemestane,107868-30-4,BFYIZQONLCFLEV-DAELLWKTSA-N,"6-Methylideneandrosta-1,4-diene-3,17-dione",C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1",C20H24O2,296.41,296.17763,39,634,111,22
DTXSID5023039,Famotidine,76824-35-6,XUFQPHANEAPEMJ-UHFFFAOYSA-N,"3-[({2-[(Diaminomethylidene)amino]-1,3-thiazol-4-yl}methyl)sulfanyl]-N'-sulfamoylpropanimidamide",NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,"InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)",C8H15N7O2S3,337.44,337.0449363,63,1534,61,15
DTXSID5023081,D-Fructose,57-48-7,RFSUNEUAIZKAJO-ARQDHWQXSA-N,beta-D-Fructofuranose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",C6H12O6,180.156,180.0633881,48,15000,102,60
DTXSID5023114,Guaifenesin,93-14-1,HSRJKNPTNIJEKV-UHFFFAOYSA-N,"3-(2-Methoxyphenoxy)propane-1,2-diol",COC1=CC=CC=C1OCC(O)CO,"InChI=1/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3",C10H14O4,198.218,198.0892089,59,541,150,22
DTXSID5023116,Guanethidine,55-65-2,ACGDKVXYNVEAGU-UHFFFAOYSA-N,N-[2-(Azocan-1-yl)ethyl]guanidine,NC(=N)NCCN1CCCCCCC1,"InChI=1S/C10H22N4/c11-10(12)13-6-9-14-7-4-2-1-3-5-8-14/h1-9H2,(H4,11,12,13)",C10H22N4,198.314,198.1844467,29,3760,87,13
DTXSID5023118,Halazepam,23092-17-3,WYCLKVQLVUQKNZ-UHFFFAOYSA-N,"7-Chloro-5-phenyl-1-(2,2,2-trifluoroethyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",FC(F)(F)CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1,"InChI=1S/C17H12ClF3N2O/c18-12-6-7-14-13(8-12)16(11-4-2-1-3-5-11)22-9-15(24)23(14)10-17(19,20)21/h1-8H,9-10H2",C17H12ClF3N2O,352.74,352.0590252,30,29,45,13
DTXSID5023168,Iproniazid,54-92-2,NYMGNSNKLVNMIA-UHFFFAOYSA-N,N'-(Propan-2-yl)pyridine-4-carbohydrazide,CC(C)NNC(=O)C1=CC=NC=C1,"InChI=1S/C9H13N3O/c1-7(2)11-12-9(13)8-3-5-10-6-4-8/h3-7,11H,1-2H3,(H,12,13)",C9H13N3O,179.223,179.1058621,30,1679,106,7
DTXSID5023243,Mefenamic acid,61-68-7,HYYBABOKPJLUIN-UHFFFAOYSA-N,"2-(2,3-Dimethylanilino)benzoic acid",CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",C15H15NO2,241.29,241.1102787,67,980,183,16
DTXSID5023293,Methsuximide,77-41-8,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,"1,3-Dimethyl-3-phenylpyrrolidine-2,5-dione",CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,"InChI=1/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3",C12H13NO2,203.241,203.0946287,37,55,56,13
DTXSID5023299,Methylphenidate,113-45-1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,Methyl phenyl(piperidin-2-yl)acetate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,"InChI=1/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",C14H19NO2,233.311,233.1415789,39,6271,49,23
DTXSID5023320,Midazolam,59467-70-8,DDLIGBOFAVUZHB-UHFFFAOYSA-N,"8-Chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine",CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,"InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3",C18H13ClFN3,325.77,325.0782033,42,10454,61,21
DTXSID5023372,Nitrazepam,146-22-5,KJONHKAYOJNZEC-UHFFFAOYSA-N,"7-Nitro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one",[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,"InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",C15H11N3O3,281.271,281.0800412,54,764,89,20
DTXSID5023378,Norepinephrine,51-41-2,SFLSHLFXELFNJZ-QMMMGPOBSA-N,"4-[(1R)-2-Amino-1-hydroxyethyl]benzene-1,2-diol",NC[C@H](O)C1=CC=C(O)C(O)=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",C8H11NO3,169.18,169.0738932,50,82904,157,17
DTXSID5023405,Oxomemazine,3689-50-7,QTQPVLDZQVPLGV-UHFFFAOYSA-N,"10-[3-(Dimethylamino)-2-methylpropyl]-5lambda~6~-phenothiazine-5,5(10H)-dione",CC(CN(C)C)CN1C2=C(C=CC=C2)S(=O)(=O)C2=C1C=CC=C2,"InChI=1/C18H22N2O2S/c1-14(12-19(2)3)13-20-15-8-4-6-10-17(15)23(21,22)18-11-7-5-9-16(18)20/h4-11,14H,12-13H2,1-3H3",C18H22N2O2S,330.45,330.1401991,25,4,39,4
DTXSID5023407,Oxycodone,76-42-6,BRUQQQPBMZOVGD-XFKAJCMBSA-N,"(5alpha)-14-Hydroxy-3-methoxy-17-methyl-4,5-epoxymorphinan-6-one",COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"InChI=1S/C18H21NO4/c1-19-8-7-17-14-10-3-4-12(22-2)15(14)23-16(17)11(20)5-6-18(17,21)13(19)9-10/h3-4,13,16,21H,5-9H2,1-2H3/t13-,16+,17+,18-/m1/s1",C18H21NO4,315.369,315.1470582,38,1661,46,41
DTXSID5023409,Oxymorphone,76-41-5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,"(5alpha)-3,14-Dihydroxy-17-methyl-4,5-epoxymorphinan-6-one",CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,"InChI=1S/C17H19NO4/c1-18-7-6-16-13-9-2-3-10(19)14(13)22-15(16)11(20)4-5-17(16,21)12(18)8-9/h2-3,12,15,19,21H,4-8H2,1H3/t12-,15+,16+,17-/m1/s1",C17H19NO4,301.342,301.1314081,31,460,43,20
DTXSID5023455,Phenmetrazine,134-49-6,OOBHFESNSZDWIU-UHFFFAOYSA-N,3-Methyl-2-phenylmorpholine,CC1NCCOC1C1=CC=CC=C1,"InChI=1/C11H15NO/c1-9-11(13-8-7-12-9)10-5-3-2-4-6-10/h2-6,9,11-12H,7-8H2,1H3",C11H15NO,177.247,177.1153641,33,478,54,17
DTXSID5023459,Phenprocoumon,435-97-2,DQDAYGNAKTZFIW-UHFFFAOYSA-N,4-Hydroxy-3-(1-phenylpropyl)-2H-1-benzopyran-2-one,CCC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,"InChI=1/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3",C18H16O3,280.323,280.1099444,29,889,69,10
DTXSID5023532,Proscillaridin,466-06-8,MYEJFUXQJGHEQK-ALRJYLEOSA-N,"(3beta)-3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-14-hydroxybufa-4,20,22-trienolide",C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C2=COC(=O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3/t16-,19-,20+,21-,22+,24-,25+,26+,27-,28-,29+,30-/m0/s1",C30H42O8,530.658,530.2879683,34,90,28,4
DTXSID5023536,Proxyphylline,603-00-9,KYHQZNGJUGFTGR-UHFFFAOYSA-N,"7-(2-Hydroxypropyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"InChI=1/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",C10H14N4O3,238.247,238.1065903,42,44,82,4
DTXSID5023538,Pyrantel,15686-83-6,YSAUAVHXTIETRK-AATRIKPKSA-N,"1-Methyl-2-[(E)-2-(thiophen-2-yl)ethenyl]-1,4,5,6-tetrahydropyrimidine",CN1CCCN=C1\C=C\C1=CC=CS1,"InChI=1S/C11H14N2S/c1-13-8-3-7-12-11(13)6-5-10-4-2-9-14-10/h2,4-6,9H,3,7-8H2,1H3/b6-5+",C11H14N2S,206.31,206.0877696,25,323,61,8
DTXSID5023588,D-Glucitol,50-70-4,FBPFZTCFMRRESA-JGWLITMVSA-N,D-Glucitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",C6H14O6,182.172,182.0790382,69,5994,145,595
DTXSID5023611,Sulfamethoxypyridazine,80-35-3,VLYWMPOKSSWJAL-UHFFFAOYSA-N,4-Amino-N-(6-methoxypyridazin-3-yl)benzene-1-sulfonamide,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1,"InChI=1S/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)",C11H12N4O3S,280.3,280.0630114,47,664,128,4
DTXSID5023613,Sulfameter,651-06-9,GPTONYMQFTZPKC-UHFFFAOYSA-N,4-Amino-N-(5-methoxypyrimidin-2-yl)benzene-1-sulfonamide,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,"InChI=1S/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",C11H12N4O3S,280.3,280.0630114,47,4769,138,5
DTXSID5023615,Sulfamethizole,144-82-1,VACCAVUAMIDAGB-UHFFFAOYSA-N,"4-Amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1-sulfonamide",CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)",C9H10N4O2S2,270.33,270.0245179,67,293,143,8
