connectivity_key,ce_numeric,mu,survival_yield,fragment_depth,precursor_mass_ratio,n_acquisitions,n_creation_dates,precursor_mass,scan_lo,adduct,n_accepted_rows
ABOOPXYCKNFDNJ,45.0,0.48967692446841543,0.0,0.48967692446841543,,1,1,345.063659667969,40.0,[M+H]+,2
ABOOPXYCKNFDNJ,60.0,0.44836355234859276,0.0,0.44836355234859276,,1,1,345.063659667969,40.0,[M+H]+,2
ABOOPXYCKNFDNJ,75.0,0.41513031364087427,0.0,0.41513031364087427,,1,1,345.063659667969,40.0,[M+H]+,2
ABOOPXYCKNFDNJ,90.0,0.3792523867274994,0.0,0.3792523867274994,,1,1,345.063659667969,40.0,[M+H]+,2
ACGPKIHTJATAMX,15.0,0.9477728020501568,0.9279012368730418,0.275633554120625,0.9999986279237283,1,1,352.175964355469,40.0,[M+H]+,2
ACGPKIHTJATAMX,30.0,0.6566311294341984,0.4410634391660348,0.3856754053734049,0.9999991057760456,1,1,352.175872802734,40.0,[M+H]+,2
ACGPKIHTJATAMX,45.0,0.3498231384940442,0.028134388900923183,0.3310012813129775,0.9999995398978326,1,1,352.175872802734,40.0,[M+H]+,2
ACGPKIHTJATAMX,60.0,0.28343615535614414,0.0,0.28343615535614414,,1,1,352.175872802734,40.0,[M+H]+,2
ACGPKIHTJATAMX,75.0,0.26110356984211414,0.0,0.26110356984211414,,1,1,352.175872802734,40.0,[M+H]+,2
ACGPKIHTJATAMX,90.0,0.24649840519873178,0.0,0.24649840519873178,,1,1,352.175872802734,40.0,[M+H]+,2
ACMXQHFNODYQAT,15.0,0.5685152863846681,0.024133134381734134,0.5578447454651322,0.9999978761256972,1,1,413.128356933594,40.0,[M+H]+,2
ACMXQHFNODYQAT,30.0,0.4843527168055865,0.0,0.4843527168055865,,1,1,413.128387451172,40.0,[M+H]+,2
ACMXQHFNODYQAT,45.0,0.44471077163027867,0.0,0.44471077163027867,,1,1,413.128387451172,40.0,[M+H]+,2
ACMXQHFNODYQAT,60.0,0.4159740584519339,0.0,0.4159740584519339,,1,1,413.128387451172,40.0,[M+H]+,2
ACMXQHFNODYQAT,75.0,0.3931001213733998,0.0,0.3931001213733998,,1,1,413.128387451172,40.0,[M+H]+,2
ACMXQHFNODYQAT,90.0,0.357209346792827,0.0,0.357209346792827,,1,1,413.128387451172,40.0,[M+H]+,2
ACWBQPMHZXGDFX,15.0,0.6467323863244263,0.007496558372893455,0.6440641089218635,0.9999977613844261,1,1,436.235015869141,40.0,[M+H]+,2
ACWBQPMHZXGDFX,30.0,0.5249713922660639,0.0,0.5249713922660639,,1,1,436.235198974609,40.0,[M+H]+,2
ACWBQPMHZXGDFX,45.0,0.4649353151236685,0.0,0.4649353151236685,,1,1,436.235198974609,40.0,[M+H]+,2
ACWBQPMHZXGDFX,60.0,0.4333228878629781,0.0,0.4333228878629781,,1,1,436.235198974609,40.0,[M+H]+,2
ACWBQPMHZXGDFX,75.0,0.4061665186883122,0.0,0.4061665186883122,,1,1,436.235015869141,40.0,[M+H]+,2
ACWBQPMHZXGDFX,90.0,0.39608058418092784,0.0,0.39608058418092784,,1,1,436.235198974609,40.0,[M+H]+,2
ADFIQZBYNGPCGY,15.0,0.592596916955092,0.023902782125654547,0.5826203709026193,1.000000490088201,1,1,339.143859863281,40.0,[M+H]+,2
ADFIQZBYNGPCGY,30.0,0.47725429156254795,0.0,0.47725429156254795,,1,1,339.144134521484,40.0,[M+H]+,2
ADFIQZBYNGPCGY,45.0,0.4120026371723567,0.0,0.4120026371723567,,1,1,339.144134521484,40.0,[M+H]+,2
ADFIQZBYNGPCGY,60.0,0.3689905630698991,0.0,0.3689905630698991,,1,1,339.144134521484,40.0,[M+H]+,2
ADFIQZBYNGPCGY,75.0,0.33577185313035846,0.0,0.33577185313035846,,1,1,339.144134521484,40.0,[M+H]+,2
ADFIQZBYNGPCGY,90.0,0.3180948859059661,0.0,0.3180948859059661,,1,1,339.144134521484,40.0,[M+H]+,2
ADIMAYPTOBDMTL,15.0,0.9503108214469368,0.5029163765534774,0.9000391281251314,0.9999994707696104,1,1,287.058410644531,40.0,[M+H]+,2
ADIMAYPTOBDMTL,30.0,0.8178045841276413,0.026451729571746914,0.8128542476106861,1.0000002905009266,1,1,287.058349609375,40.0,[M+H]+,2
ADIMAYPTOBDMTL,45.0,0.6611871829209793,0.0,0.6611871829209793,,1,1,287.058349609375,40.0,[M+H]+,2
ADIMAYPTOBDMTL,60.0,0.5180526788586558,0.0,0.5180526788586558,,1,1,287.058349609375,40.0,[M+H]+,2
ADIMAYPTOBDMTL,75.0,0.45953230721421234,0.0,0.45953230721421234,,1,1,287.058319091797,40.0,[M+H]+,2
ADIMAYPTOBDMTL,90.0,0.4222817120157319,0.0,0.4222817120157319,,1,1,287.058319091797,40.0,[M+H]+,2
ADWTYURAFSWNSU,15.0,0.8924489782548733,0.7375083628368603,0.5902676039696295,1.0000004144870438,1,1,212.058502197266,40.0,[M+H]+,2
ADWTYURAFSWNSU,30.0,0.648528474342224,0.1453647550468519,0.5887467851221038,0.9999997687002229,1,1,212.058654785156,40.0,[M+H]+,2
ADWTYURAFSWNSU,45.0,0.5670930937390258,0.009456460227293515,0.5629602722493136,0.9999971116560986,1,1,212.058959960938,40.0,[M+H]+,2
ADWTYURAFSWNSU,60.0,0.506235232746363,0.0,0.506235232746363,,1,1,212.058654785156,40.0,[M+H]+,2
ADWTYURAFSWNSU,75.0,0.4481391626284508,0.0,0.4481391626284508,,1,1,212.058654785156,40.0,[M+H]+,2
ADWTYURAFSWNSU,90.0,0.4054730861069501,0.0,0.4054730861069501,,1,1,212.058685302734,40.0,[M+H]+,2
AEHJMNVBLRLZKK,15.0,0.3348387364474352,0.0491905670126185,0.30042637153375457,0.9999988099822302,1,1,489.975372314453,40.0,[M+H]+,2
AEHJMNVBLRLZKK,30.0,0.25835400601103864,0.0,0.25835400601103864,,1,1,489.975372314453,40.0,[M+H]+,2
AEHJMNVBLRLZKK,45.0,0.2398926604834028,0.0,0.2398926604834028,,1,1,489.975280761719,40.0,[M+H]+,2
AEHJMNVBLRLZKK,60.0,0.22974642429092074,0.0,0.22974642429092074,,1,1,489.975280761719,40.0,[M+H]+,2
AEHJMNVBLRLZKK,75.0,0.2262436337451217,0.0,0.2262436337451217,,1,1,489.975280761719,40.0,[M+H]+,2
AEHJMNVBLRLZKK,90.0,0.22128697343419487,0.0,0.22128697343419487,,1,1,489.975280761719,40.0,[M+H]+,2
AFIIBUOYKYSPKB,15.0,0.6434485080650029,0.11450187579991684,0.5973435555304804,1.0000002999063309,1,1,226.087005615234,40.0,[M+H]+,2
AFIIBUOYKYSPKB,30.0,0.47746788652654054,0.0,0.47746788652654054,,1,1,226.087051391602,40.0,[M+H]+,2
AFIIBUOYKYSPKB,45.0,0.38402504258603476,0.0,0.38402504258603476,,1,1,226.087005615234,40.0,[M+H]+,2
AFIIBUOYKYSPKB,60.0,0.33288495843316174,0.0,0.33288495843316174,,1,1,226.087005615234,40.0,[M+H]+,2
AFIIBUOYKYSPKB,75.0,0.2970304925449933,0.0,0.2970304925449933,,1,1,226.087051391602,40.0,[M+H]+,2
AFIIBUOYKYSPKB,90.0,0.2783998270311228,0.0,0.2783998270311228,,1,1,226.087005615234,40.0,[M+H]+,2
AGOYDEPGAOXOCK,15.0,0.31347983894593534,0.015777831807961495,0.30247438472995386,1.0000007844237389,1,1,748.483581542969,40.0,[M+H]+,2
AGOYDEPGAOXOCK,30.0,0.1784835404819591,0.0,0.1784835404819591,,1,1,748.484741210938,40.0,[M+H]+,2
AGOYDEPGAOXOCK,45.0,0.14637113781899716,0.0,0.14637113781899716,,1,1,748.484741210938,40.0,[M+H]+,2
AGOYDEPGAOXOCK,60.0,0.12235693473370356,0.0,0.12235693473370356,,1,1,748.483581542969,40.0,[M+H]+,2
AGOYDEPGAOXOCK,75.0,0.10907897678787705,0.0,0.10907897678787705,,1,1,748.484741210938,40.0,[M+H]+,2
AGOYDEPGAOXOCK,90.0,0.1015260593902177,0.0,0.1015260593902177,,1,1,748.484741210938,40.0,[M+H]+,2
AGTBLMHWQIEASU,15.0,0.6756213497059378,0.0,0.6756213497059378,,1,1,299.139282226563,40.0,[M+H]+,2
AGTBLMHWQIEASU,30.0,0.6094195037594088,0.0,0.6094195037594088,,1,1,299.139282226563,40.0,[M+H]+,2
AGTBLMHWQIEASU,45.0,0.5771258154144131,0.0,0.5771258154144131,,1,1,299.139282226563,40.0,[M+H]+,2
AGTBLMHWQIEASU,60.0,0.5529263665288426,0.0,0.5529263665288426,,1,1,299.139282226563,40.0,[M+H]+,2
AGTBLMHWQIEASU,75.0,0.5180612109890705,0.0,0.5180612109890705,,1,1,299.139282226563,40.0,[M+H]+,2
AGTBLMHWQIEASU,90.0,0.47978120631279547,0.0,0.47978120631279547,,1,1,299.139282226563,40.0,[M+H]+,2
AHIPJALLQVEEQF,15.0,0.7953096165915922,0.18903764678753407,0.7475955209823698,1.000000776866928,1,1,278.138641357422,40.0,[M+H]+,2
AHIPJALLQVEEQF,30.0,0.6247941337653213,0.0,0.6247941337653213,,1,1,278.138732910156,40.0,[M+H]+,2
AHIPJALLQVEEQF,45.0,0.5163310722155593,0.0,0.5163310722155593,,1,1,278.138641357422,40.0,[M+H]+,2
AHIPJALLQVEEQF,60.0,0.45048684366762404,0.0,0.45048684366762404,,1,1,278.138641357422,40.0,[M+H]+,2
AHIPJALLQVEEQF,75.0,0.4162562233679523,0.0,0.4162562233679523,,1,1,278.138732910156,40.0,[M+H]+,2
AHIPJALLQVEEQF,90.0,0.39027914158359767,0.0,0.39027914158359767,,1,1,278.138732910156,40.0,[M+H]+,2
AHMMSNQYOPMLSX,15.0,0.37841780932254904,0.026951150838624007,0.3612014049348652,1.0000017474794491,1,1,453.336395263672,40.0,[M+H]+,2
AHMMSNQYOPMLSX,30.0,0.2769064672200766,0.0,0.2769064672200766,,1,1,453.336151123047,40.0,[M+H]+,2
AHMMSNQYOPMLSX,45.0,0.24910039435335415,0.0,0.24910039435335415,,1,1,453.336151123047,40.0,[M+H]+,2
AHMMSNQYOPMLSX,60.0,0.22948578064213612,0.0,0.22948578064213612,,1,1,453.336151123047,40.0,[M+H]+,2
AHMMSNQYOPMLSX,75.0,0.21541917833157553,0.0,0.21541917833157553,,1,1,453.336151123047,40.0,[M+H]+,2
AHMMSNQYOPMLSX,90.0,0.19581722545349953,0.0,0.19581722545349953,,1,1,453.336151123047,40.0,[M+H]+,2
AHOUBRCZNHFOSL,15.0,0.8360289647086279,0.6782852990794045,0.49032260421114426,0.999999521824853,1,1,330.150054931641,40.0,[M+H]+,2
AHOUBRCZNHFOSL,30.0,0.4489748916069489,0.09365203624853646,0.39203807985790834,0.9999993589692359,1,1,330.150054931641,40.0,[M+H]+,2
AHOUBRCZNHFOSL,45.0,0.3244724858127062,0.0,0.3244724858127062,,1,1,330.150115966797,40.0,[M+H]+,2
AHOUBRCZNHFOSL,60.0,0.2907821318595409,0.0,0.2907821318595409,,1,1,330.150115966797,40.0,[M+H]+,2
AHOUBRCZNHFOSL,75.0,0.27771012388091937,0.0,0.27771012388091937,,1,1,330.150115966797,40.0,[M+H]+,2
AHOUBRCZNHFOSL,90.0,0.27374813079590243,0.0,0.27374813079590243,,1,1,330.150115966797,40.0,[M+H]+,2
AKNNEGZIBPJZJG,15.0,0.7423079751532705,0.44833446125966414,0.5328840529208078,0.999999432907557,1,1,414.154968261719,40.0,[M+H]+,2
AKNNEGZIBPJZJG,30.0,0.572105864798985,0.025024171700487728,0.561123347249622,0.9999997137008998,1,1,414.15478515625,40.0,[M+H]+,2
AKNNEGZIBPJZJG,45.0,0.5633921263893592,0.00022046459025231328,0.5632958492606216,0.9999969477343738,1,1,414.15478515625,40.0,[M+H]+,2
AKNNEGZIBPJZJG,60.0,0.5258452976738521,0.0,0.5258452976738521,,1,1,414.15478515625,40.0,[M+H]+,2
AKNNEGZIBPJZJG,75.0,0.49099529370493245,0.0,0.49099529370493245,,1,1,414.15478515625,40.0,[M+H]+,2
AKNNEGZIBPJZJG,90.0,0.4407136171091259,0.0,0.4407136171091259,,1,1,414.15478515625,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,15.0,0.7476933911323421,0.2500726770503911,0.6635588741230366,0.9999991362167319,1,1,300.030364990234,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,30.0,0.5731196535436327,0.010981709445828354,0.5683797342131159,0.9999991786992636,1,1,300.030364990234,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,45.0,0.5265956582021791,0.0,0.5265956582021791,,1,1,300.030242919922,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,60.0,0.51756471356272,0.0,0.51756471356272,,1,1,300.030242919922,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,75.0,0.5045895860858834,0.0,0.5045895860858834,,1,1,300.030242919922,40.0,[M+H]+,2
AKNQMEBLVAMSNZ,90.0,0.47554813893078673,0.0,0.47554813893078673,,1,1,300.030242919922,40.0,[M+H]+,2
ALEXXDVDDISNDU,15.0,0.7351925344992106,0.27937368573176125,0.6325324169048708,0.9999976537450658,1,1,405.227569580078,40.0,[M+H]+,2
ALEXXDVDDISNDU,30.0,0.4474565049243696,0.0,0.4474565049243696,,1,1,405.227569580078,40.0,[M+H]+,2
ALEXXDVDDISNDU,45.0,0.36818304682363556,0.0,0.36818304682363556,,1,1,405.227172851563,40.0,[M+H]+,2
ALEXXDVDDISNDU,60.0,0.3234736997876603,0.0,0.3234736997876603,,1,1,405.227569580078,40.0,[M+H]+,2
ALEXXDVDDISNDU,75.0,0.29301967149127706,0.0,0.29301967149127706,,1,1,405.227172851563,40.0,[M+H]+,2
ALEXXDVDDISNDU,90.0,0.27384422611962506,0.0,0.27384422611962506,,1,1,405.227172851563,40.0,[M+H]+,2
ALRRPAKWGUBPBK,15.0,0.8087556221847758,0.052610251546986044,0.7981355248917208,0.999999172769743,1,0,396.093597412109,40.0,[M+H]+,1
ALRRPAKWGUBPBK,30.0,0.738460345696987,0.0,0.738460345696987,,1,0,396.093566894531,40.0,[M+H]+,1
ALRRPAKWGUBPBK,45.0,0.45023932199819333,0.0,0.45023932199819333,,1,0,396.093566894531,40.0,[M+H]+,1
ALRRPAKWGUBPBK,60.0,0.33214318966202616,0.0,0.33214318966202616,,1,0,396.093566894531,40.0,[M+H]+,1
ALRRPAKWGUBPBK,75.0,0.2829857414753949,0.0,0.2829857414753949,,1,0,396.093566894531,40.0,[M+H]+,1
ALRRPAKWGUBPBK,90.0,0.263855986492014,0.0,0.263855986492014,,1,0,396.093566894531,40.0,[M+H]+,1
AMEKQAFGQBKLKX,15.0,0.6599983330638448,0.007063453663656486,0.6575796716932628,0.9999987609592946,1,1,268.063995361328,40.0,[M+H]+,2
AMEKQAFGQBKLKX,30.0,0.60271434140559,0.0,0.60271434140559,,1,1,268.063995361328,40.0,[M+H]+,2
AMEKQAFGQBKLKX,45.0,0.4475008378560365,0.0,0.4475008378560365,,1,1,268.063995361328,40.0,[M+H]+,2
AMEKQAFGQBKLKX,60.0,0.25744323683785497,0.0,0.25744323683785497,,1,1,268.063995361328,40.0,[M+H]+,2
AMEKQAFGQBKLKX,75.0,0.18636040560514988,0.0,0.18636040560514988,,1,1,268.063995361328,40.0,[M+H]+,2
AMEKQAFGQBKLKX,90.0,0.1724659095267035,0.0,0.1724659095267035,,1,1,268.063995361328,40.0,[M+H]+,2
AMFDITJFBUXZQN,15.0,0.8502527283155651,0.4575816143596084,0.7239319013014938,0.999993751362622,1,0,266.125274658203,40.0,[M+H]+,1
AMFDITJFBUXZQN,30.0,0.6879459815106334,0.051534017981379084,0.670991077374994,0.999995195426994,1,0,266.124847412109,40.0,[M+H]+,1
AMFDITJFBUXZQN,45.0,0.6192393013588915,0.0013727890557229511,0.6187158881543131,0.9999931152682026,1,0,266.125274658203,40.0,[M+H]+,1
AMFDITJFBUXZQN,60.0,0.5668461520270761,0.0,0.5668461520270761,,1,0,266.125274658203,40.0,[M+H]+,1
AMFDITJFBUXZQN,75.0,0.5169217293622409,0.0,0.5169217293622409,,1,0,266.125274658203,40.0,[M+H]+,1
AMFDITJFBUXZQN,90.0,0.4918242780911105,0.0,0.4918242780911105,,1,0,266.125274658203,40.0,[M+H]+,1
AMFGTOFWMRQMEM,15.0,0.5510605931542866,0.05012144329115408,0.5273717198718896,1.0000012318512055,1,1,314.072387695313,40.0,[M+H]+,2
AMFGTOFWMRQMEM,30.0,0.49701595432707407,0.0,0.49701595432707407,,1,1,314.072418212891,40.0,[M+H]+,2
AMFGTOFWMRQMEM,45.0,0.4564434412418422,0.0,0.4564434412418422,,1,1,314.072418212891,40.0,[M+H]+,2
AMFGTOFWMRQMEM,60.0,0.4093612980331231,0.0,0.4093612980331231,,1,1,314.072418212891,40.0,[M+H]+,2
AMFGTOFWMRQMEM,75.0,0.36601314476060576,0.0,0.36601314476060576,,1,1,314.072418212891,40.0,[M+H]+,2
AMFGTOFWMRQMEM,90.0,0.33318806890572683,0.0,0.33318806890572683,,1,1,314.072418212891,40.0,[M+H]+,2
ANJTVLIZGCUXLD,15.0,0.9783819234526367,0.9428866937593109,0.6214997007668593,0.9999992861866936,1,1,191.117889404297,40.0,[M+H]+,2
ANJTVLIZGCUXLD,30.0,0.838668656277356,0.5315613023045568,0.6555986291523979,0.999999221015025,1,1,191.117904663086,40.0,[M+H]+,2
ANJTVLIZGCUXLD,45.0,0.6490670948716148,0.12639748803982484,0.5982923416806075,0.9999993216089539,1,1,191.117904663086,40.0,[M+H]+,2
ANJTVLIZGCUXLD,60.0,0.5477623797718897,0.010197666317022805,0.5431030997793092,0.9999997904273329,1,1,191.117904663086,40.0,[M+H]+,2
ANJTVLIZGCUXLD,75.0,0.4970403112394039,0.0,0.4970403112394039,,1,1,191.117904663086,40.0,[M+H]+,2
ANJTVLIZGCUXLD,90.0,0.4637584710970308,0.0,0.4637584710970308,,1,1,191.117904663086,40.0,[M+H]+,2
ANVREEJNGJMLOV,15.0,0.546731679416306,0.14674461930628238,0.4687773421668238,1.0000018437397058,1,1,453.218536376953,40.0,[M+H]+,2
ANVREEJNGJMLOV,30.0,0.4183881322704422,0.0,0.4183881322704422,,1,1,453.218536376953,40.0,[M+H]+,2
ANVREEJNGJMLOV,45.0,0.40846905715304993,0.0,0.40846905715304993,,1,1,453.218658447266,40.0,[M+H]+,2
ANVREEJNGJMLOV,60.0,0.33969683748432034,0.0,0.33969683748432034,,1,1,453.218658447266,40.0,[M+H]+,2
ANVREEJNGJMLOV,75.0,0.27834663669042214,0.0,0.27834663669042214,,1,1,453.218658447266,40.0,[M+H]+,2
ANVREEJNGJMLOV,90.0,0.24045868720633287,0.0,0.24045868720633287,,1,1,453.218658447266,40.0,[M+H]+,2
AOOCSKCGZYCEJX,15.0,0.9415932737903293,0.9198306760812128,0.27146842509185826,0.999999084183842,1,1,261.159881591797,40.0,[M+H]+,2
AOOCSKCGZYCEJX,30.0,0.7323400794235569,0.5068531106417675,0.45724186755768714,0.9999991400099479,1,1,261.159912109375,40.0,[M+H]+,2
AOOCSKCGZYCEJX,45.0,0.4697088628246918,0.07586373274408109,0.42617654119838205,0.9999991050466673,1,1,261.159912109375,40.0,[M+H]+,2
AOOCSKCGZYCEJX,60.0,0.39028334257912844,0.004740216674325399,0.387379390964808,0.9999994068491623,1,1,261.159912109375,40.0,[M+H]+,2
AOOCSKCGZYCEJX,75.0,0.34742574710717516,0.0,0.34742574710717516,,1,1,261.159912109375,40.0,[M+H]+,2
AOOCSKCGZYCEJX,90.0,0.31788495870406325,0.0,0.31788495870406325,,1,1,261.159912109375,40.0,[M+H]+,2
APTZNLHMIGJTEW,15.0,0.8637675140131076,0.525441083699217,0.7129268969013519,1.0000011699098605,1,1,413.027923583984,40.0,[M+H]+,2
APTZNLHMIGJTEW,30.0,0.7223700230359456,0.007289535497556461,0.7203313359258797,1.0000044523746958,1,1,413.027801513672,40.0,[M+H]+,2
APTZNLHMIGJTEW,45.0,0.6355716661974962,0.0,0.6355716661974962,,1,1,413.027801513672,40.0,[M+H]+,2
APTZNLHMIGJTEW,60.0,0.5369574302473377,0.0,0.5369574302473377,,1,1,413.027801513672,40.0,[M+H]+,2
APTZNLHMIGJTEW,75.0,0.4742565647104641,0.0,0.4742565647104641,,1,1,413.027801513672,40.0,[M+H]+,2
APTZNLHMIGJTEW,90.0,0.4264880157639355,0.0,0.4264880157639355,,1,1,413.027801513672,40.0,[M+H]+,2
AQHHHDLHHXJYJD,15.0,0.9307611542643376,0.8557285760733635,0.5200577109148157,1.0000036363320726,1,1,260.164611816406,40.0,[M+H]+,2
AQHHHDLHHXJYJD,30.0,0.5141163648742597,0.11323181126521994,0.4520738693273655,0.9999984750865515,1,1,260.164611816406,40.0,[M+H]+,2
AQHHHDLHHXJYJD,45.0,0.40892496113290855,0.0015844863096153594,0.4079869237750695,1.0000004692040263,1,1,260.164672851563,40.0,[M+H]+,2
AQHHHDLHHXJYJD,60.0,0.3925719164170426,0.0,0.3925719164170426,,1,1,260.164672851563,40.0,[M+H]+,2
AQHHHDLHHXJYJD,75.0,0.41500551228955285,0.0,0.41500551228955285,,1,1,260.164611816406,40.0,[M+H]+,2
AQHHHDLHHXJYJD,90.0,0.4256208547527336,0.0,0.4256208547527336,,1,1,260.164611816406,40.0,[M+H]+,2
ARAIBEBZBOPLMB,15.0,0.658466817422151,0.5099265112118693,0.30310366316287835,0.9999945806692694,1,0,333.140411376953,40.0,[M+H]+,1
ARAIBEBZBOPLMB,30.0,0.34470087373880387,0.01035064153051076,0.33784723159649405,0.9999938359501545,1,0,333.140411376953,40.0,[M+H]+,1
ARAIBEBZBOPLMB,45.0,0.3155535780157129,0.0,0.3155535780157129,,1,0,333.140533447266,40.0,[M+H]+,1
ARAIBEBZBOPLMB,60.0,0.2859692727393599,0.0,0.2859692727393599,,1,0,333.140533447266,40.0,[M+H]+,1
ARAIBEBZBOPLMB,75.0,0.262316218926139,0.0,0.262316218926139,,1,0,333.140533447266,40.0,[M+H]+,1
ARAIBEBZBOPLMB,90.0,0.24234277676918983,0.0,0.24234277676918983,,1,0,333.140533447266,40.0,[M+H]+,1
ASDAXOTYWQZBDR,15.0,0.9636085584161489,0.9550580962766426,0.1902661405662493,0.9999995179019594,1,1,368.1708984375,40.0,[M+H]+,2
ASDAXOTYWQZBDR,30.0,0.5280281487808182,0.29334218798579814,0.33210698719219345,0.999999876837204,1,1,368.170837402344,40.0,[M+H]+,2
ASDAXOTYWQZBDR,45.0,0.3204858244894624,0.015634710092624,0.30969304003508125,1.0000022552646535,1,1,368.170837402344,40.0,[M+H]+,2
ASDAXOTYWQZBDR,60.0,0.2901823536616931,0.0,0.2901823536616931,,1,1,368.170837402344,40.0,[M+H]+,2
ASDAXOTYWQZBDR,75.0,0.27447009358367747,0.0,0.27447009358367747,,1,1,368.170837402344,40.0,[M+H]+,2
ASDAXOTYWQZBDR,90.0,0.2616063646622602,0.0,0.2616063646622602,,1,1,368.170837402344,40.0,[M+H]+,2
ASLWPAWFJZFCKF,15.0,0.36624416004840027,0.0,0.36624416004840027,,1,1,428.891418457031,40.0,[M+H]+,2
ASLWPAWFJZFCKF,30.0,0.24385453299890758,0.0,0.24385453299890758,,1,1,428.891418457031,40.0,[M+H]+,2
ASLWPAWFJZFCKF,45.0,0.22442825238371775,0.0,0.22442825238371775,,1,1,428.891418457031,40.0,[M+H]+,2
ASLWPAWFJZFCKF,60.0,0.222300708421955,0.0,0.222300708421955,,1,1,428.891326904297,40.0,[M+H]+,2
ASLWPAWFJZFCKF,75.0,0.2203611562814014,0.0,0.2203611562814014,,1,1,428.891326904297,40.0,[M+H]+,2
ASLWPAWFJZFCKF,90.0,0.21971833299387844,0.0,0.21971833299387844,,1,1,428.891326904297,40.0,[M+H]+,2
