parent_key,stratum,mh,compound_name,parent_smiles,formula,primary_source,primary_catalogue_id,primary_cid,vendors,catalogue_ids,n_listings,purity_stated,stock_status,scaffold_group
BCKDNMPYCIOBTA,L,282.11968,6-O-Methyldeoxyguanosine,COc1nc(N)nc2c1ncn2[C@H]1C[C@@H](O)[C@@H](CO)O1,C11H15N5O4,MedChemexpress MCE,HY-W347492,92441101.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W347492;TargetMol:TNU1537,2,,,c1ncc2ncn(C3CCCO3)c2n1
BCLGTIBYZQQFJW,L,201.06585,2-(Pyrimidin-2-yl)benzoic acid,O=C(O)c1ccccc1-c1ncccn1,C11H8N2O2,TargetMol,TYD-03170,19802118.0,TargetMol,TargetMol:TYD-03170,1,,,c1ccc(-c2ncccn2)cc1
BCLKHJKHTJFDFR,L,262.10738,3-Formylindole-2'-deoxyriboside,O=Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c2ccccc12,C14H15NO4,TargetMol,TNU1319,13009072.0,TargetMol,TargetMol:TNU1319,1,,,c1ccc2c(c1)ccn2C1CCCO1
BCMCVIQZFFTFSL,L,263.21179,Rad 242,CCCCCN(C)CC(=O)Nc1c(C)cccc1C,C16H26N2O,TargetMol,T34253,37305.0,TargetMol,TargetMol:T34253,1,,,c1ccccc1
BCMIOBTWFPSPJJ,L,222.00087,"2,3,4-Trifluoro-5-nitrobenzoic acid",O=C(O)c1cc([N+](=O)[O-])c(F)c(F)c1F,C7H2F3NO4,TargetMol,T9438,15871241.0,TargetMol,TargetMol:T9438,1,,,c1ccccc1
BCMYNNIPTQUKAC,L,171.13796,Ethyl (E)-oct-3-enoate,CCCC/C=C/CC(=O)OCC,C10H18O2,MedChemexpress MCE,HY-N12924,5364397.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N12924;TargetMol:TN7908,2,,,__ACYCLIC__BCMYNNIPTQUKAC
BCORERVQXIHMTR,L,197.0521,"N-(2-cyano-4,6-difluorophenyl)acetamide",CC(=O)Nc1c(F)cc(F)cc1C#N,C9H6F2N2O,TargetMol,Fr12829,2798141.0,TargetMol,TargetMol:Fr12829,1,,,c1ccccc1
BCOXBEHFBZOJJZ,L,205.12231,"3-Hexenyl benzoate, (3Z)-",CC/C=C\CCOC(=O)c1ccccc1,C13H16O2,TargetMol,T206027,5367706.0,TargetMol,TargetMol:T206027,1,,,c1ccccc1
BCPJJFPKMVYIOS,L,253.07066,Carboxymethyl isoferulate,COc1ccc(/C=C/C(=O)OCC(=O)O)cc1O,C12H12O6,TargetMol,T128295,129826218.0,TargetMol,TargetMol:T128295,1,,,c1ccccc1
BCPQALWAROJVLE,L,276.0615,"4-(2,4-Dinitroanilino)phenol",O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,C12H9N3O5,MedChemexpress MCE,HY-D0294,3858081.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-D0294;TargetMol:T85437,2,,,c1ccc(Nc2ccccc2)cc1
BCPWSYQGYBTINM,L,259.20162,Elaiomycin,CCCCCC/C=C\[N+]([O-])=N[C@@H](COC)[C@H](C)O,C13H26N2O3,MedChemexpress MCE,HY-N14745,20054902.0,MedChemexpress MCE,MedChemexpress MCE:HY-N14745,1,,,__ACYCLIC__BCPWSYQGYBTINM
BCQTVJKBTWGHCX,L,273.19614,Pilsicainide,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,C17H24N2O,MedChemexpress MCE,HY-133715,4820.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-101245;MedChemexpress MCE:HY-133715;TargetMol:T60482;TargetMol:T7811,4,,,O=C(CC12CCCN1CCC2)Nc1ccccc1
BCQZXOMGPXTTIC,L,196.8975,Halothane,FC(F)(F)C(Cl)Br,C2HBrClF3,MedChemexpress MCE,HY-B1010,3562.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-B1010;TargetMol:T0954,2,,,__ACYCLIC__BCQZXOMGPXTTIC
BCTQJXQXJVLSIG,L,270.14886,Mepronil,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,C17H19NO2,MedChemexpress MCE,HY-124408,41632.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-124408;TargetMol:T19789,2,,,O=C(Nc1ccccc1)c1ccccc1
BCTXUGAAOFIJGX,L,286.10872,"4,4'-(1H-1,3,4-Triazol-1-ylmethylene)dibenzonitrile",N#Cc1ccc(C(c2ccc(C#N)cc2)n2cnnc2)cc1,C17H11N5,TargetMol,T20683,14231173.0,TargetMol,TargetMol:T20683,1,,,c1ccc(C(c2ccccc2)n2cnnc2)cc1
BCVXYGJCDZPKGV,L,194.15394,1-Acetamidoadamantane,CC(=O)NC12CC3CC(CC(C3)C1)C2,C12H19NO,MedChemexpress MCE,HY-138573,64153.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-138573;MedChemexpress MCE:HY-138573S;TargetMol:T0645,3,,,C1C2CC3CC1CC(C2)C3
BCWCXWKCQMBFBQ,L,270.15223,"2,5-Dimethoxy-4-iso-propylthioamphetamine",COc1cc(SC(C)C)c(OC)cc1CC(C)N,C14H23NO2S,MedChemexpress MCE,HY-138095,44350301.0,MedChemexpress MCE,MedChemexpress MCE:HY-138095,1,,,c1ccccc1
BCXBIONYYJCSDF,L,231.17032,Ile-Val,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,C11H22N2O3,TargetMol,T32214,449407.0,TargetMol,TargetMol:T32214,1,,,__ACYCLIC__BCXBIONYYJCSDF
BCXGOEMKNZQHEG,L,181.08592,4-(1-Hydroxypropan-2-yl)benzoic acid,CC(CO)c1ccc(C(=O)O)cc1,C10H12O3,TargetMol,TN12095,15132129.0,TargetMol,TargetMol:TN12095,1,,,c1ccccc1
BCYWDUVHAPHGIP,L,201.96695,2-Bromopyridine-5-boronic acid,OB(O)c1ccc(Br)nc1,C5H5BBrNO2,MedChemexpress MCE,HY-W014815,2762706.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W014815;TargetMol:T39725,2,,,c1ccncc1
BCZCJFDTXSJBPW,L,246.08846,2-Deoxy-2 inverted exclamation mark-fluoroisocytidine,Nc1nc(=O)ccn1[C@@H]1O[C@H](CO)C(O)[C@@H]1F,C9H12FN3O4,MedChemexpress MCE,HY-154717,168265960.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-154717;TargetMol:TNU0715,2,,,O=c1ccn(C2CCCO2)cn1
BCZFSDNVXODRAJ,L,248.20089,(-)-Lycopodine,C[C@@H]1C[C@H]2CC(=O)[C@H]3CCCN4CCC[C@H]2[C@]34C1,C16H25NO,MedChemexpress MCE,HY-114372,5462445.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-114372;TargetMol:T13764,2,,,O=C1CC2CCCC34C1CCCN3CCCC24
BCZHCWCOQDRYGS,L,190.91607,3-Bromothiophene-2-carboxaldehyde,O=Cc1sccc1Br,C5H3BrOS,MedChemexpress MCE,HY-W007753,2797079.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W007753;TargetMol:TYD-00234,2,,,c1ccsc1
BCZRFDKLLBFOHJ,L,288.19581,3-Heptyl-4-hydroxy-7-methoxy-2-methylquinoline,CCCCCCCc1c(C)[nH]c2cc(OC)ccc2c1=O,C18H25NO2,MedChemexpress MCE,HY-13833,100474.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-13833;TargetMol:T27264,2,,,O=c1cc[nH]c2ccccc12
BDAXXVZMKUJADB,L,244.15433,(R)-1-(tert-Butoxycarbonyl)-2-methylpiperidine-2-carboxylic acid,CC(C)(C)OC(=O)N1CCCC[C@]1(C)C(=O)O,C12H21NO4,TargetMol,TYD-03613,27281688.0,TargetMol,TargetMol:TYD-03613,1,,,C1CCNCC1
BDBGJSXZKMTMGP,L,217.07066,"alpha-D-Glucofuranuronic acid, 1,2-O-(1-methylethylidene)-, gamma-lactone",CC1(C)O[C@H]2O[C@H]3[C@H](OC(=O)[C@H]3O)[C@H]2O1,C9H12O6,MedChemexpress MCE,HY-41840,7577574.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-150980S;MedChemexpress MCE:HY-150981S;MedChemexpress MCE:HY-41840;TargetMol:TSW-00030,4,,,O=C1CC2OC3OCOC3C2O1
BDBRZURCDWHOCK,L,267.15909,Isonordoperoxide,CC(C)[C@]12CC[C@](C)(OO1)C1=C([C@H](C)CC1=O)[C@@H]2O,C15H22O4,MedChemexpress MCE,HY-126392,10825647.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-126392;TargetMol:TN4314,2,,,O=C1CCC2=C1C1CCC(C2)OO1
BDBVOZGRVBXANN,L,275.05501,Swertianin,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,C14H10O6,MedChemexpress MCE,HY-N1994,5281661.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N1994;TargetMol:T19932,2,,,O=c1c2ccccc2oc2ccccc12
BDCBRQYHYNUWAM,L,299.12912,GW-6604,c1ccc(-c2cc(-c3cn[nH]c3-c3ccccn3)ccn2)cc1,C19H14N4,MedChemexpress MCE,HY-10327,9861063.0,MedChemexpress MCE,MedChemexpress MCE:HY-10327,1,,,c1ccc(-c2cc(-c3cn[nH]c3-c3ccccn3)ccn2)cc1
BDCFWIDZNLCTMF,L,137.09609,2-Phenyl-2-propanol,CC(C)(O)c1ccccc1,C9H12O,MedChemexpress MCE,HY-W015810,12053.0,MedChemexpress MCE,MedChemexpress MCE:HY-W015810,1,,,c1ccccc1
BDCYNMOBTJPEHV,L,286.13616,"3-((R)-4,4-Difluorotetrahydrofuran-3-YL)-1-methyl-1-((S)-1-(pyridin-4-YL)ethyl)urea",C[C@@H](c1ccncc1)N(C)C(=O)N[C@@H]1COCC1(F)F,C13H17F2N3O2,TargetMol,T206825,176231203.0,TargetMol,TargetMol:T206825,1,,,O=C(NCc1ccncc1)NC1CCOC1
BDEDPKFUFGCVCJ,L,277.10705,Illudalic Acid,CC1(C)Cc2c(O)c(C=O)c3c(c2C1)C(=O)OC(O)C3,C15H16O5,MedChemexpress MCE,HY-N12776,3653077.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N12776;TargetMol:TN7706,2,,,O=C1OCCc2ccc3c(c21)CCC3
BDFGXPFIPPZYGO,L,204.15942,Methylamino-PEG1-t-butyl ester,CNCCOCCC(=O)OC(C)(C)C,C10H21NO3,MedChemexpress MCE,HY-140154,86291513.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-140154;TargetMol:T16048,2,,,__ACYCLIC__BDFGXPFIPPZYGO
BDFJKWSILZEFMQ,L,165.10224,1-(3-Amino-4-(methylamino)phenyl)ethanone,CNc1ccc(C(C)=O)cc1N,C9H12N2O,TargetMol,Fr14162,2779769.0,TargetMol,TargetMol:Fr14162,1,,,c1ccccc1
BDGQTWOHKASHQU,L,185.18999,"3-Dodecen-1-ol, (3E)-",CCCCCCCC/C=C/CCO,C12H24O,MedChemexpress MCE,HY-N12919,5364625.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N12919;MedChemexpress MCE:HY-W674057;TargetMol:TN7925;TargetMol:TN7970,4,,,__ACYCLIC__BDGQTWOHKASHQU
BDHOQGIWHKXXAK,L,282.11968,"2-amino-9-[(2R,4R,5R)-5-ethyl-3,4-dihydroxyoxolan-2-yl]-1H-purin-6-one",CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C(O)[C@H]1O,C11H15N5O4,MedChemexpress MCE,HY-W039275,136058850.0,MedChemexpress MCE,MedChemexpress MCE:HY-W039275,1,,,O=c1[nH]cnc2c1ncn2C1CCCO1
BDKUJJRMQWUXCD,L,270.06802,2-(2-chlorophenyl)-1-(1H-indol-3-yl)ethanone,O=C(Cc1ccccc1Cl)c1c[nH]c2ccccc12,C16H12ClNO,MedChemexpress MCE,HY-158814,43339254.0,MedChemexpress MCE,MedChemexpress MCE:HY-158814,1,,,O=C(Cc1ccccc1)c1c[nH]c2ccccc12
BDLLSHRIFPDGQB,L,283.26316,cis-13-Octadecenoic acid,CCCC/C=C\CCCCCCCCCCCC(=O)O,C18H34O2,MedChemexpress MCE,HY-W683479,5312441.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W683479;TargetMol:T84991,2,,,__ACYCLIC__BDLLSHRIFPDGQB
BDLPJHZUTLGFON,L,218.17507,tert-Butyl N-(6-hydroxyhexyl)carbamate,CC(C)(C)OC(=O)NCCCCCCO,C11H23NO3,TargetMol,T202682,4146612.0,TargetMol,TargetMol:T202682,1,,,__ACYCLIC__BDLPJHZUTLGFON
BDLUSUZCSSZHDN,L,184.97089,4-Bromo-1-methyl-1H-pyrrole-2-carbonitrile,Cn1cc(Br)cc1C#N,C6H5BrN2,TargetMol,TYD-03071,56698922.0,TargetMol,TargetMol:TYD-03071,1,,,c1cc[nH]c1
BDMVLEVZUIZPRG,L,247.02127,"6,7-Dihydroxy-4-(trifluoromethyl)coumarin",O=c1cc(C(F)(F)F)c2cc(O)c(O)cc2o1,C10H5F3O4,MedChemexpress MCE,HY-W471938,5393147.0,MedChemexpress MCE,MedChemexpress MCE:HY-W471938,1,,,O=c1ccc2ccccc2o1
BDOFOUFSNOJTBO,L,279.14517,L 611744,Cn1c([N+](=O)[O-])cnc1C1=NOC2CCCCCCC12,C13H18N4O3,TargetMol,T32443,171645.0,TargetMol,TargetMol:T32443,1,,,c1c[nH]c(C2=NOC3CCCCCCC23)n1
BDOQYKIIBFQZRU,L,276.06889,DC-TEADin04,C=CS(=O)(=O)Nc1ccccc1Oc1ccccc1,C14H13NO3S,MedChemexpress MCE,HY-160657,155562790.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-160657;TargetMol:T86173,2,,,c1ccc(Oc2ccccc2)cc1
BDQPWZYLQPUTEJ,L,295.15131,"2-Amino-2 inverted exclamation mark-deoxy-N6,N6-dimethyl-2 inverted exclamation mark-adenosine",CN(C)c1nc(N)nc2c1ncn2[C@H]1C[C@@H](O)[C@@H](CO)O1,C12H18N6O3,MedChemexpress MCE,HY-154265,168265741.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-154265;TargetMol:TNU1538,2,,,c1ncc2ncn(C3CCCO3)c2n1
BDRFWSJMVOBAHR,L,259.08594,Sulnidazole,CCc1ncc([N+](=O)[O-])n1CCNC(=S)OC,C9H14N4O3S,TargetMol,T202212,3037172.0,TargetMol,TargetMol:T202212,1,,,c1c[nH]cn1
BDRQNWQWGITGRM,L,297.10811,Corynecin IV,CC(=O)N[C@H](COC(C)=O)[C@H](O)c1ccc([N+](=O)[O-])cc1,C13H16N2O6,MedChemexpress MCE,HY-126747,133562649.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-126747;TargetMol:TN8963,2,,,c1ccccc1
BDSBSHZVSVKIHM,L,171.09167,3-(4-Pyridyl)aniline,Nc1cccc(-c2ccncc2)c1,C11H10N2,TargetMol,Fr12112,459523.0,TargetMol,TargetMol:Fr12112,1,,,c1ccc(-c2ccncc2)cc1
BDSDTKZBFYSNLI,L,209.11722,Ethyl 3-(4-methoxyphenyl)propanoate,CCOC(=O)CCc1ccc(OC)cc1,C12H16O3,MedChemexpress MCE,HY-N3869,348843.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N3869;TargetMol:TN4019,2,,,c1ccccc1
BDVJLKWSNDCCPL,L,214.97734,"6,7-Dichloroquinoxalin-2(1H)-one",O=c1cnc2cc(Cl)c(Cl)cc2[nH]1,C8H4Cl2N2O,TargetMol,TPL0301,14423636.0,TargetMol,TargetMol:TPL0301,1,,,O=c1cnc2ccccc2[nH]1
BDVRMUANGIXWHU,L,241.21621,Ethyl 12-tridecenoate,C=CCCCCCCCCCCC(=O)OCC,C15H28O2,MedChemexpress MCE,HY-166229,14204047.0,MedChemexpress MCE,MedChemexpress MCE:HY-166229,1,,,__ACYCLIC__BDVRMUANGIXWHU
BDWQNHVRFGFSJL,L,256.94756,6-Bromo-2-chloroquinolin-4-amine,Nc1cc(Cl)nc2ccc(Br)cc12,C9H6BrClN2,TargetMol,TYD-03260,71748464.0,TargetMol,TargetMol:TYD-03260,1,,,c1ccc2ncccc2c1
BDXYNMVQMBCTDB,L,145.01632,2-Chloro-4-methoxypyrimidine,COc1ccnc(Cl)n1,C5H5ClN2O,TargetMol,Fr13644,588935.0,TargetMol,TargetMol:Fr13644,1,,,c1cncnc1
BDYHNCZIGYIOGJ,L,210.05259,Cgp-37849,C/C(=C\C(N)C(=O)O)CP(=O)(O)O,C6H12NO5P,MedChemexpress MCE,HY-107702,5950212.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-107702;TargetMol:T7720,2,,,__ACYCLIC__BDYHNCZIGYIOGJ
BDYUSDIJIDGWCY,L,228.23219,"N,N-Dimethyldodecanamide",CCCCCCCCCCCC(=O)N(C)C,C14H29NO,MedChemexpress MCE,HY-W127444,18159.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W127444;TargetMol:TCL-00178,2,,,__ACYCLIC__BDYUSDIJIDGWCY
BDZUCVGTYFSORK,L,275.0914,Tyrosinase-IN-11,O=C(CCc1ccc(O)cc1O)c1ccc(O)cc1O,C15H14O5,MedChemexpress MCE,HY-149207,9921640.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-149207;TargetMol:T72703,2,,,O=C(CCc1ccccc1)c1ccccc1
BEAKIQPRTWAVNZ,L,285.08046,"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)pyrazine-2-carboxamide",N#Cc1c(NC(=O)c2cnccn2)sc2c1CCCC2,C14H12N4OS,MedChemexpress MCE,HY-151221,697851.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-151221;TargetMol:T9679,2,,,O=C(Nc1cc2c(s1)CCCC2)c1cnccn1
BEAPHLNTCMLNPR,L,267.10744,"3,6,9,12-Tetraoxatetradecane-1,14-dioic acid",O=C(O)COCCOCCOCCOCC(=O)O,C10H18O8,MedChemexpress MCE,HY-122696,9881778.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-122696;TargetMol:T40405,2,,,__ACYCLIC__BEAPHLNTCMLNPR
BEBUKYWOUXBVEE,L,283.10413,"1H-Indole, 3,3'-methylenebis[5-fluoro-",Fc1ccc2[nH]cc(Cc3c[nH]c4ccc(F)cc34)c2c1,C17H12F2N2,TargetMol,T69860,9882204.0,TargetMol,TargetMol:T69860,1,,,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1
BECPPKYKPSRKCP,L,249.10811,Thr-Glu,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C9H16N2O6,MedChemexpress MCE,HY-P4619,7020163.0,MedChemexpress MCE,MedChemexpress MCE:HY-P4619,1,,,__ACYCLIC__BECPPKYKPSRKCP
BEDCQNBTLHLBEP,L,285.11214,CID 91668403,CCOC(/C=C/c1ccccc1)=C1/C(=O)C=C(OC)C1=O,C17H16O4,TargetMol,TN4022,91668403.0,TargetMol,TargetMol:TN4022,1,,,O=C1C=CC(=O)C1=CC=Cc1ccccc1
BEDYMEDICHGLSE,L,236.12812,"1-(7-Hydroxy-6-methoxy-3,4-dihydroisoquinolin-2(1H)-yl)propan-1-one",CCC(=O)N1CCc2cc(OC)c(O)cc2C1,C13H17NO3,MedChemexpress MCE,HY-107617,24812799.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-107617;TargetMol:T23206,2,,,c1ccc2c(c1)CCNC2
BEEZXTYOZYXCKI,L,249.14852,Crm-51005,CCC/C=C(\C)c1cc(O)c(CC)c(O)c1C=O,C15H20O3,TargetMol,T69981,9859739.0,TargetMol,TargetMol:T69981,1,,,c1ccccc1
BEHPDWUBHLTQQO,L,286.03778,"(4-Chlorophenyl)(5-(pyridin-4-yl)-1,3,4-oxadiazol-2-yl)methanone",O=C(c1ccc(Cl)cc1)c1nnc(-c2ccncc2)o1,C14H8ClN3O2,MedChemexpress MCE,HY-169668,2361010.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-169668;TargetMol:T205317,2,,,O=C(c1ccccc1)c1nnc(-c2ccncc2)o1
BEHVGNKIRNVBPF,L,245.22235,Tert-butyl (8-aminooctyl)carbamate,CC(C)(C)OC(=O)NCCCCCCCCN,C13H28N2O2,TargetMol,T206085,4086223.0,TargetMol,TargetMol:T206085,1,,,__ACYCLIC__BEHVGNKIRNVBPF
BEHWGLUHEGUQRD,L,214.05866,2-(1H-imidazol-1-yl)-5-(trifluoromethyl)pyridine,FC(F)(F)c1ccc(-n2ccnc2)nc1,C9H6F3N3,TargetMol,Fr13219,737967.0,TargetMol,TargetMol:Fr13219,1,,,c1ccc(-n2ccnc2)nc1
BEIZIEZPGSIQGR,L,288.01589,Rwj-63556,CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2)s1,C11H10FNO3S2,MedChemexpress MCE,HY-U00022,9882374.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-U00022;TargetMol:T12784,2,,,c1ccc(Oc2cccs2)cc1
BEKNOGMQVKBMQN,L,147.08044,2-Methylindanone,CC1Cc2ccccc2C1=O,C10H10O,TargetMol,TN9417,249262.0,TargetMol,TargetMol:TN9417,1,,,O=C1CCc2ccccc21
BEKQPDFPPJFVJP,L,277.17982,Onchidal,C=C1CCCC(C)(C)C1C/C=C(C=O)\C=C\OC(C)=O,C17H24O3,TargetMol,T33799,6441116.0,TargetMol,TargetMol:T33799,1,,,C=C1CCCCC1
BELDOPUBSLPBCQ,L,191.92102,3-Bromo-5-chloropyridine,Clc1cncc(Br)c1,C5H3BrClN,MedChemexpress MCE,HY-W003165,606256.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W003165;TargetMol:TYD-00349,2,,,c1ccncc1
BELFSAVWJLQIBB,L,158.09643,"2,8-Dimethylquinoline",Cc1ccc2cccc(C)c2n1,C11H11N,TargetMol,TN9709,15101.0,TargetMol,TargetMol:TN9709,1,,,c1ccc2ncccc2c1
BENJFDPHDCGUAQ,L,163.03897,1-Benzofuran-3-carboxylic acid,O=C(O)c1coc2ccccc12,C9H6O3,TargetMol,Fr16625,595655.0,TargetMol,TargetMol:Fr16625,1,,,c1ccc2occc2c1
BENKAPCDIOILGV,L,232.11795,"(2S,4R)-4-hydroxy-1-[(2-methylpropan-2-yl)oxycarbonyl]pyrrolidine-2-carboxylic acid",CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O,C10H17NO5,MedChemexpress MCE,HY-I0781,88804.0,MedChemexpress MCE,MedChemexpress MCE:HY-77593;MedChemexpress MCE:HY-I0781;MedChemexpress MCE:HY-W002886;MedChemexpress MCE:HY-W002887,4,,,C1CCNC1
BEOUGZFCUMNGOU,L,299.29446,Tuberculostearic acid,CCCCCCCCC(C)CCCCCCCCC(=O)O,C19H38O2,MedChemexpress MCE,HY-W708177,65037.0,MedChemexpress MCE,MedChemexpress MCE:HY-W708177,1,,,__ACYCLIC__BEOUGZFCUMNGOU
BEOVBLPXVFICSP,L,194.03672,4-Chloro-6-methoxyquinoline,COc1ccc2nccc(Cl)c2c1,C10H8ClNO,TargetMol,TPL0095,228348.0,TargetMol,TargetMol:TPL0095,1,,,c1ccc2ncccc2c1
BEPAFCGSDWSTEL,L,133.04954,Dimethyl malonate,COC(=O)CC(=O)OC,C5H8O4,MedChemexpress MCE,HY-Y1787,7943.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-Y1787;TargetMol:T5695,2,,,__ACYCLIC__BEPAFCGSDWSTEL
BEPQKAFKFDCXTR,L,289.07066,Swertinin,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,C15H12O6,TargetMol,TN11424,5491517.0,TargetMol,TargetMol:TN11424,1,,,O=c1c2ccccc2oc2ccccc12
BEQVMHIOCVBLFS,L,277.10053,Oct4 inducer-2,CCOC(=O)c1csc(Nc2cccc(C)c2C)n1,C14H16N2O2S,MedChemexpress MCE,HY-154951,112722899.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-154951;TargetMol:T79208,2,,,c1ccc(Nc2nccs2)cc1
BESAKUXOHCFPAA,L,186.09134,(4-(Pyridin-2-yl)phenyl)methanol,OCc1ccc(-c2ccccn2)cc1,C12H11NO,TargetMol,Fr12515,1515239.0,TargetMol,TargetMol:Fr12515,1,,,c1ccc(-c2ccccn2)cc1
BESGTWHUMYHYEQ,L,207.90624,2-Bromothiazole-5-carboxylic acid,O=C(O)c1cnc(Br)s1,C4H2BrNO2S,MedChemexpress MCE,HY-33287,2763210.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-33287;TargetMol:TYD-00467,2,,,c1cscn1
BESRALYTNWDJSD,L,266.13868,"6-hydroxy-1-[(1E,3E)-5-hydroxyhexa-1,3-dienyl]-8-methyl-1,5,6,8a-tetrahydro-[1,3]oxazolo[3,4-a]pyridin-3-one",CC1=CC(O)CN2C(=O)OC(/C=C/C=C/C(C)O)C12,C14H19NO4,TargetMol,T129365,138990086.0,TargetMol,TargetMol:T129365,1,,,O=C1OCC2C=CCCN12
BETVNUCOOCCCIO,L,244.02255,Amiphos,COP(=S)(OC)SCCNC(C)=O,C6H14NO3PS2,TargetMol,T29994,25815.0,TargetMol,TargetMol:T29994,1,,,__ACYCLIC__BETVNUCOOCCCIO
BEURLXDVKSQEIQ,L,200.11822,N-methyl-(2-phenylpyrimidin-5-yl)methylamine,CNCc1cnc(-c2ccccc2)nc1,C12H13N3,TargetMol,Fr12911,24229727.0,TargetMol,TargetMol:Fr12911,1,,,c1ccc(-c2ncccn2)cc1
BEUSESLRQQGRGW,L,224.04882,"N-(6-Methylthieno[2,3-d]pyrimidin-4-yl)glycine",Cc1cc2c(NCC(=O)O)ncnc2s1,C9H9N3O2S,MedChemexpress MCE,HY-W026538,4737001.0,MedChemexpress MCE,MedChemexpress MCE:HY-W026538,1,,,c1ncc2ccsc2n1
BEVRTOCHMXNPLY,L,225.1346,"3-Amino-2,6-dihydro-pyrrolo(3,4-c)pyrazole-5(4H)-carboxylic acid 1,1-dimethylethyl ester",CC(C)(C)OC(=O)N1Cc2[nH]nc(N)c2C1,C10H16N4O2,TargetMol,FL0165,11333571.0,TargetMol,TargetMol:FL0165,1,,,c1n[nH]c2c1CNC2
BEVVUJBVEXJGKM,L,162.09134,"6-Amino-1,2,3,4-tetrahydronaphthalen-1-one",Nc1ccc2c(c1)CCCC2=O,C10H11NO,TargetMol,Fr16751,339537.0,TargetMol,TargetMol:Fr16751,1,,,O=C1CCCc2ccccc21
BEWNZPMDJIGBED,L,241.13354,Benmoxin,CC(NNC(=O)c1ccccc1)c1ccccc1,C15H16N2O,TargetMol,T25144,71671.0,TargetMol,TargetMol:T25144,1,,,O=C(NNCc1ccccc1)c1ccccc1
BEYOBVMPDRKTNR,L,199.08659,4-Hydroxyazobenzene,Oc1ccc(N=Nc2ccccc2)cc1,C12H10N2O,TargetMol,PDK0090,15529.0,TargetMol,TargetMol:PDK0090,1,,,c1ccc(N=Nc2ccccc2)cc1
BFARWNGBCHXSTB,L,250.13387,"5-[4-(Dimethylamino)phenyl]-2,4-pentadienylidenemalononitrile",CN(C)c1ccc(/C=C/C=C/C=C(C#N)C#N)cc1,C16H15N3,MedChemexpress MCE,HY-D1684,71529644.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-D1684;TargetMol:T75378,2,,,c1ccccc1
