cmp_key,recorded_key14s,parent_keys,scaffold_groups,n_distinct_smiles,smiles,name,uchem_ids,first_release,releases,n_records,nce_ladder,n_nce,instruments,n_instruments,precursor_mz,mh_calc,heavy_atoms,elements,n_frag_raw,formula,confidence,publication,authors,license,any_smiles_ik_mismatch,max_abs_mh_error_da,scaffold_group,n_scaffold_groups_in_records,uchem_id_in_2023_11_tree,in_msg15_any_route,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_simchallenge,in_mspred_msg_labels,in_muru_registry_keys,in_muru_exposed_pop_keys,in_muru_dev_pop_keys,in_pr7_keys,in_comparator_keys,in_msnlib_9lib_keys,in_msnlib_v1_4lib_keys,in_multims2_reserved,sg_in_muru_registry,sg_in_muru_dev_pop,sg_in_pr7,sg_in_comparator,sg_in_msg15,acyclic,msg15_nn_tanimoto,msg15_nn_smiles,msg15_same_formula_n_structures,msg15_same_formula_max_tanimoto,tagged_release,ge3_nce,clean_compound_level,clean_primary,clean_conservative,clean_strict_msg_scaffold
UCHDWCPVSPXUMX,UCHDWCPVSPXUMX,UCHDWCPVSPXUMX,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,1,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,2-[1-[[1-[3-[2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanylmethyl]cyclopropyl]acetic acid,10722,2024.11,2024.11,7,"15,20,25,30,40,50,60",7,Exploris 240 Thermo Scientific,1,586.2177,586.2177191588801,41.0,"C,Cl,H,N,O,S",1,C35H36ClNO3S,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com]",CC BY-SA,False,1.9158880036229675e-05,C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,1.0,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,2,1.0,True,True,False,False,False,False
UDPGUMQDCGORJQ,UDPGUMQDCGORJQ,UDPGUMQDCGORJQ,__ACYCLIC__UDPGUMQDCGORJQ,1,C(CCl)P(=O)(O)O,2-chloroethylphosphonic acid,3482,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,144.9816,144.98158482888,7.0,"C,Cl,H,O,P",1,C2H6ClO3P,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.5171119997603455e-05,__ACYCLIC__UDPGUMQDCGORJQ,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,0.47368421052631576,NCCP(=O)(O)O,0,,True,True,False,False,False,False
UELITFHSCLAHKR,UELITFHSCLAHKR,UELITFHSCLAHKR,c1ccc2snnc2c1,1,CSC(=O)C1=C2C(=CC=C1)N=NS2,Acibenzolar-S-methyl,3502,2024.11,2024.11,3,"15,30,45",3,Exploris 240 Thermo Scientific,1,210.9994,210.99943127888,13.0,"C,H,N,O,S",1,C8H6N2OS2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.127887998743972e-05,c1ccc2snnc2c1,1,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CSC(=O)c1cccc2nnsc12,1,1.0,True,True,False,False,False,False
UFNOUKDBUJZYDE,UFNOUKDBUJZYDE,UFNOUKDBUJZYDE,c1ccc(C(CC2CC2)Cn2cncn2)cc1,1,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1,2,4-triazol-1-yl)butan-2-ol",86,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,292.1211,292.12111634288,20.0,"C,Cl,H,N,O",1,C15H18ClN3O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.6342879973763047e-05,c1ccc(C(CC2CC2)Cn2cncn2)cc1,1,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,1.0,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,3,1.0,True,True,False,False,False,False
UHCSCHGCOSOIRD,UHCSCHGCOSOIRD,UHCSCHGCOSOIRD,__ACYCLIC__UHCSCHGCOSOIRD,1,C[N+](C)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)CC(=O)[O-],"2-[3,4,4,5,5,6,6,7,7,8,8,8-dodecafluorooctyl(dimethyl)azaniumyl]acetate",11827,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,432.0827,432.08274376288,27.0,"C,F,H,N,O",1,C12H13F12NO2,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.376288001139983e-05,__ACYCLIC__UHCSCHGCOSOIRD,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.32432432432432434,C[N+](C)(C)CC(=O)[O-],0,,False,True,True,True,True,True
UHFFVFAKEGKNAQ,UHFFVFAKEGKNAQ,UHFFVFAKEGKNAQ,O=C(CCc1ccccc1)c1ccc(N2CCOCC2)cc1,1,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,11082,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,367.238,367.23800466688,27.0,"C,H,N,O",1,C23H30N2O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.666879988235451e-06,O=C(CCc1ccccc1)c1ccc(N2CCOCC2)cc1,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,0.4107142857142857,O=C(C=Cc1ccc(N2CCOCC2)cc1)c1ccccc1,3,0.25,True,True,False,False,False,False
UHWVSEOVJBQKBE,UHWVSEOVJBQKBE,UHWVSEOVJBQKBE,c1ccc(CN2CCNCC2)cc1,1,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,"1-[(2,3,4-trimethoxyphenyl)methyl]piperazine",10724,2024.11,2024.11,7,"15,20,25,30,40,50,60",7,Exploris 240 Thermo Scientific,1,267.1703,267.17031903088,19.0,"C,H,N,O",1,C14H22N2O3,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com]",CC BY-SA,False,1.9030880025638908e-05,c1ccc(CN2CCNCC2)cc1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,COc1ccc(CN2CCNCC2)c(OC)c1OC,5,1.0,True,True,False,False,False,False
UJAWGGOCYUPCPS,UJAWGGOCYUPCPS,UJAWGGOCYUPCPS,c1ccc(Cc2ccc(Nc3ccc(Cc4ccccc4)cc3)cc2)cc1,1,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4,,10914,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,406.2529,406.25292645888,31.0,"C,H,N",1,C30H31N,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,2.6458879972324212e-05,c1ccc(Cc2ccc(Nc3ccc(Cc4ccccc4)cc3)cc2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5454545454545454,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0,,True,True,True,True,True,True
ULSIYEODSMZIPX,ULSIYEODSMZIPX,ULSIYEODSMZIPX,c1ccccc1,1,C1=CC=C(C=C1)C(CN)O,2-Amino-1-Phenylethanol,11835,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,138.0913,138.09134043888,10.0,"C,H,N,O",1,C8H11NO,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.0438880006377076e-05,c1ccccc1,1,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,1.0,NCC(O)c1ccccc1,9,1.0,False,True,False,False,False,False
UOMXLEWVJZEVGP,UOMXLEWVJZEVGP,UOMXLEWVJZEVGP,c1ccc(Nc2ccccc2)cc1,1,CC(C)(C)C1=CC=C(C=C1)NC2=CC=CC=C2,,10899,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,226.159,226.15902607488,17.0,"C,H,N",1,C16H19N,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,2.6074879997395328e-05,c1ccc(Nc2ccccc2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.6774193548387096,CC(C)(C)c1ccc(C(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,0,,True,True,True,False,False,False
UTGQNNCQYDRXCH,UTGQNNCQYDRXCH,UTGQNNCQYDRXCH,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,,10932;11951,2025.10,2025.10,18,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,261.1386,261.13862497888,20.0,"C,H,N",1,C18H16N2,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709;tutorial","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc];Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,2.497887999197701e-05,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,1.0,True,True,False,False,False,False
UWSMKYBKUPAEJQ,UWSMKYBKUPAEJQ,UWSMKYBKUPAEJQ,c1ccc(-n2nc3ccccc3n2)cc1,1,CC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC(=CC3=N2)Cl)O)C(C)(C)C,,3001,2025.10,2025.10,6,"15,30,45,60,75,90",6,Exploris 240 Orbitrap Thermo Scientific,1,358.1681,358.1680665348799,25.0,"C,Cl,H,N,O",1,C20H24ClN3O,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,3.3465120054643194e-05,c1ccc(-n2nc3ccccc3n2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.7674418604651163,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0,,True,True,True,False,False,False
UXADOQPNKNTIHB,UXADOQPNKNTIHB,UXADOQPNKNTIHB,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,1,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,"3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine",3044,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,303.0199,303.01987808288,20.0,"C,Cl,H,N",1,C14H8Cl2N4,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,2.1917120022862946e-05,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,1,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,1,1.0,True,True,False,False,False,False
UYJUZNLFJAWNEZ,UYJUZNLFJAWNEZ,UYJUZNLFJAWNEZ,c1coc(-c2nc3ccccc3[nH]2)c1,1,C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3,2-(furan-2-yl)-1H-benzimidazole,3525,2024.11,2024.11,5,"15,30,45,60,75",5,Exploris 240 Thermo Scientific,1,185.0709,185.07093934288,14.0,"C,H,N,O",1,C11H8N2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.934288000095876e-05,c1coc(-c2nc3ccccc3[nH]2)c1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,c1coc(-c2nc3ccccc3[nH]2)c1,1,1.0,True,True,False,False,False,False
UZHSEJADLWPNLE,UZHSEJADLWPNLE,UZHSEJADLWPNLE,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,1,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,Naloxone,10737,2024.11,2024.11,8,"15,30,45,60,70,75,90",7,Exploris 240 Thermo Scientific;Q Exactive,2,328.1543,328.15433461887994,24.0,"C,H,N,O",1,C19H21NO4,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com];E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com];F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.461887996536461e-05,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,37,1.0,True,True,False,False,False,False
VAIZTNZGPYBOGF,VAIZTNZGPYBOGF,VAIZTNZGPYBOGF,c1ccc(Oc2ccccn2)cc1,1,CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,Fluazifop-butyl,3093,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,384.1417,384.14171924688003,27.0,"C,F,H,N,O",1,C19H20F3NO4,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.924688001508912e-05,c1ccc(Oc2ccccn2)cc1,1,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,2,1.0,True,True,False,False,False,False
VAMXMNNIEUEQDV,VAMXMNNIEUEQDV,VAMXMNNIEUEQDV,c1ccccc1,1,COC(=O)C1=CC=CC=C1N,,11546,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,152.0706,152.07060499488,11.0,"C,H,N,O",1,C8H9NO2,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,4.994879986952583e-06,c1ccccc1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,0.7083333333333334,COC(=O)c1ccccc1C(=O)OC,10,0.375,True,True,False,False,False,False
VBCVPMMZEGZULK,VBCVPMMZEGZULK,VBCVPMMZEGZULK,O=C(Nc1ccccc1)N1COC2Cc3ccccc3C2=N1,1,COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1,Indoxacarb,3529,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,528.078,528.0779886908799,36.0,"C,Cl,F,H,N,O",1,C22H17ClF3N3O7,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.1309120054647792e-05,O=C(Nc1ccccc1)N1COC2Cc3ccccc3C2=N1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,2,1.0,True,True,False,False,False,False
VCYCUECVHJJFIQ,VCYCUECVHJJFIQ,VCYCUECVHJJFIQ,c1ccc(-n2nc3ccccc3n2)cc1,1,CC(=C)C(=O)OCCC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,,11941,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,324.1343,324.1342678708801,24.0,"C,H,N,O",1,C18H17N3O3,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,3.212911991568035e-05,c1ccc(-n2nc3ccccc3n2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.46938775510204084,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,4,0.16455696202531644,True,True,True,False,False,False
VDANGULDQQJODZ,VDANGULDQQJODZ,VDANGULDQQJODZ,c1ccccc1,1,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,2-(diethylamino)ethyl 4-azanyl-2-chloranyl-benzoate,10972,2024.11,2024.11,9,"15,20,25,30,40,50,60,70,80",9,Exploris 240 Thermo Scientific,1,271.1208,271.12078199488,18.0,"C,Cl,H,N,O",1,C13H19ClN2O2,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com]",CC BY-SA,False,1.8005119954978e-05,c1ccccc1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,1.0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,1,1.0,True,True,False,False,False,False
VDLGAVXLJYLFDH,VDLGAVXLJYLFDH,VDLGAVXLJYLFDH,O=C(Nc1ccccc1)C1CCCCC1,1,CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,Fenhexamid,3057,2024.11,2024.11,8,"15,30,45,60,75,90,120,150",8,Q Exactive Plus,1,302.0709,302.07091061088,19.0,"C,Cl,H,N,O",1,C14H17Cl2NO2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.0610879996875155e-05,O=C(Nc1ccccc1)C1CCCCC1,1,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,1,1.0,True,True,False,False,False,False
VDVUCLWJZJHFAV,VDVUCLWJZJHFAV,VDVUCLWJZJHFAV,C1CCNCC1,1,CC1(CC(CC(N1)(C)C)O)C,"2,2,6,6-Tetramethyl-4-Piperidinol",11833,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,158.1539,158.15394069488,11.0,"C,H,N,O",1,C9H19NO,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.06948799991369e-05,C1CCNCC1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.43478260869565216,CC1(C)CC(O)CC(C)(C)N1O,1,0.19230769230769232,False,True,True,False,False,False
VEVZCONIUDBCDC,VEVZCONIUDBCDC,VEVZCONIUDBCDC,c1ccc(Cc2cncnc2)cc1,1,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O,2-methyl-1-pyrimidin-5-yl-1-[4-(trifluoromethoxy)phenyl]propan-1-ol,4323,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,313.1158,313.11583884688,22.0,"C,F,H,N,O",1,C15H15F3N2O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.884688004518466e-05,c1ccc(Cc2cncnc2)cc1,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,0.3958333333333333,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,0,,True,True,False,False,False,False
VFBJXXJYHWLXRM,VFBJXXJYHWLXRM,VFBJXXJYHWLXRM,O=C(CCc1ccccc1)OCCSCCOC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCSCCOC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,10900,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,643.4027,643.40268704288,45.0,"C,H,O,S",1,C38H58O6S,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,1.2957120020473667e-05,O=C(CCc1ccccc1)OCCSCCOC(=O)CCc1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6818181818181818,CCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,,True,True,True,True,True,True
VFLDPWHFBUODDF,VFLDPWHFBUODDF,VFLDPWHFBUODDF,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,1,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,,11919,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,369.1333,369.1332648268799,27.0,"C,H,O",1,C21H20O6,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,3.5173120124909474e-05,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,15,1.0,True,True,False,False,False,False
VHLKTXFWDRXILV,VHLKTXFWDRXILV,VHLKTXFWDRXILV,c1ccc(-c2ccccc2)cc1,1,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,Bifenazate,3506,2024.11,2024.11,7,"15,30,45,60,75,90,120",7,Exploris 240 Thermo Scientific,1,301.1547,301.15466896687997,22.0,"C,H,N,O",1,C17H20N2O3,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.103312002394887e-05,c1ccc(-c2ccccc2)cc1,1,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,1.0,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,4,1.0,True,True,False,False,False,False
VIUDTWATMPPKEL,VIUDTWATMPPKEL,VIUDTWATMPPKEL,c1ccccc1,1,C1=CC(=CC(=C1)N)C(F)(F)F,3-(Trifluoromethyl)aniline,4145,2024.11,2024.11,6,"15,30,45,60,75,90",6,Exploris 240 Thermo Scientific,1,162.0525,162.05251031888,11.0,"C,F,H,N",1,C7H6F3N,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.0318879986925822e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.5238095238095238,Nc1cccc(N)c1,0,,True,True,True,False,False,False
VLCQZHSMCYCDJL,VLCQZHSMCYCDJL,VLCQZHSMCYCDJL,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,1,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,Tribenuron-methyl,3498,2024.11,2024.11,6,"15,30,45,60,75,90",6,Exploris 240 Thermo Scientific,1,396.0972,396.09723073087997,27.0,"C,H,N,O,S",1,C15H17N5O6S,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.0730879984730564e-05,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,1,1.0,True,True,False,False,False,False
VMZVBRIIHDRYGK,VMZVBRIIHDRYGK,VMZVBRIIHDRYGK,c1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(C)C,,11937,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,264.2322,264.23219101488,19.0,"C,H,N,O",1,C17H29NO,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,8.985119961835153e-06,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.5517241379310345,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0,,True,True,True,False,False,False
VNQNXQYZMPJLQX,VNQNXQYZMPJLQX,VNQNXQYZMPJLQX,O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN2C(=O)N(C(=O)N(C2=O)CC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)CC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C,,10860,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,784.5259,784.5259133948799,57.0,"C,H,N,O",1,C48H69N3O6,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,1.3394879943007254e-05,O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4666666666666667,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,,True,True,True,True,True,True
