accession,num_peak,precursor_type,precursor_mz,ion_mode,ce_value,key,parent_charge,mh_mz_from_parent,in_tree_2023_11
MSBNK-BAFG-CSL2311096,2,[M]+,467.4935,POSITIVE,50.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311095,4,[M]+,467.4935,POSITIVE,70.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311097,7,[M]+,467.4935,POSITIVE,120.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311093,2,[M]+,467.4935,POSITIVE,40.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311094,3,[M]+,467.4935,POSITIVE,20.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311099,6,[M]+,467.4935,POSITIVE,80.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311098,9,[M]+,467.4935,POSITIVE,140.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL2311091,10,[M]+,467.4935,POSITIVE,110.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110975,4,[M]+,304.2999,POSITIVE,130.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110960,5,[M]+,254.1903,POSITIVE,30.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110948,13,[M]+,176.1434,POSITIVE,100.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110918,1,[M]+,417.3839,POSITIVE,60.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110999,5,[M]+,248.2373,POSITIVE,150.0,SHFLYPPECXRCFO,1,249.24455284690197,True
MSBNK-BAFG-CSL23110922,2,[M]+,417.3839,POSITIVE,110.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110969,2,[M]+,304.2999,POSITIVE,100.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110962,6,[M]+,254.1903,POSITIVE,40.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110944,11,[M]+,176.1434,POSITIVE,80.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110935,6,[M]+,176.1434,POSITIVE,140.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110980,2,[M]+,304.2999,POSITIVE,80.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110931,1,[M]+,417.3839,POSITIVE,10.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110929,2,[M]+,417.3839,POSITIVE,90.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110914,3,[M]+,467.4935,POSITIVE,40.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110976,3,[M]+,304.2999,POSITIVE,40.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110925,2,[M]+,417.3839,POSITIVE,120.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110966,3,[M]+,304.2999,POSITIVE,110.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110995,8,[M]+,334.3104,POSITIVE,100.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110971,2,[M]+,304.2999,POSITIVE,30.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110984,1,[M]+,334.3104,POSITIVE,20.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110989,6,[M]+,334.3104,POSITIVE,150.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110923,5,[M]+,417.3839,POSITIVE,40.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110936,5,[M]+,176.1434,POSITIVE,20.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110917,2,[M]+,417.3839,POSITIVE,70.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110986,8,[M]+,334.3104,POSITIVE,110.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110992,1,[M]+,334.3104,POSITIVE,10.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110924,2,[M]+,417.3839,POSITIVE,100.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110970,2,[M]+,304.2999,POSITIVE,50.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110993,8,[M]+,334.3104,POSITIVE,140.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110946,10,[M]+,176.1434,POSITIVE,130.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110952,11,[M]+,254.1903,POSITIVE,100.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110979,5,[M]+,304.2999,POSITIVE,150.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110982,11,[M]+,334.3104,POSITIVE,80.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110926,2,[M]+,417.3839,POSITIVE,20.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110963,1,[M]+,254.1903,POSITIVE,10.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110983,8,[M]+,334.3104,POSITIVE,120.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110968,1,[M]+,304.2999,POSITIVE,20.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110911,2,[M]+,467.4935,POSITIVE,60.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110972,1,[M]+,304.2999,POSITIVE,10.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110996,10,[M]+,334.3104,POSITIVE,60.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110940,12,[M]+,176.1434,POSITIVE,70.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110921,2,[M]+,417.3839,POSITIVE,150.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110943,13,[M]+,176.1434,POSITIVE,110.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110915,8,[M]+,467.4935,POSITIVE,150.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110910,3,[M]+,467.4935,POSITIVE,30.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110912,1,[M]+,467.4935,POSITIVE,10.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110988,8,[M]+,334.3104,POSITIVE,130.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110990,9,[M]+,334.3104,POSITIVE,70.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110977,3,[M]+,304.2999,POSITIVE,120.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110961,12,[M]+,254.1903,POSITIVE,110.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110985,9,[M]+,334.3104,POSITIVE,40.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110930,2,[M]+,417.3839,POSITIVE,80.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110991,7,[M]+,334.3104,POSITIVE,40.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110927,2,[M]+,417.3839,POSITIVE,130.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110937,9,[M]+,176.1434,POSITIVE,50.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110973,1,[M]+,304.2999,POSITIVE,60.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110967,6,[M]+,304.2999,POSITIVE,140.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110934,12,[M]+,176.1434,POSITIVE,90.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110951,4,[M]+,254.1903,POSITIVE,50.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110939,8,[M]+,176.1434,POSITIVE,40.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110933,8,[M]+,176.1434,POSITIVE,40.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110994,8,[M]+,334.3104,POSITIVE,90.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110942,6,[M]+,176.1434,POSITIVE,150.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110945,3,[M]+,176.1434,POSITIVE,10.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110938,5,[M]+,176.1434,POSITIVE,30.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110949,3,[M]+,254.1903,POSITIVE,20.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110974,1,[M]+,304.2999,POSITIVE,70.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110919,4,[M]+,417.3839,POSITIVE,30.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110987,3,[M]+,334.3104,POSITIVE,30.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110932,5,[M]+,417.3839,POSITIVE,40.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110920,4,[M]+,417.3839,POSITIVE,50.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110964,4,[M]+,254.1903,POSITIVE,40.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110965,3,[M]+,304.2999,POSITIVE,40.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110998,3,[M]+,248.2373,POSITIVE,60.0,SHFLYPPECXRCFO,1,249.24455284690197,True
MSBNK-BAFG-CSL23110947,9,[M]+,176.1434,POSITIVE,120.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110981,12,[M]+,334.3104,POSITIVE,50.0,YXUPZGKORWTXID,1,335.317717786902,True
MSBNK-BAFG-CSL23110941,10,[M]+,176.1434,POSITIVE,60.0,WIKAJTNLVCYEQJ,1,177.15065246290197,True
MSBNK-BAFG-CSL23110978,3,[M]+,304.2999,POSITIVE,90.0,UBGDIDXCMKJWND,0,306.315526714812,True
MSBNK-BAFG-CSL23110954,14,[M]+,254.1903,POSITIVE,120.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110956,7,[M]+,254.1903,POSITIVE,80.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110997,4,[M]+,248.2373,POSITIVE,30.0,SHFLYPPECXRCFO,1,249.24455284690197,True
MSBNK-BAFG-CSL23110950,7,[M]+,254.1903,POSITIVE,90.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110957,5,[M]+,254.1903,POSITIVE,60.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110928,2,[M]+,417.3839,POSITIVE,140.0,JPYMIDLPHIHRNY,1,418.3912170749021,True
MSBNK-BAFG-CSL23110959,5,[M]+,254.1903,POSITIVE,70.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL2311092,10,[M]+,467.4935,POSITIVE,100.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110953,16,[M]+,254.1903,POSITIVE,150.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110913,9,[M]+,467.4935,POSITIVE,130.0,FFBIRENCNBBTSF,1,468.500767522902,True
MSBNK-BAFG-CSL23110955,17,[M]+,254.1903,POSITIVE,140.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL23110958,17,[M]+,254.1903,POSITIVE,130.0,UAMJPHUIMPFLOK,1,255.19760265490197,True
MSBNK-BAFG-CSL231109112,5,[M]+,248.2373,POSITIVE,40.0,SHFLYPPECXRCFO,1,249.24455284690197,True
MSBNK-BAFG-CSL231109510,4,[M]+,256.2999,POSITIVE,120.0,GLFDLEXFOHUASB,1,257.307153102902,True
MSBNK-BAFG-CSL231109453,3,[M]+,276.2686,POSITIVE,20.0,UARILQSOMYIQCM,1,277.275852974902,True
MSBNK-BAFG-CSL2311095318,13,[M+H]+,181.072,POSITIVE,70.0,QUNWUDVFRNGTCO,0,181.072001962812,True
MSBNK-BAFG-CSL2311107048,5,[M+H]+,379.2268,POSITIVE,130.0,GDUPBUZZJUIEDX,0,379.226771286812,True
MSBNK-BAFG-CSL2311095340,6,[M+H]+,250.1802,POSITIVE,60.0,UWJUQVWARXYRCG,0,250.180155442812,True
MSBNK-BAFG-CSL2311109674,4,[M+H]+,152.0165,POSITIVE,110.0,YEDUAINPPJYDJZ,0,152.016461246812,True
MSBNK-BAFG-CSL2311092188,2,[M-H]-,312.9708,NEGATIVE,120.0,ICUTUKXCWQYESQ,0,314.98532241481206,True
MSBNK-BAFG-CSL2311108323,6,[M-H]-,284.0556,NEGATIVE,70.0,PTOAARAWEBMLNO,0,286.07014339081195,True
MSBNK-BAFG-CSL2311091175,3,[M-H]-,285.1496,NEGATIVE,40.0,SWINWPBPEKHUOD,0,287.164171030812,True
MSBNK-BAFG-CSL2311107018,4,[M+H]+,376.1474,POSITIVE,10.0,LNEPOXFFQSENCJ,0,376.14741134281206,True
MSBNK-BAFG-CSL2311092589,4,[M-H]-,451.2602,NEGATIVE,110.0,FAEKWTJYAYMJKF,0,453.274784098812,True
MSBNK-BAFG-CSL2311094030,1,[M+H]+,269.0808,POSITIVE,10.0,HKQYGTCOTHHOMP,0,269.080835330812,True
MSBNK-BAFG-CSL2311091551,5,[M-H]-,134.036,NEGATIVE,100.0,JMTMSDXUXJISAY,0,136.05053824681198,True
MSBNK-BAFG-CSL2311094882,1,[M+H]+,349.1352,POSITIVE,10.0,VFHVQBAGLAREND,0,349.135193008812,True
MSBNK-BAFG-CSL2311107869,3,[M+H]+,254.1248,POSITIVE,30.0,JNTOCHDNEULJHD,0,254.124765806812,True
MSBNK-BAFG-CSL2311092125,4,[M-H]-,254.045,NEGATIVE,20.0,YWTYJOPNNQFBPC,0,256.059578706812,True
MSBNK-BAFG-CSL2311092097,8,[M-H]-,248.9742,NEGATIVE,60.0,QQLJBZFXGDHSRU,0,250.988781850812,True
MSBNK-BAFG-CSL2311095473,10,[M+H]+,221.0364,POSITIVE,80.0,XQMRZWSYBUCVAX,0,221.036383674812,True
MSBNK-BAFG-CSL2311092370,11,[M-H]-,360.0256,NEGATIVE,50.0,GOCUAJYOYBLQRH,0,362.040146638812,True
MSBNK-BAFG-CSL2311109899,15,[M+H]+,196.0869,POSITIVE,40.0,BOUOQESVDURNSB,0,196.086923754812,True
MSBNK-BAFG-CSL2311091161,16,[M-H]-,193.0771,NEGATIVE,140.0,DWYHDSLIWMUSOO,0,195.091674786812,True
MSBNK-BAFG-CSL2311106565,19,[M+H]+,166.0863,POSITIVE,90.0,XVAIDCNLVLTVFM,0,166.086255058812,True
MSBNK-BAFG-CSL23111017967,14,[M+H]+,279.1339,POSITIVE,100.0,UWVQIROCRJWDKL,0,279.133933522812,True
MSBNK-BAFG-CSL23111018087,9,[M+H]+,191.9614,POSITIVE,70.0,HUBANNPOLNYSAD,0,191.961360162812,True
MSBNK-BAFG-CSL23111013184,1,[M-H]-,241.083,NEGATIVE,130.0,IQFYYKKMVGJFEH,0,243.097548014812,True
MSBNK-BAFG-CSL23111012716,3,[M+H]+,144.0655,POSITIVE,150.0,HQGPKMSGXAUKHT,0,144.065519614812,True
MSBNK-BAFG-CSL23111016597,7,[M+H]+,202.0854,POSITIVE,30.0,LMKQNTMFZLAJDV,0,202.08539953081197,True
MSBNK-BAFG-CSL23111016263,3,[M+Na]+,447.2353,POSITIVE,40.0,TUZYXOIXSAXUGO,0,425.2533799588119,True
MSBNK-BAFG-CSL23111011560,1,[M]+,311.0751,POSITIVE,20.0,JRICKEFXPGZPFZ,1,312.08236774090204,True
MSBNK-BAFG-CSL23111015108,6,[M-H]-,326.0646,NEGATIVE,150.0,YUVKUEAFAVKILW,0,328.079118990812,True
MSBNK-BAFG-CSL23111011281,8,[M-H]-,209.072,NEGATIVE,120.0,IOJWAAXMYYMGMG,0,211.086589406812,True
MSBNK-BAFG-CSL23111016248,4,[M]+,116.107,POSITIVE,80.0,LRQFRDLKOBFOSG,1,117.114266954902,True
MSBNK-BAFG-CSL25011727834,3,[M-H]-,293.1792,NEGATIVE,50.0,URLJMZWTXZTZRR,0,295.193756906812,False
MSBNK-BAFG-CSL23111011541,1,[M]+,353.1454,POSITIVE,10.0,BNQRPLGZFADFGA,1,354.152640220902,True
MSBNK-BAFG-CSL23111027737,10,[M+H]+,242.2842,POSITIVE,60.0,SAIKULLUBZKPDA,0,242.284226586812,True
MSBNK-BAFG-CSL23111017189,14,[M-H]-,239.0496,NEGATIVE,60.0,ZOMSMJKLGFBRBS,0,241.064139710812,True
MSBNK-BAFG-CSL23111010518,9,[M+H]+,224.1281,POSITIVE,150.0,QMIOFDKIBZZJLH,0,224.128119870812,True
MSBNK-BAFG-CSL23111012643,1,[M-H]-,473.1976,NEGATIVE,60.0,BNRNXUUZRGQAQC,0,475.212200906812,True
MSBNK-BAFG-CSL23111014053,4,[M+H]+,225.125,POSITIVE,60.0,RXPQRKFMDQNODS,0,225.12502224881197,True
MSBNK-BAFG-CSL23111015094,8,[M-H]-,300.0911,NEGATIVE,50.0,RVSCDWJKJDBFRS,0,302.105670174812,True
MSBNK-BAFG-CSL23111017654,1,[M-H]-,143.997,NEGATIVE,80.0,FEWPCPCEGBPTAL,0,146.01156589481198,True
MSBNK-BAFG-CSL23111013958,1,[M-H]-,525.9775,NEGATIVE,20.0,CCEKAJIANROZEO,0,527.992055638812,True
MSBNK-BAFG-CSL23111017907,9,[M+H]+,214.0298,POSITIVE,20.0,PZXOQEXFMJCDPG,0,214.029741960812,True
MSBNK-BAFG-CSL25011734176,11,[M+H]+,407.3367,POSITIVE,140.0,LAPRIVJANDLWOK,0,407.3367156588119,False
MSBNK-BAFG-CSL23111017471,1,[M+H]+,382.9727,POSITIVE,10.0,GBOYJIHYACSLGN,0,382.972707042812,True
MSBNK-BAFG-CSL23111012302,7,[M]+,411.1872,POSITIVE,40.0,DHCHUVTYDKANGV,1,412.194505032902,True
MSBNK-BAFG-CSL23111015965,14,[M+H]+,152.0165,POSITIVE,30.0,DMSMPAJRVJJAGA,0,152.016461246812,True
MSBNK-BAFG-CSL23111010781,9,[M+H]+,324.207,POSITIVE,140.0,IYAZLDLPUNDVAG,0,324.20703888681203,True
MSBNK-BAFG-CSL23111017287,4,[M-H]-,196.1204,NEGATIVE,100.0,NFMIMWNQWAWNDW,0,198.13493656681197,True
MSBNK-BAFG-CSL23111017895,4,[M+H]+,350.059,POSITIVE,20.0,JBDHZKLJNAIJNC,0,350.0589902628121,True
MSBNK-BAFG-CSL23111011337,8,[M-H]-,194.0724,NEGATIVE,120.0,BOUOQESVDURNSB,0,196.086923754812,True
MSBNK-BAFG-CSL23111018098,8,[M+H]+,191.9614,POSITIVE,90.0,HUBANNPOLNYSAD,0,191.961360162812,True
MSBNK-BAFG-CSL23111010193,9,[M]+,291.1297,POSITIVE,50.0,GELSOTNVVKOYAW,1,292.136990156902,True
MSBNK-BAFG-CSL23111011380,8,[M-H]-,179.0574,NEGATIVE,130.0,ZFXYFBGIUFBOJW,0,181.072001962812,True
MSBNK-BAFG-CSL23111016161,12,[M+H]+,327.1703,POSITIVE,60.0,WXUZAHCNPWONDH,0,327.17031903081204,True
MSBNK-BAFG-CSL23111017862,1,[M+H]+,160.0272,POSITIVE,150.0,XNSGCNYTNLWRKM,0,160.02721595881198,True
MSBNK-BAFG-CSL25011727849,3,[M+H]+,327.1989,POSITIVE,40.0,KWXICGTUELOLSQ,0,327.19884228681195,False
MSBNK-BAFG-CSL23111014720,4,[M]+,411.1508,POSITIVE,50.0,LFNHHHWATWJWMO,1,412.158119524902,True
MSBNK-BAFG-CSL25011734053,2,[M-H]-,197.0489,NEGATIVE,140.0,XAULISWKJQTUOD,0,199.063471014812,False
MSBNK-BAFG-CSL23111014183,3,[M]+,136.1121,POSITIVE,30.0,OBBLBTCBHPSIMJ,1,137.11935233490198,True
MSBNK-BAFG-CSL23111010623,1,[M]+,494.5659,POSITIVE,10.0,SWSFKKWJEHRFFP,1,495.57320419090206,True
MSBNK-BAFG-CSL23111013226,3,[M-H]-,347.0398,NEGATIVE,130.0,GRSZFWQUAKGDAV,0,349.05437647281207,True
MSBNK-BAFG-CSL23111012177,5,[M-H]-,286.9439,NEGATIVE,70.0,XEFQLINVKFYRCS,0,288.95843897081204,True
MSBNK-BAFG-CSL23111016223,7,[M]+,538.1848,POSITIVE,120.0,FXCZFAOTGUCDBE,1,539.1920761069019,True
MSBNK-BAFG-CSL2311093381,14,[M+H]+,349.2162,POSITIVE,110.0,NAVMQTYZDKMPEU,0,349.216206602812,True
MSBNK-BAFG-CSL2311094210,13,[M+H]+,280.1543,POSITIVE,110.0,LNOOSYCKMKZOJB,0,280.154334618812,True
MSBNK-BAFG-CSL2311096297,13,[M+H]+,366.1118,POSITIVE,90.0,LSQZJLSUYDQPKJ,0,366.111818174812,True
MSBNK-BAFG-CSL25011734532,16,[M-H]-,286.0469,NEGATIVE,40.0,LJOXBIGRIKPBSQ,0,288.061496854812,False
MSBNK-BAFG-CSL2311096076,20,[M+H]+,263.0775,POSITIVE,120.0,BPMVRAQIQQEBLN,0,263.077481266812,True
MSBNK-BAFG-CSL23111013062,18,[M+H]+,154.1227,POSITIVE,50.0,JAWPQJDOQPSNIQ,0,154.12264056681198,True
MSBNK-BAFG-CSL2311092918,11,[M-H]-,434.2198,NEGATIVE,130.0,ACWBQPMHZXGDFX,0,436.2343162548121,True
MSBNK-BAFG-CSL2311106556,16,[M+H]+,322.0663,POSITIVE,60.0,GKTWGGQPFAXNFI,0,322.066303898812,True
MSBNK-BAFG-CSL23111011584,5,[M-H]-,405.0792,NEGATIVE,20.0,QAEDTLFWHIEVPK,0,407.0937214108119,True
MSBNK-BAFG-CSL2311095791,20,[M+H]+,214.0629,POSITIVE,110.0,KPYSYYIEGFHWSV,0,214.062932770812,True
MSBNK-BAFG-CSL2311095788,20,[M+H]+,214.0629,POSITIVE,50.0,KPYSYYIEGFHWSV,0,214.062932770812,True
MSBNK-BAFG-CSL23111015480,15,[M]+,371.106,POSITIVE,70.0,NGWGVNKWZALWFL,1,372.11328097490207,True
MSBNK-BAFG-CSL2311094291,21,[M+H]+,279.1452,POSITIVE,100.0,BYPFEZZEUUWMEJ,0,279.145166902812,True
MSBNK-BAFG-CSL23111013466,12,[M+HCOO]-,403.1762,NEGATIVE,40.0,XOFYZVNMUHMLCC,0,359.18530039881193,True
MSBNK-BAFG-CSL23111027603,16,[M+H]+,443.2329,POSITIVE,60.0,DZNJMLVCIZGWSC,0,443.2329192868119,True
MSBNK-BAFG-CSL2311109803,21,[M+H]+,279.091,POSITIVE,80.0,ASWVTGNCAZCNNR,0,279.091023154812,True
MSBNK-BAFG-CSL23111014138,18,[M+H]+,399.2506,POSITIVE,80.0,WTLBZVNBAKMVDP,0,399.250616684812,True
MSBNK-BAFG-CSL2311108967,20,[M+H]+,238.1339,POSITIVE,60.0,ZKBBGUJBGLTNEK,0,238.13387394681197,True
MSBNK-BAFG-CSL23111010811,21,[M+H]+,204.993,POSITIVE,70.0,CYESCLHCWJKRKM,0,204.992994638812,True
MSBNK-BAFG-CSL23111018713,21,[M-H]-,307.0976,NEGATIVE,40.0,PJVWKTKQMONHTI,0,309.11213545881196,True
MSBNK-BAFG-CSL23111027139,29,[M+H]+,152.0165,POSITIVE,110.0,AACVULYSNJAKEQ,0,152.016461246812,True
MSBNK-BAFG-CSL25011727916,17,[M-H]-,408.0547,NEGATIVE,40.0,XXQVCGHGQCAKKA,0,410.06928466681194,False
MSBNK-BAFG-CSL23111017994,28,[M+H]+,296.1412,POSITIVE,110.0,CSWIKHNSBZVWNQ,0,296.141183090812,True
MSBNK-BAFG-CSL23111010085,22,[M+H]+,275.0485,POSITIVE,120.0,UVCJGUGAGLDPAA,0,275.048489646812,True
MSBNK-BAFG-CSL2311106936,25,[M+H]+,275.2006,POSITIVE,110.0,NPAGDVCDWIYMMC,0,275.200556538812,True
MSBNK-BAFG-CSL23111011620,25,[M+H]+,333.0757,POSITIVE,40.0,GNBHRKFJIUUOQI,0,333.075749950812,True
MSBNK-BAFG-CSL2311092987,26,[M+H]+,303.2319,POSITIVE,120.0,GCKMFJBGXUYNAG,0,303.231856666812,True
MSBNK-BAFG-CSL2311106675,33,[M+H]+,253.0972,POSITIVE,70.0,CTRLABGOLIVAIY,0,253.097154090812,True
MSBNK-BAFG-CSL23111027759,22,[M+H]+,384.2169,POSITIVE,120.0,YNELJETWNMPEEH,0,384.2169348748119,True
MSBNK-BAFG-CSL2311108950,34,[M+H]+,296.07,POSITIVE,50.0,GXPIUNZCALHVBA,0,296.06995336281204,True
MSBNK-BAFG-CSL23111019208,36,[M-H]-,362.0816,NEGATIVE,40.0,BPPVUXSMLBXYGG,0,364.0961681108121,True
MSBNK-BAFG-CSL2311106952,44,[M+H]+,267.124,POSITIVE,140.0,NQDJXKOVJZTUJA,0,267.12403753481203,True
MSBNK-BAFG-CSL23111016827,42,[M+H]+,291.2448,POSITIVE,70.0,QUXFOKCUIZCKGS,0,291.244743456812,True
MSBNK-BAFG-CSL2311108280,41,[M-H]-,397.2045,NEGATIVE,100.0,WINHZLLDWRZWRT,0,399.219080790812,True
MSBNK-BAFG-CSL2311096216,50,[M+H]+,180.0808,POSITIVE,90.0,DZBUGLKDJFMEHC,0,180.08077575481198,True
MSBNK-BAFG-CSL23111017434,49,[M+H]+,200.1182,POSITIVE,90.0,ZLIBICFPKPWGIZ,0,200.118223882812,True
MSBNK-BAFG-CSL2311106783,56,[M+H]+,342.17,POSITIVE,110.0,MFXFQKMUCYHPFQ,0,342.16998468281207,True
MSBNK-BAFG-CSL231109567,6,[M]+,284.3312,POSITIVE,140.0,RLGQACBPNDBWTB,1,285.338453230902,True
MSBNK-BAFG-CSL231109659,1,[M]+,427.4427,POSITIVE,40.0,OKBQUWUVZGPEQZ,1,428.449991436902,True
MSBNK-BAFG-CSL231109247,4,[M]+,339.1297,POSITIVE,40.0,USFPINLPPFWTJW,1,340.136990156902,True
