compound,identity_source,smiles,recorded_inchikey,db_precursor_mz,formula,parent_key,recorded_first_block,smiles_formula_matches_recorded_formula,other_route_keys_conflicting,key_route_disagree,scaffold_group,net_formal_charge_raw,parent_mh_mz,mh_in_dev_range,elements,has_F,single_ce_listed,n_single_ce_listed,ces_listed,n_ces_listed,adducts,n_mh_spectra,has_mh,total_spectra,chimeric_flag,rt_min,s1_compound_id,coinjected_ions_within_0p7_mz_of_mh,n_coinjected_ions_within_0p7,in_muru_registry,in_muru_registry_direct_reason,muru_exposed_populations,in_muru_exposed_population_union,group_in_muru_registry_groups,in_pr7_population,group_in_pr7_groups,in_comparator_population,group_in_comparator_groups,in_msg15_any_fold,msg15_folds,in_msg15_simchallenge,msg15_rows,msg15_instrument_types,msg15_mh_qtof_rows,group_in_msg15_groups,in_msnlib_9lib,in_msnlib_v1_0,anyroute_in_muru_registry,anyroute_in_muru_exposed_population_union,anyroute_in_pr7_population,anyroute_in_comparator_population,anyroute_in_msg15_any_fold
Riddelliine,db_SMILES,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,SVCNNZDUGWLODJ-RAYFHMIRSA-N,350.1604,C18H23NO6,SVCNNZDUGWLODJ,SVCNNZDUGWLODJ,True,,False,C=C1CC(=C)C(=O)OC2CCN3CC=C(COC(=O)C1)C23,0.0,350.15981,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,3.97,195.0,Acetaminophen glucuronide[M+Na]+;Ampicillin[M+H]+;Cefaclor[M-H2O+H]+;Chlorpyrifos [M+H]+;Jacobine-N-oxide[M-H2O+H]+,5,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-HOLD;WUR-POS-IDENTITY,True,True,False,False,False,False,False,,False,0,,0,True,False,False,True,True,False,False,False
Riddelliine-N-oxide,db_SMILES,C=C1C/C(=C/C)C(=O)O[C@@H]2CC[N+]3([O-])CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,NPENPMDVCQGSSO-AHPXGCJSSA-N,366.1553,C18H23NO7,NPENPMDVCQGSSO,NPENPMDVCQGSSO,True,,False,C=C1CC(=C)C(=O)OC2CC[NH+]3CC=C(COC(=O)C1)C23,0.0,366.15473,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,3.51,196.0,Acetaminophen glucuronide[M+K]+;Amoxicillin[M+H]+,2,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Roxithromycin,db_Isomeric_Smiles,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,RXZBMPWDPOLZGW-XMRMVWPWSA-N,837.5324,C41H76N2O15,RXZBMPWDPOLZGW,RXZBMPWDPOLZGW,True,,False,N=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,0.0,837.53185,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 10}",15,True,25,Yes,12.49,197.0,,0,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;LCSB-RAW-MIX-REPLICATE-SET-92;LCSB-RAW-MIXES-499-503-505;MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION,True,True,False,False,False,False,True,test,True,139,Orbitrap:95;QTOF:41,39,True,True,True,True,True,False,False,True
SN-38-glucuronide,db_SMILES,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2c1cc(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)cc2,SSJQVDUAKDRWTA-CAYKMONMSA-N,569.1771,C28H28N2O11,SSJQVDUAKDRWTA,SSJQVDUAKDRWTA,True,,False,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC4CCCCO4)ccc2nc1-3,0.0,569.17659,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,Yes,3.68,199.0,,0,False,False,,False,False,False,False,False,False,False,,False,0,,0,False,False,False,False,False,False,False,False
Sterigmatocystin,db_SMILES,COc1c2c(=O)c3c(O)cccc3oc2c2c(c1)O[C@H]1OC=C[C@@H]21,UTSVPXMQSFGQTM-DCXZOGHSSA-N,325.0712,C18H12O6,UTSVPXMQSFGQTM,UTSVPXMQSFGQTM,True,,False,O=c1c2ccccc2oc2c3c(ccc12)OC1OC=CC31,0.0,325.07066,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,13.85,200.0,Enterodiol[M+Na]+;Kaempferol[M+K]+;Tebuconazole[M+NH4]+,3,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,43,Orbitrap:40;QTOF:3,3,True,False,False,True,True,False,False,True
Sulfadiazine,db_Canonical_Smiles,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,SEEPANYCNGTZFQ-UHFFFAOYSA-N,251.0603,C10H10N4O2S,SEEPANYCNGTZFQ,SEEPANYCNGTZFQ,True,,False,O=S(=O)(Nc1ncccn1)c1ccccc1,0.0,251.05972,True,C;N;O;S,False,20;25;30;35;45;55;60;70,8,30±20;40±10;40±20,3,"{""[M+H]+"": 11}",11,True,11,No,3.45,201.0,2-hydroxy-4-methoxybenzophenone[M+Na]+;Bis(1-chloro-2-propyl) phosphate[M+H]+;Bisphenol A[M+Na]+;Bisphenol S[M+H]+;Bisphenol Z[M-H2O+H]+;Citrinin[M+H]+;Coumestrol[M-H2O+H]+;Formononetin[M-H2O+H]+;Mono-hexyl phthalate[M+H]+;Resveratrol[M+Na]+,10,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-HOLD;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,55,Orbitrap:34;QTOF:21,18,True,True,True,True,True,False,False,True
Sulfadimethoxine,db_SMILES,COc1nc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)c1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,311.0814,C12H14N4O4S,ZZORFUFYDOWNEF,ZZORFUFYDOWNEF,True,,False,O=S(=O)(Nc1ccncn1)c1ccccc1,0.0,311.08085,True,C;N;O;S,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 7}",15,True,22,Yes,5.94,202.0,Aflatoxin G1[M-H2O+H]+;Aflatoxin M1[M-H2O+H]+;Aflatoxin Q1[M-H2O+H]+;Alternariol monomethyl ether[M+K]+;Aristolactam I[M+NH4]+;Avobenzone[M+H]+;Triclosan[M+Na]+,7,True,True,MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,87,QTOF:44;Orbitrap:42,44,True,True,True,True,True,False,False,True
Sulfamethazine,db_Canonical_Smiles,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,ASWVTGNCAZCNNR-UHFFFAOYSA-N,279.0916,C12H14N4O2S,ASWVTGNCAZCNNR,ASWVTGNCAZCNNR,True,,False,O=S(=O)(Nc1ncccn1)c1ccccc1,0.0,279.09102,True,C;N;O;S,False,20;25;35;40;45;50;55;60;65;70,10,30±10;30±20;40±10,3,"{""[M+H]+"": 13}",13,True,13,No,4.45,203.0,3-benzylidene camphor[M+K]+;Bisphenol C[M+Na]+;Deoxynivalenol[M-H2O+H]+;Dibutyl phthalate[M+H]+;Diisobutyl phthalate[M+H]+;Ethinylestradiol[M-H2O+H]+;Mono-2-ethylhexyl phthalate[M+H]+;Mono-benzyl phthalate[M+Na]+;Mono-octyl phthalate[M+H]+;Ochratoxin alpha[M+Na]+,10,True,True,MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-DEV-HOLD;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,67,Orbitrap:46;QTOF:21,21,True,True,True,True,True,False,False,True
Sulfamethoxazole,db_Canonical_Smiles,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,JLKIGFTWXXRPMT-UHFFFAOYSA-N,254.0599,C10H11N3O3S,JLKIGFTWXXRPMT,JLKIGFTWXXRPMT,True,,False,O=S(=O)(Nc1ccon1)c1ccccc1,0.0,254.05939,True,C;N;O;S,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,5.03,204.0,Atrazine[M+K]+;Heptylparaben[M+NH4]+;Mono-n-pentyl phthalate[M+NH4]+,3,True,True,MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,294,Orbitrap:223;QTOF:71,70,True,True,True,True,True,False,False,True
T-2 toxin,db_SMILES,CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,BXFOFFBJRFZBQZ-QYWOHJEZSA-N,467.2281,C24H34O9,BXFOFFBJRFZBQZ,BXFOFFBJRFZBQZ,True,,False,C1=CC2OC3CCC(C2CC1)C31CO1,0.0,467.22756,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 7, ""[M+H-H2O]+"": 4, ""[M+Na]+"": 25, ""[M+NH4]+"": 30}",7,True,66,No,11.21,205.0,Doxycycline[M+Na]+;Tetracycline[M+Na]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,28,Orbitrap:21;QTOF:3,1,True,True,True,True,True,False,False,True
Tebuconazole,db_SMILES,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,PXMNMQRDXWABCY-UHFFFAOYSA-N,308.153,C16H22ClN3O,PXMNMQRDXWABCY,PXMNMQRDXWABCY,True,,False,c1ccc(CCCCn2cncn2)cc1,0.0,308.15242,True,C;Cl;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,14.7,206.0,Bisphenol AP[M+NH4]+;Octyl methoxycinnamate[M+NH4]+;Trimethoprim[M+NH4]+;Vinclozolin[M+Na]+,4,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;LCSB-RAW-MIX-REPLICATE-SET-92;LCSB-RAW-MIXES-499-503-505;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,80,Orbitrap:63;QTOF:17,17,True,True,True,True,True,False,False,True
Tramadol,db_SMILES,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,264.1964,C16H25NO2,TVYLLZQTGLZFBW,TVYLLZQTGLZFBW,True,,False,c1ccc(C2CCCCC2)cc1,0.0,264.19581,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+H-H2O]+"": 5}",15,True,20,Yes,5.5,209.0,Methiocarb[M+K]+,1,False,False,,False,True,False,False,False,False,True,train,True,29,Orbitrap:24;QTOF:5,5,True,False,False,False,False,False,False,True
Trans-3-hydroxycotinine,db_SMILES,CN1C(=O)[C@H](O)C[C@H]1c1cnccc1,XOKCJXZZNAUIQN-DTWKUNHWSA-N,193.0977,C10H12N2O2,XOKCJXZZNAUIQN,XOKCJXZZNAUIQN,True,,False,O=C1CCC(c2cccnc2)N1,0.0,193.09715,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,3.07,210.0,2-phenylphenol[M+Na]+;4-phenylphenol[M+Na]+;Diethyl thiophosphate [M+Na]+,3,False,False,,False,True,False,False,False,False,True,train,True,21,QTOF:21,21,True,False,False,False,False,False,False,True
Tri-n-butyl phosphate,db_SMILES,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,267.1725,C12H27O4P,STCOOQWBFONSKY,STCOOQWBFONSKY,True,,False,__ACYCLIC__STCOOQWBFONSKY,0.0,267.17197,True,C;O;P,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 22, ""[M+Na]+"": 4}",22,True,26,No,16.18,214.0,"2-hydroxy-4-methoxybenzophenone[M+K]+;Benzophenone-8, Dioxybenzone[M+Na]+;Bisphenol A[M+K]+;Glycitein[M-H2O+H]+;Resveratrol[M+K]+;Tris(2-chlorethyl) phosphate [M-H2O+H]+",6,False,False,,False,False,False,False,False,False,True,train,True,19,QTOF:19,17,True,True,False,False,False,False,False,True
Triclocarban,db_SMILES,O=C(Nc1ccc(Cl)cc1)Nc1cc(Cl)c(Cl)cc1,ICUTUKXCWQYESQ-UHFFFAOYSA-N,314.9859,C13H9Cl3N2O,ICUTUKXCWQYESQ,ICUTUKXCWQYESQ,True,,False,O=C(Nc1ccccc1)Nc1ccccc1,0.0,314.98532,True,C;Cl;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,16.4,211.0,Aflatoxicol[M+H]+;Aflatoxin B2[M+H]+;Duloxetine[M+NH4]+;Mono-(2-ethyl-5-oxohexyl) phthalate[M+Na]+;Mono-iso-nonyl phthalate[M+Na]+;Perfluorohexanoic acid[M+H]+,6,True,True,ENTACT-MIX-LISTS-499-503-505,True,True,False,False,False,False,True,train,True,59,Orbitrap:34;QTOF:25,25,True,True,True,True,True,False,False,True
Trimethoprim,db_Canonical_Smiles,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,291.1457,C14H18N4O3,IEDVJHCEMCRBQM,IEDVJHCEMCRBQM,True,,False,c1ccc(Cc2cncnc2)cc1,0.0,291.14517,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,4.48,213.0,Bisphenol AP[M+H]+;Bisphenol Z[M+Na]+;Coumestrol[M+Na]+;Formononetin[M+Na]+;Mono-(2-ethyl-5-carboxypentyl) phthalate[M-H2O+H]+;Mono-(3-carboxypropyl) phthalate[M+K]+;Mono-[(2-carboxymethyl) hexyl] phthalate[M-H2O+H]+;Octyl methoxycinnamate[M+H]+,8,True,True,MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,79,QTOF:39;Orbitrap:39,39,True,True,True,True,True,False,False,True
Triphenyl phosphate,db_SMILES,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,XZZNDPSIHUTMOC-UHFFFAOYSA-N,327.0786,C18H15O4P,XZZNDPSIHUTMOC,XZZNDPSIHUTMOC,True,,False,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0.0,327.07807,True,C;O;P,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 6, ""[M+NH4]+"": 9}",15,True,30,Yes,16.22,215.0,Diazinon[M+Na]+;Triclosan[M+K]+,2,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,True,False,False,False,False,True,train,True,87,Orbitrap:49;QTOF:38,38,True,False,False,True,True,False,False,True
Tris(2-chlorethyl) phosphate,db_SMILES,O=P(OCCCl)(OCCCl)OCCCl,HQUQLFOMPYWACS-UHFFFAOYSA-N,284.9617,C6H12Cl3O4P,HQUQLFOMPYWACS,HQUQLFOMPYWACS,True,,False,__ACYCLIC__HQUQLFOMPYWACS,0.0,284.96115,True,C;Cl;O;P,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 10, ""[M+NH4]+"": 15}",15,True,40,Yes,7.9,216.0,Enterodiol[M-H2O+H]+;Glycitein[M+H]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,29,QTOF:15;Orbitrap:14,15,True,False,False,True,True,False,False,True
Tylosin,db_SMILES,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,WBPYTXDJUQJLPQ-VMXQISHHSA-N,916.527,C46H77NO17,WBPYTXDJUQJLPQ,WBPYTXDJUQJLPQ,True,,False,O=C1C=CC=CC(COC2CCCCO2)COC(=O)CCCC(OC2CCC(OC3CCCCO3)CO2)CCC1,0.0,916.52643,True,C;N;O,False,50;60,2,30±20,1,"{""[M+H]+"": 3}",3,True,3,No,9.38,217.0,,0,True,True,MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,val,True,78,QTOF:41;Orbitrap:37,41,True,True,True,True,True,False,False,True
Venlafaxine,db_SMILES,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-UHFFFAOYSA-N,278.212,C17H27NO2,PNVNVHUZROJLTJ,PNVNVHUZROJLTJ,True,,False,c1ccc(CC2CCCCC2)cc1,0.0,278.21146,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+H-H2O]+"": 13}",15,True,28,No,6.54,218.0,Imidacloprid [M+Na]+,1,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,80,Orbitrap:60;QTOF:20,20,True,True,True,True,True,False,False,True
Zearalanone,db_SMILES,C[C@H]1CCCC(=O)CCCCCc2c(C(=O)O1)c(O)cc(O)c2,APJDQUGPCJRQRJ-LBPRGKRZSA-N,321.1702,C18H24O5,APJDQUGPCJRQRJ,APJDQUGPCJRQRJ,True,,False,O=C1CCCCCc2ccccc2C(=O)OCCCC1,0.0,321.16965,True,C;O,False,20;25;30;40,4,30±20,1,"{""[M+H]+"": 5}",5,True,5,Yes,12.6,220.0,Aflatoxin P1[M+Na]+;Alpha-zearalenol[M+H]+;Beta-zearalenol[M+H]+;Enterolactone[M+Na]+;Mycophenolic acid[M+H]+;Scopolamine[M+NH4]+,6,False,False,,False,False,False,False,False,False,True,train,False,1,QTOF:1,1,True,False,False,False,False,False,False,True
Colibactin 540 DNA-Adduct,,,-,540.1765,C23H25N9O5S,,,False,,False,,,,False,,False,20;25;30;35;40;50;60;70,8,40±10,1,"{""[M+H]+"": 20, ""[M+H-H2O]+"": 18, ""[M+Na]+"": 7}",20,True,45,Yes,3.27,228.0,,0,False,False,,False,False,False,False,False,False,False,,False,0,,0,False,False,False,False,False,False,False,False
ColibactinProdrug (Myristoyl-asparagine),db_SMILES,CCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)O,XCYGCBVZSVXYON-CWXNKQDTSA-N,343.2591,C18H34N2O4,XCYGCBVZSVXYON,XCYGCBVZSVXYON,True,,False,__ACYCLIC__XCYGCBVZSVXYON,0.0,343.25913,True,C;N;O,False,20;25;30;35;40;50;60;70,8,40±10,1,"{""[M+H]+"": 8, ""[M+H-H2O]+"": 3, ""[M+Na]+"": 7}",8,True,18,Yes,10.35,227.0,,0,False,False,,False,False,False,False,False,False,True,train,False,2,QTOF:1;Orbitrap:1,1,True,False,False,False,False,False,False,True
Deoxynivalenol 3-glucuronide,db_SMILES,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)CO,GRFAWUZMBBQEMX-IJNZYEPRSA-N,473.1654,C21H28O12,GRFAWUZMBBQEMX,GRFAWUZMBBQEMX,True,,False,O=C1C=CC2OC3C(OC4CCCCO4)CC(C2C1)C31CO1,0.0,473.16535,True,C;O,False,20;25;30;35;40;50;60;70,8,40±10,1,"{""[M+H]+"": 7, ""[M+H-H2O]+"": 6, ""[M+Na]+"": 7, ""[M+NH4]+"": 9}",7,True,29,No,1.6,224.0,,0,False,False,,False,False,False,False,False,False,False,,False,0,,0,False,False,False,False,False,False,False,False
Tilimycin,db_SMILES,C1C[C@H]2C(NC3=C(C=CC=C3O)C(=O)N2C1)O,QEILHZZUMSPTRX-YMNIQAILSA-N,235.1077,C12H14N2O3,QEILHZZUMSPTRX,QEILHZZUMSPTRX,True,,False,O=C1c2ccccc2NCC2CCCN12,0.0,235.10772,True,C;N;O,False,20;25;30;35;40;50;60;70,8,40±10,1,"{""[M+H]+"": 9, ""[M+H-H2O]+"": 9, ""[M+Na]+"": 3}",9,True,21,No,3.65,225.0,,0,False,False,,False,False,False,False,False,False,False,,False,0,,0,False,False,False,False,False,False,False,False
Tilivalline,db_SMILES,C1C[C@H]2[C@@H](NC3=C(C=CC=C3O)C(=O)N2C1)C4=CNC5=CC=CC=C54,AJZNARCWDDMOPL-WMZOPIPTSA-N,334.155,C20H19N3O2,AJZNARCWDDMOPL,AJZNARCWDDMOPL,True,,False,O=C1c2ccccc2NC(c2c[nH]c3ccccc23)C2CCCN12,0.0,334.155,True,C;N;O,False,20;25;30;35;40;50;60;70,8,40±10,1,"{""[M+H]+"": 9, ""[M+H-H2O]+"": 9, ""[M+Na]+"": 7}",9,True,25,No,7.11,226.0,,0,False,False,,False,False,False,False,False,False,True,train,False,1,QTOF:1,1,True,False,False,False,False,False,False,True
