key,scaffold_group_census,in_design12b,reasons
ACWZRVQXLIRSDF,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
ACXLONXGKMCKHC,O=c1ccoc(CN2CCN(c3ccccc3)CC2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ACXLVKYMISNUFD,C1CCC2C(C1)CCC13CCC(CCC21)C3,True,SCAFFOLD_GROUP_EXCLUDED
ACYIDOUODAIODC,O=C(c1cc2ccccc2[nH]1)N1CCC(c2noc(-c3ccccc3)n2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ACZKVQWRKIVZNE,O=C(Nc1cn[nH]c1)C(c1ccccc1)n1cnc2ccccc21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ACZLVDVQXPCDBR,O=C(COc1ccccc1)NN=Cc1cccs1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADAHADRJWVCICR,c1ccc2cnccc2c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADAIDEJRQDIPQF,O=C(Nc1ccccc1)c1nc[nH]c1C(=O)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADAIJADAIWLLRU,c1cnc(N2CCN(Cc3cnoc3)CC2)nc1,True,SCAFFOLD_GROUP_EXCLUDED
ADAMQYUOLZWDFC,O=c1cc(CNc2ccccc2)nc2nc(-c3ccccc3)[nH]n12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADBJOMTYSFGMFT,O=C(CCc1c[nH]c(=O)[nH]c1=O)N1CCOCC1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADBSBHUZPCBDEQ,O=C(Cn1cccc1)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADCLNAAAKOKRPI,O=C(C1CCCCCC1)N1CCCC1c1ccno1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADCUEPOHPCPMCE,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-NEG
ADDBSLUMEBSRSH,c1cncc(C2CCN2c2ccncn2)c1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADDJFJAUEAOGJY,O=S(=O)(NC1CCOCC1)c1c[nH]nn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADDLXGZBTXNVDS,O=C1CC2C(CCC3C4CCCC(C4=O)C4OC324)C(c2ccoc2)O1,True,SCAFFOLD_GROUP_EXCLUDED
ADEBPBSSDYVVLD,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADEBTUFPSZKNOA,c1ccc(-c2cn[nH]c2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
ADELOEHSGAVWHH,O=C(NCC1(N2CCOCC2)CCCCC1)c1c[nH]nn1,False,HEADER_READ_WELL_STUDY1
ADFBKLLXFBUXNH,c1ccc(-n2cc(NCc3ncnn3-c3ccccc3)cn2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADFCQWZHKCXPAJ,c1ccc(C2COc3ccccc3C2)cc1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADFIGDSLXXFDCK,O=C(NCc1ccco1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
ADFIQZBYNGPCGY,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-HOLD;EXPOSED_POPULATION:WUR-POS-IDENTITY
ADFOJJHRTBFFOF,c1ccc2c(c1)CCC1C2CCC2CCCC21,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
ADGGYDAFIHSYFI,c1cncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,True,SCAFFOLD_GROUP_EXCLUDED
ADHBOCDOAOUXQV,O=C(Nc1cnn2ccccc12)N1CCC(N2CCNCC2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADIALAZTBGIRSN,C1=CC(CC23CC=CCC2O3)C2CCCCC2C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADIMAYPTOBDMTL,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-CONFIRMATION;EXPOSED_POPULATION:LCSB-NEG;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED
ADKLMOJIJGHCCD,c1ccc(-c2nc3ccc(-c4nc5ccc(N6CCNCC6)cc5[nH]4)cc3[nH]2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADKSORRHJQCOAL,O=C(COc1ccccc1)Nc1cnc2ccccn2c1=O,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADLKEGTUALSXJT,O=C(c1ccc[nH]1)N1CCCCC1,False,HEADER_READ_WELL_STUDY1
ADLSQSIMPORUCH,O=C(Cc1cccn1-c1ccccc1)NCc1ccncc1,False,HEADER_READ_WELL_STUDY1
ADLXIHFVNXZHCX,c1ccc(-n2cccn2)nc1,False,HEADER_READ_WELL_STUDY1
ADMSPRCXXNLVRZ,C1CNCC(c2nnc3n2CCC3)C1,True,SCAFFOLD_GROUP_EXCLUDED
ADNQJSLRVBPSSJ,O=C(NC1CCOC1)c1ccsc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADNQSVKGFOVISW,O=C(NCC1COCCO1)c1cnn2ccccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADODKNPTCRCQJX,c1ccc(-c2cnco2)cc1,False,HEADER_READ_WELL_STUDY1
ADOHASQZJSJZBT,O=C(NCCc1c[nH]c2ccccc12)OCC1c2ccccc2-c2ccccc21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADPBWRONXXWBJX,O=C(Nc1ccccc1)c1cc2ncccn2n1,False,HEADER_READ_WELL_STUDY1
ADPIEGXXCABJCH,O=C1NCCC12CCNCC2,True,SCAFFOLD_GROUP_EXCLUDED
ADRASYRAKZEMMB,O=C(NCCc1csc2ccccc12)N1CCNC1=O,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADRSZIQSSXPARX,c1ccc(CC2CCCNC2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
ADRVHQUIMACBAD,O=C(c1cccnc1)N1CCC(Oc2ncccn2)C1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
ADSUQICMBSGRKP,c1ccc(-n2cncn2)cc1,False,HEADER_READ_WELL_STUDY1
ADSYMQORONDIDD,O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,True,SCAFFOLD_GROUP_EXCLUDED
ADUDROSLTSCLAT,C1CC2(C1)CCC2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADUMIBSPEHFSLA,c1ccc(C(c2ccccc2)c2ccccc2)cc1,False,DECODED_SAME_PLATE_ION_0p01
ADUZMHIDLNHECM,C1=NOCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADVGKWPZRIDURE,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
ADVGWPASCPTNTR,O=C(NCc1ncncn1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
ADWLJKACUPPPOM,O=C(c1cccc(-n2ccnn2)c1)N1CCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADWTYURAFSWNSU,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY
ADXGNEYLLLSOAR,O=C1CCc2cncnc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED;SURFACED_VALUE_ATTRIBUTED_WELL
ADXGZQRJIYRSGK,c1ccc(CCc2nccs2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADXRSWTZHYJBHA,O=S(=O)(c1ccccc1)N1CCCC(Nc2ccncn2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADYIRRXTDCCUBH,O=S(=O)(Nc1ccsc1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
ADYQMVLQQBLDOX,O=S1(=O)CCC2(CCCN(c3ncnc4[nH]ccc34)C2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
ADZJCRTUDHZFMO,O=S(=O)(NCC1CCOCC1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
AEBORMNUOJEQOL,O=C(C=Cc1ccccc1)OCC1CCCC(OC2OC=CC3CCCC32)O1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AECDBHGVIIRMOI,c1ccc(COc2cccc(-c3cn(C4CC(CN5CCC5)C4)c4ncncc34)c2)cc1,False,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
AECMTTHANKYVGY,O=C(NCCCc1ccccc1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEDDIBAIWPIIBD,O=c1c2ccccc2oc2ccc(C3CCCCO3)cc12,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AEENEMOEBJOKGN,c1ccc(OCC2NCCc3sccc32)cc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
AEEZKSZCKDCLHT,O=C(NCc1cncc(-c2cccs2)c1)c1cnc2ccccn12,False,HEADER_READ_WELL_STUDY1
AEFJYYQUZYTKLN,O=C(CCc1ccc[nH]c1=S)c1ccccc1,False,HEADER_READ_WELL_STUDY1
AEFYFGMSRKDXHZ,O=C(Nc1ccccc1)Nc1ccccc1-c1nn[nH]n1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEGMTRFJZYFDRR,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AEGRRYPLKCPBBE,c1ccc2c(c1)CCNC2,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AEGSIYIIMVBZQU,__ACYCLIC__AEGSIYIIMVBZQU,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEGZYCGXUREGSM,O=C1CC2CCCC2C2CC=CCC12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEHFUSPLVGWEEP,c1cn(C2CCCCC2)cn1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEHJMNVBLRLZKK,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED
AEHKEIAXNGIEAC,O=C(CN1C(=O)CCC1=O)NCCc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEJZPCBYYBKYPZ,c1ccc(-c2ccn[nH]2)c(OCc2ncno2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEKASPIOVIQYJC,O=C(NCc1nnnn1-c1ccccc1)C(c1ccccc1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEKOKNWQDFKVGO,O=C1OCC2=CCC3CCCCC3C12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEKQMJRJRAHOAP,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-NEG;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:LCSB-RAW-MIX-REPLICATE-SET-92;EXPOSED_POPULATION:LCSB-RAW-MIXES-499-503-505;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION
AELCINSCMGFISI,c1ccc(C2CC2)cc1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AELFNZAMWOETOP,O=C(c1ccc2c(c1)OCO2)N1CCC(Nc2cccnc2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AELSEWMMADWPHW,O=C(Nc1nc(-c2ccccc2)ns1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AEMCTOLKWFWECQ,O=c1ccc(-c2ccccc2)nn1Cc1nc(-c2ccccc2)no1,True,SCAFFOLD_GROUP_EXCLUDED
AEMFNILZOJDQLW,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-CONFIRMATION
AEMJDNJKSCBKRL,O=C1OCC(Cc2ccc(OC3CCCCO3)cc2)C1Cc1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AEMOLEFTQBMNLQ,C1CCOCC1,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
AEMWTTAJTDUSKK,O=C(NCC1CCN(C(=O)Oc2ccccc2)CC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEOCXXJPGCBFJA,c1ccncc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-NEG;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:LCSB-RAW-MIX-REPLICATE-SET-92;EXPOSED_POPULATION:LCSB-RAW-MIXES-499-503-505;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;HEADER_READ_WELL_STUDY1;MSNLIB_ANCHOR_CENSUS_DESIGN;MSNLIB_ANCHOR_CENSUS_DETECTED;MSNLIB_ANCHOR_GATE_CALIBRATION;MULTIMS2_ANCHOR_CALIBRATION
AEOJZEUDQMBIJS,c1ccc(CC2CC2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEPFGJLCYYNHBG,c1ccc(-n2nccc2-n2cccc2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEPIZTKZFWKJOM,O=C(NCc1ccccc1)N1CCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEPMKZIOUKHDOO,O=C1C=CCO1,True,SCAFFOLD_GROUP_EXCLUDED
AEPSHGNWDBLZKI,c1ccc(Nc2cc(C3CCC3)ncn2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
AEQDJSLRWYMAQI,c1ccc2c(c1)CC1c3ccccc3CCN1C2,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEQLHDVVBGBBPV,O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)c1ccccc1)C2,True,SCAFFOLD_GROUP_EXCLUDED
AEQQTRNGACIZOY,c1ccc(CNc2ncn[nH]2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEQTYHLWMVTNJH,O=C1OCCC2=C1C(c1ccccc1)Nc1ccccc1N2,False,HEADER_READ_WELL_STUDY1
AERAMEUFSDVACO,C1CCC(OC2CCCOC2)OC1,True,SCAFFOLD_GROUP_EXCLUDED
AERBNCYCJBRYDG,__ACYCLIC__AERBNCYCJBRYDG,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AERCHBXMMRQASV,O=C(CC1CSc2nccc(=O)n21)Nc1ccccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AESCVDYQNJCCKA,O=C(Nc1ccc2c(c1)OCO2)N1CCc2ccccc21,False,HEADER_READ_WELL_STUDY1
AESZSCIZSWYAAO,O=C(Nc1ccccc1)c1ccn[nH]1,True,SCAFFOLD_GROUP_EXCLUDED
AETKQQBRKSELEL,O=C(C=Cc1ccccc1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AETVVUBMYLICPO,O=C1CC2C=CC1N2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEULVFLPCJOBCE,c1ccc(CCCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
AEUTYOVWOVBAKS,__ACYCLIC__AEUTYOVWOVBAKS,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEWKGKKUTPDGLB,O=C(OCc1ccccc1)N1CCCCC1,True,SCAFFOLD_GROUP_EXCLUDED
AEWXHZOEABLVSI,O=c1[nH]c(=O)c2c(nc3n(-c4ccccc4)ccn23)[nH]1,True,SCAFFOLD_GROUP_EXCLUDED
AEXWTPJOQWLAFH,c1ccc(-n2ccnn2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
AEYFSHJVKKIKJB,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEYRDFZNOFKAPT,O=C1CN(Cc2cncs2)CCN1c1ccncc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEZAHFYGWIDBLD,O=C(Nc1nccs1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEZGRQSLKVNPCI,O=C1C(=Cc2ccc(-c3ccccc3)o2)SC(=S)N1Cc1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AEZORJPEEVGPGB,c1cnnc(-n2cccn2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AEZQFJBQJQUQRA,c1ccc(C2CC2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
AFAIELJLZYUNPW,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION
AFAYLLXYMBBONI,O=C(NN=Cc1ccc2[nH]c3ccccc3c2c1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFBGQGHTUZMRCU,c1ccc(OCc2nnc3sc(-c4ccon4)nn23)cc1,False,HEADER_READ_WELL_STUDY1
AFBIPIOFYMDNFD,O=C(COC(=O)c1cccs1)NCc1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AFCGFAGUEYAMAO,__ACYCLIC__AFCGFAGUEYAMAO,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFDBULDXOUDVIX,O=C(NCCc1ccn(-c2ccccc2)n1)c1ccn[nH]1,False,HEADER_READ_WELL_STUDY1
AFDCOPAFBSFUDD,O=C(Oc1ccc2cccc(OC(=O)N3CCOCC3)c2c1)N1CCOCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFDPFLDWOXXHQM,O=C(OC1CCCC1)C(NCc1cccnc1)C1CCCCC1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AFDRCEOKCOUICI,,False,EXPOSED_POPULATION:WUR-NEG-DEV
AFDXODALSZRGIH,c1ccccc1,False,DECODED_SAME_PLATE_ION_0p01
AFEFUQLFZKGIPE,c1ccc(-c2ccc3c(-c4ccccc4)[nH]nc3n2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
AFENDNXGAFYKQO,__ACYCLIC__AFENDNXGAFYKQO,False,HEADER_READ_WELL_STUDY1
AFEVCSJFNQWWDF,C1CCC(OCCC2CCC3C2CCC2C4CCC(OC5OCCC(OC6CCCCO6)C5OC5CCCCO5)CC4CCC32)OC1,False,HEADER_READ_WELL_STUDY1
AFFBILSSGXPTQB,c1cc2c(s1)CCC2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFFDHNIIGHONII,c1ccc(-c2csc3ncnc(N4CCNCC4)c23)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AFFZCQDLQIEQGB,c1ccccc1,False,HEADER_READ_WELL_STUDY1
AFGBXZOYRLZLGP,C1CCCC1,False,HEADER_READ_WELL_STUDY1
AFHCRQREQZIDSI,O=C(OCC1CCCC(OC2CCCO2)O1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
AFHJQYHRLPMKHU,O=C1c2ccccc2C(C2CCCCO2)c2ccccc21,False,COPLATED_IN_DECODED_WELL;EXPOSED_POPULATION:WUR-NEG-DEV;HEADER_READ_WELL_STUDY1
AFHSZBKDUTWXDX,c1ccc2[nH]cnc2c1,False,HEADER_READ_WELL_STUDY1
AFHZIXFGUDIAHA,O=C(COc1ccccc1)NC1CC(=O)N(c2ccccc2)C1,False,HEADER_READ_WELL_STUDY1
AFIIBUOYKYSPKB,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-CONFIRMATION;EXPOSED_POPULATION:LCSB-NEG;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED
AFISCLUAPGDWAC,c1ccncc1,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM
AFJRDFWMXUECEW,O=C(NCCc1ccccc1)c1cc(-c2ccn[nH]2)cs1,True,SCAFFOLD_GROUP_EXCLUDED
AFLFKFHDSCQHOL,O=C(C=Cc1ccccc1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFLLPWOQENRBGN,O=C(CCc1ccccc1)N1CCCC(Oc2ncccn2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFLSJFCCDCGEOU,c1ccc(CNc2nc3ccccc3[nH]2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
AFLZKGMZZBXNDQ,c1ccc2ncccc2c1,False,HEADER_READ_WELL_STUDY1
AFMVESZOYKHDBJ,c1ccc2c(c1)Cc1ccccc1-2,False,HEADER_READ_WELL_STUDY1
AFNWNFVWOYAYRC,O=S(=O)(c1ccccc1)N1CCC(c2cccs2)CC1,False,HEADER_READ_WELL_STUDY1
AFNXATANNDIXLG,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFOBLZPZBPMVGH,O=C(NC1CCOCC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFOGJAQGTIJRSW,O=c1cccc(-c2ccccc2)n1-c1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AFOKREIUUQFDNW,O=C(NC(=S)Nc1ccccn1)c1ccc(N2CCCCC2)cc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
AFPHTEQTJZKQAQ,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505
AFPLNGZPBSKHHQ,__ACYCLIC__AFPLNGZPBSKHHQ,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFPWDCHLVBQTNA,O=C(Cc1ccccc1)NS(=O)(=O)c1cccc2ncccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFPWDDYVTABLOL,O=S(=O)(c1cccc(-c2ccccc2)c1)N1CCCn2ncnc21,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
AFQPRSRXICHHBN,c1ccc2sc(NCCn3cccn3)nc2c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFQUVCJQWUEWSE,O=C1CNC=C1c1nc2ccccc2s1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
AFQWYRUBZJYCIF,O=c1cc(-c2ccccc2)oc2ccccc12,True,SCAFFOLD_GROUP_EXCLUDED
