key,scaffold_group_census,in_design12b,reasons
BMUKKTUHUDJSNZ,c1ccc(CCNCCOc2ccccc2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BMVBCGHIRXYMAS,O=C(NCCc1cscn1)c1cccn(CC2CC2)c1=O,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BMWUBMWNKZHABU,O=c1ccccn1Cc1ccco1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BMWXHBVOVHUXPJ,O=c1[nH]c(=O)c2c(nc3[nH]ccn32)[nH]1,True,SCAFFOLD_GROUP_EXCLUDED
BMYAFTKQZROTNN,O=C(NCc1ccccc1)c1cn(-c2ccccc2)nn1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BMYFXYVKHYFHHG,O=S(=O)(NC1CCOC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BMYGBYBKOOGMNZ,O=C(NCCn1cc(-c2ccoc2)cn1)C1(c2ccccc2)CCOCC1,False,HEADER_READ_WELL_STUDY1
BMZZJKFKOPJMAV,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNAUPWAOLQXQJZ,O=C(NCc1ccccc1)C1CNCC1c1ccccc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
BNAYBBYIUSNPOI,O=C(c1ccn[nH]1)N1CCCC(COc2ccncc2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNBOQBOIHRAMCR,O=C(Cc1ccccc1)NCc1nccnc1-c1cccnc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNCWAGFIBHTSSW,O=C(NCCc1ccccc1)c1cccc2ccccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNDYIYYKEIXHNK,c1ccc(Nc2ncnc3ccccc23)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNFRJXLZYUTIII,O=C(Cc1ccccc1)Nc1ccccc1,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01
BNIMNWBBWQHMIM,c1cn[nH]c1,True,SCAFFOLD_GROUP_EXCLUDED
BNIQIYMICUFERK,O=c1ncccn1C1CCCO1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BNJKIEMYEFWKNX,c1ccc2c(c1)CCCN2,False,HEADER_READ_WELL_STUDY1
BNJOQKFENDDGSC,__ACYCLIC__BNJOQKFENDDGSC,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BNJOZDZCRHCODO,__ACYCLIC__BNJOZDZCRHCODO,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BNLMCNZEKQFLNJ,c1ccc2[nH]ccc2c1,False,HEADER_READ_WELL_STUDY1
BNLMIUXUNNJGNY,O=C(Nc1ccccc1)c1cccn1-c1cccnc1,False,HEADER_READ_WELL_STUDY1
BNLOLMNXTQNIBS,O=C(CN1CCC(c2nc3ccccc3[nH]2)CC1)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNLUQONOBPMVBG,O=C1CCC(c2ccccc2)O1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNMGOWXQUZHWIO,O=c1c2ccccc2ncn1-c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNMGUJRJUUDLHW,O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,True,SCAFFOLD_GROUP_EXCLUDED
BNNODLZYXWQEES,c1ccc(-c2ccon2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNOTWMVWLRRDOJ,O=C(NCC1CCCCC1)c1cn(Cc2ncon2)nn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNOWPELKBYSHKU,C1CCC2CCCCC2C1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNPFWYZUTFJNTC,O=C(CCCS(=O)(=O)c1ccccc1)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNPXXXTYYLXIGU,O=C(Nc1ccccc1)c1cnccn1,True,SCAFFOLD_GROUP_EXCLUDED
BNQDCRGUHNALGH,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BNQHSXYQJHXBMM,c1ccc(-c2ncn[nH]2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BNQOUCXRIAZQAY,O=C(Cc1ccccc1)Nc1cccc(NC(=O)c2ccccc2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNRNXUUZRGQAQC,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-NEG-D6-EXCLUDED;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED;HEADER_READ_WELL_STUDY1;MSNLIB_ANCHOR_CENSUS_DESIGN;MSNLIB_ANCHOR_CENSUS_DETECTED;MSNLIB_ANCHOR_GATE_CALIBRATION;MULTIMS2_ANCHOR_CALIBRATION
BNTANBUTBDVIHY,O=C(Nc1ccccc1)c1c[nH]c2ccccc12,True,SCAFFOLD_GROUP_EXCLUDED
BNTCEALNHROCCG,O=C(c1ccccc1)N1CCC(c2cc[nH]n2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNUCXCGZTSEDGK,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,True,SCAFFOLD_GROUP_EXCLUDED
BNUMMHZNBMTZFF,O=C(NCCc1nc(-c2ccco2)c[nH]1)c1cccs1,False,HEADER_READ_WELL_STUDY1
BNVPFDRNGHMRJS,O=C(Nc1ccc(C2CCOCC2)nc1C1=CCCCC1)c1ncc[nH]1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BNWJOHGLIBDBOB,c1ccc2c(c1)OCO2,False,HEADER_READ_WELL_STUDY1
BNWOSCGZGKVWJU,O=C(NCC1CCOCC1)c1cc2ccccc2o1,True,SCAFFOLD_GROUP_EXCLUDED
BNWYNDSKZRWDFN,C1CCNCC1,False,HEADER_READ_WELL_STUDY1
BNXYXMGXYSONRX,O=C(Cc1ccccc1)NCCc1csc(-n2cccn2)n1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BNYNZCZTDNJXBZ,O=C(NCc1cccnc1)Nc1cnc2[nH]ncc2c1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BNZIPKLGUFUXHW,O=C(Nc1nc2c(s1)CCCC2)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BOAPXDSRULBILC,O=C1c2ccccc2NC(c2cccs2)N1c1ccccc1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOBLHFUVNSFZPJ,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
BOCUVDNZFZFUED,c1ccc(CCOc2ccccc2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BOCVSGHZJHWNKA,O=c1c2c3c(sc2nnn1CCc1ccccc1)CCCC3,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOCXKMYOEHRTFG,O=C(Nc1ccccc1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
BODQEBJJPBOROG,c1ccc2sc(N3CCCCC3)nc2c1,True,SCAFFOLD_GROUP_EXCLUDED
BOEGTKLJZSQCCD,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOERWGCUBYWSNU,c1ccc(Nc2ccncn2)cc1,False,HEADER_READ_WELL_STUDY1
BOFHKBLZOYVHSI,,False,EXPOSED_POPULATION:ENTACT-MIX-LISTS-499-503-505;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY
BOFQWVMAQOTZIW,c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOGCMMDKAJLZKB,c1ccc(CN2CCC(COc3ccncc3)CC2)cc1,False,HEADER_READ_WELL_STUDY1
BOGVWZRUXBNNAX,c1csc(N2CC3CCC2C3)n1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOHGUBSDQLEXHB,O=C(NCc1cnc(-c2ccccc2)s1)C1CCCN1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOILBXFXLDZAJW,O=S(=O)(c1ccccc1)n1c2c(c3ccccc31)CCC2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOIPFVKMXVGMOS,O=C(NCC1CCN(S(=O)(=O)C2CC2)CC1)c1ccsc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOIPLTNGIAPDBY,C(=NCCCCCCOc1ccccc1)Nc1ccncc1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOISNOOXFJINJK,c1ccccc1,False,HEADER_READ_WELL_STUDY1
BOJKULTULYSRAS,C=C1CCC2CCCCC2C1CC=C1CCOC1=O,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
BOJTYVQFSDEEIX,O=c1nc2[nH]c3ccccc3nc-2c(=O)n1Cc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOKQALWNGNLTOC,O=C(CCc1c[nH]c2ccccc12)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BOKURCDADSENCE,c1cc2c(N3CCCCC3)ncnc2cn1,False,HEADER_READ_WELL_STUDY1
BOKWLHUMKSFORQ,O=S(=O)(NC1(c2nc(-c3cccnc3)no2)CCCCC1)c1cccs1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BOLFFAOAEXGKGJ,O=C(NC(=S)Nc1ccccc1)c1cccs1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BOLQJTPHPSDZHR,c1ccccc1,False,DECODED_SAME_PLATE_ION_0p01
BOLRZWTVMUHQQU,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(-c3ncc[nH]3)c3c2CNC3=O)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOMNUWULLKLFNL,c1ccn2ccnc2c1,True,SCAFFOLD_GROUP_EXCLUDED
BOOMBLZEOHXPPX,O=C(c1conc1-c1ccccc1)n1ccc2ccccc21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOPADYWRUULRBD,C=C1C(=O)OC2CCC3CCCC3CC12,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOPGDPNILDQYTO,O=[PH](OCC1CCC(N2C=CCC=C2)O1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOPIMTNSYWYZOC,C=C1CCCC2CCCCC12,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOPPUHZKIKFBHH,O=C1CC23C=CCN4CCC5c6ccccc6N1C42C5CC3,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOQSSGWSBMZZBI,c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOSNKHFAOWELSW,O=C(NCCCCc1ccccc1)c1cccc(C2SCC(=O)N2c2ccccc2)c1,False,HEADER_READ_WELL_STUDY1
BOSRFDASKFRIJY,c1ccc2c(N3CCC(COc4cnccn4)CC3)nncc2c1,False,HEADER_READ_WELL_STUDY1
BOSWXIZHPNVBEU,O=C(c1ccc(=O)n(-c2cn[nH]c2)c1)N1CCN(c2ccccc2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOSZWQOZILXCIQ,O=C(c1ccc(=O)[nH]c1)N1CCCCCC1c1ccc[nH]1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BOTBBBVCTHXQDR,O=C(NCCCN1CCCC1=O)c1csc(N2CCN(c3ccccc3)CC2)n1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOTOEVMMTKUZPY,O=C(Cn1cccn1)N1CCN(c2nccc(=O)[nH]2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOTWFXYSPFMFNR,__ACYCLIC__BOTWFXYSPFMFNR,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOVGTQGAOIONJV,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOWIVMBEKKSLMI,O=C(Cc1ccccc1)N1CCCN(c2ncccc2-c2nc(C3CC3)no2)CC1,True,SCAFFOLD_GROUP_EXCLUDED
BOXQTSAMMGGEQK,O=C(NCc1ccn[nH]1)C12CNCC1COC2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BOXQVEQTPQDDIT,c1ccc(C2CCNCC2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BOYHVPMMHBEHIX,O=C(Nc1ccccc1)N1CCc2nc[nH]c2C1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BOZILQFLQYBIIY,C1=CC2=CCCCC2CC1,True,SCAFFOLD_GROUP_EXCLUDED
BOZUNFIKNVTMQO,O=C(NC1(c2cccs2)CCCC1)c1nc2ccccc2s1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPAPFECFDGWRBM,O=C(NCc1cccnc1)C1CC1C1CCCCC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPBNBZXDZGFZBZ,O=C(NCCc1nnc2c(=O)[nH]ccn12)C1CCCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPCQXVWZPZOKKC,C(#Cc1ccccc1)C1=CC(c2ccccc2)Oc2ccccc21,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPCZLSQDPOOZQW,O=C(Nc1cncs1)c1c[nH]c(-c2ccccc2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPDAGEICGCCTGJ,O=C(C=Cc1ccccc1)OCC1=CC2(C=CC3C=COC(OC4CCCC(COC5CCCCO5)O4)C32)OC1=O,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPDAYKPSJZSFSW,O=c1[nH]cnc2c1nnn2Cc1ccccc1,False,HEADER_READ_WELL_STUDY1
BPDBFCSMKSAANN,O=C(CCNc1ccccc1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
BPDJFBOUFAXNMA,O=C(Cn1ccc2ccc(-c3nnco3)cc21)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPEBNYFDGCDJMS,O=C(NCc1ccccc1)C1COCC(=O)N1Cc1cccs1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPEGJWRSRHCHSN,O=c1[nH]nnc2cncn12,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPEMDVGERQJFCM,O=C(COc1ccccc1)N1CCN(c2cc(-n3cccn3)ncn2)CC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPENHRGDWGYNID,O=C(Nc1ccccc1)N1CCCC(Oc2ncccn2)C1,True,SCAFFOLD_GROUP_EXCLUDED
BPEPGSWJXMBBKD,O=c1cc(Oc2ccccc2)[nH]c(=O)[nH]1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPFUIWLQXNPZHI,c1ccc(C2=NOC(c3ccccc3)C2)cc1,False,HEADER_READ_WELL_STUDY1
BPFXXHQWILEVAH,c1cc(OCC2CCN(Cc3ncn[nH]3)CC2)ccn1,False,HEADER_READ_WELL_STUDY1
BPFYOAJNDMUVBL,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCN2,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED;HEADER_READ_WELL_STUDY1
BPHFUHVTKQHTAX,c1ccc(CNc2nc(Nc3ccccc3)nc3nccnc23)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPHPUYQFMNQIOC,C1CCOCC1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BPICBUSOMSTKRF,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY;MULTIMS2_ANCHOR_CALIBRATION
BPIUFPZHUAYIKM,O=C(NC1CCN(C2CCCCC2)CC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPJCCABLAZZIEJ,S=c1[nH]cc(C=C2C=Nc3ccccc32)[nH]1,False,HEADER_READ_WELL_STUDY1
BPJPBLZKOVIJQD,O=C1CC2CCC(=O)C2C2=C1C1CCCCC1CC2,True,SCAFFOLD_GROUP_EXCLUDED
BPKLMCNLHSJSEL,c1ncc2ncn(C3CCCO3)c2n1,False,HEADER_READ_WELL_STUDY1
BPLBGHOLXOTWMN,O=C(COc1ccccc1)NC1C(=O)N2CCSC12,False,EXPOSED_POPULATION:WUR-NEG-DEV;HEADER_READ_WELL_STUDY1
BPLDIMCBBGXXAC,O=C(NCc1ccccn1)c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPLMVWHZMFTKIE,O=c1c(N=Nc2ccc(N3CCOCC3)cc2)c[nH]n1-c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPLQKQKXWHCZSS,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BPMFZUMJYQTVII,__ACYCLIC__BPMFZUMJYQTVII,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPNUQXPIQBZCMR,c1ccc(CCCOc2cncc(-c3ccc4n[nH]cc4c3)c2)cc1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPNXVOMWBVEFDG,O=C(Nc1ncn(C2CCCCC2)n1)N1CCCC1,False,HEADER_READ_WELL_STUDY1
BPPDIVLKEAJLKC,O=C(NNC(=O)c1cccs1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPPDUAGOIPBYRM,c1ccc(-c2nccs2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPPOCISJASZDQR,O=C(Nc1cccc(-c2cn[nH]c2)c1)c1cn[nH]c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPQJRAHXCGCAFQ,c1ccc(-c2cnc(N3CCC(Cc4ncc[nH]4)CC3)cn2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPQMGSKTAYIVFO,O=C(Nc1cccc(-c2ccccn2)c1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPRHUIZQVSMCRT,c1ccc(-c2ccncn2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPRMMYIMFIZGAF,O=C(c1ccccc1)N1CCC(Cc2nc3ccccc3[nH]2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPRYUXCVCCNUFE,c1ccccc1,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
BPSRLGSLQJDPMJ,O=c1c2c3c(sc2ncn1N=Cc1ccc(Oc2ccncn2)cc1)CCCC3,False,HEADER_READ_WELL_STUDY1
BPTHNDNPNIAULA,c1ccc(-n2cc3c(n2)CSC3)cc1,False,HEADER_READ_WELL_STUDY1
BPTPOYRUIXEOOC,O=C1CCC(NCc2ccccc2)C(c2cn[nH]c2)N1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPUPEXMUULPLHO,O=C(NN=Cc1ccncc1)c1cc[nH]n1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPVDCRCAORFYHG,c1coc(Cn2cccn2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPVUFGBMXKHRQH,O=C1CN(Cc2ccccc2)CCN1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPVYBTSHATYFLX,O=C1c2oc3ccccc3c(=O)c2C(c2ccccc2)N1CC1CCCO1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPVZKUXLOLRECL,O=C(Nc1cn[nH]c1-c1ccccn1)c1ccn(C2CCNCC2)n1,False,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
BPWATVWOHQZVRP,c1ccccc1,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM
BPWLGUHJSQRCJV,c1ccc(COc2ccc3ccccc3c2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BPWWVYVJVZHBPV,c1ccc(-n2cc(CN3CCCCC3)nn2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPXVHIRIPLPOPT,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-CONFIRMATION
BPXYTVXFCIMWIP,O=C(CCc1ccccc1)N1CCOCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPYAKXQLXQYTEI,O=C(Nc1ccncc1)N1CCn2nccc2C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPYLRGKEIUPMRJ,__ACYCLIC__BPYLRGKEIUPMRJ,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPYRAUHXFJXXHN,O=c1ccc2cn[nH]c2[nH]1,True,SCAFFOLD_GROUP_EXCLUDED
BPYRVOCFRMKMIP,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5OCCCC5OC5CCCCO5)CC4=CCC23)CO1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
BPYXUTXAXJIDCK,c1ccc(C2CC2)cc1,True,SCAFFOLD_GROUP_EXCLUDED
BPZFVIFUTSUMMT,O=C(COc1ccccc1)N1CC(S(=O)(=O)c2ncc[nH]2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
BPZSYCZIITTYBL,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-HOLD;EXPOSED_POPULATION:WUR-POS-IDENTITY
BPZYBVZQMVUCJG,O=C(C1CC1)N1CCCCC1,True,SCAFFOLD_GROUP_EXCLUDED
BPZZHJZIZMNANV,O=C(CN1C(=O)CCC1=O)NCC(c1ccco1)n1cccn1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
